,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.35356978,-0.5599641799926758,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.14804165,-0.18928110599517822,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6689895,-0.5717577934265137,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3742532,-0.6849284172058105,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3170574,-1.270249605178833,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.953151,-5.9758782386779785,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.39345932,-0.28128206729888916,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.86994064,-0.4150984287261963,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.004085327,-3.2008872032165527,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.2758694,-2.574514865875244,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.15532768,-1.7010152339935303,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.16505447,-0.7731890678405762,False
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.91099805,-0.5559148788452148,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,8.083342,-1.0420639514923096,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.42280114,-0.09883415699005127,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5213707,-0.501448392868042,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.070247345,-3.786698818206787,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.0749581,-1.28452730178833,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.2601166,-2.214729070663452,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.40446606,-0.22713911533355713,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.80716217,-0.7758468389511108,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.958838,-0.8137754201889038,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.3113134,-0.9142783880233765,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.9105529,-0.7602787017822266,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.52940035,-0.7670607566833496,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.25602436,-0.5888640880584717,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.7608018,-0.6930657625198364,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.07758235,-7.2729692459106445,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.8152137,-0.23965871334075928,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.4446133,-0.48638391494750977,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.9596505,-0.050547242164611816,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.09050839,-2.2451283931732178,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.6759621,-1.5005037784576416,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,7.8471355,0.5822091400623322,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.45558745,-0.5794782638549805,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.3211084,-0.44589757919311523,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.24945141,0.1278136968612671,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.5948473,-1.3633959293365479,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.5599459,-1.0207419395446777,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.6484849,-0.4223102331161499,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.572209,-0.4755263328552246,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.1941104,-1.2254273891448975,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,3.7921703,-4.694462299346924,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.49277642,0.38202357292175293,True
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.0100023,-1.0831801891326904,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.22660705,-0.9069677591323853,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.1968743,-1.4476871490478516,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.50036705,-1.7312605381011963,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.6239774,-1.199012279510498,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.5106826,-0.6757962703704834,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,6.996032,-2.0661673545837402,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.32553074,-0.4302504062652588,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.09122231,-0.9773907661437988,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.5654906,-0.4182928800582886,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,3.6266437,-0.4748600721359253,False
