,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.6683628,-0.57767653465271,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.1749969,-0.4725503921508789,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.9831184,-0.9181406497955322,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.40386206,-0.10577714443206787,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.541935,-0.04059040546417236,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.028481,-7.9376373291015625,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.4507886,0.24560916423797607,True
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8346161,-0.6677322387695312,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0042836247,-3.6076607704162598,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,9.44096,-4.625330924987793,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08995525,-1.1164660453796387,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.1283532,0.4556288719177246,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.7005479,-0.790029764175415,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,180.9847,-0.5574065446853638,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2853123,-0.41620898246765137,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.40464002,-0.3272773027420044,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06375889,-0.5676020383834839,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.3635156,-6.773647785186768,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,7.5062985,0.5676311552524567,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.23106176,-0.05053150653839111,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.5327518,-0.337668776512146,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.2341174,-1.7405707836151123,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0776675,-0.2003633975982666,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.7557884,-0.46340882778167725,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.0174333,-0.9831403493881226,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.27915406,-0.5247118473052979,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.307227,-4.382773399353027,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.050038785,-4.057431221008301,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.8683994,-0.3727736473083496,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.6055441,-0.39753592014312744,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.6949068,-0.4976985454559326,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.079057254,-1.8903605937957764,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,4.6294723,-0.21677803993225098,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,18.922194,0.8381652534008026,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.936548,-0.2882024049758911,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.46248227,-0.19292426109313965,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.20735385,0.04827982187271118,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.815294,-1.095724105834961,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.3607804,-0.22993648052215576,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.46110985,-0.14723467826843262,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.9344814,-0.5370614528656006,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.829942,-0.3262583017349243,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,5.661212,-4.311086654663086,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,1.0912378,-1.3506944179534912,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.1657372,-0.8445489406585693,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.32740882,-0.4609560966491699,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.0174341,-0.5937925577163696,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.7651565,-0.3910810947418213,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.9563652,-0.909194827079773,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.7931831,-1.2044434547424316,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,8.41983,-2.9306232929229736,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.33229414,-0.7983534336090088,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.028277617,-0.014915943145751953,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.0602823,-0.5368825197219849,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,3.6770697,-1.781217098236084,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.1967195,-0.516170859336853,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.3791147,-1.6037840843200684,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.4776096,-1.983689546585083,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.22462931,-0.8253605365753174,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.1492718,0.41798681020736694,True
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.388167,-0.8640958070755005,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.1019835,-1.2773323059082031,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.30688113,-0.35407745838165283,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,4.936191,-3.832305431365967,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,18.658777,-9.66283893585205,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.39201173,-0.5263198614120483,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,4.654064,-1.2851881980895996,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.3904865,-4.006043434143066,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.7314539,-0.5259934663772583,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.219464,-1.4327147006988525,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.3586638,-1.4312224388122559,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,7.5260496,-2.3216917514801025,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.56284714,-0.2609807252883911,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,6.6946363,-1.4789960384368896,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.24894765,-2.0175514221191406,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.32084388,-0.01375734806060791,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,1.845996,0.5221581161022186,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.7030053,0.622218668460846,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.8393054,-0.023521900177001953,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.18926589,-0.44405508041381836,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.05930414,-3.1862030029296875,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,2.2177823,0.3892509341239929,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,1.1881795,-0.4538956880569458,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,1.0945342,-0.6442604064941406,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.61462414,-0.2601499557495117,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.25202972,-1.7076194286346436,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.5461306,-0.5473852157592773,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.023422608,-1.6960949897766113,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.08030153,-1.6664903163909912,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,0.7961874,-1.4568686485290527,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.8420937,-0.5573899745941162,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,1.0743114,-3.6504111289978027,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.12697384,-0.10438299179077148,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5730085,-0.7110673189163208,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,21.499819,-0.8602584600448608,False
