gene_names,A,C,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.7145472764968872,0.6892855167388916,-0.0722646564245224,0.9999442060052085,-1.0186370611190796,-0.0722646564245224,0.789645502118335,-0.8215217590332031,-0.0722646564245224,0.8811693109614734,-0.7362432479858398
Lypla1,0.35465511679649353,0.34850189089775085,-0.029948342591524124,0.9999442060052085,-0.18847443163394928,-0.029948342591524124,1.0,-0.23534910380840302,-0.029948342591524124,1.0,-0.21180763840675354
Gm37988,0.0040445043705403805,0.0009480037842877209,-2.095231533050537,0.9999442060052085,-0.032818928360939026,-2.095231533050537,0.5669308007281991,-1.4727667570114136,-2.095231533050537,0.8097423004865193,-1.1895387172698975
Tcea1,0.5215343832969666,0.5282162427902222,0.023605961352586746,0.9999442060052085,0.5921472907066345,0.023605961352586746,1.0,0.2285144180059433,0.023605961352586746,1.0,0.2041112333536148
Atp6v1h,0.32503435015678406,0.3762316107749939,0.2501137852668762,0.35691817654668145,2.162142276763916,0.2501137852668762,0.3637845479801875,1.9044572114944458,0.2501137852668762,0.5644543400164573,1.711686372756958
Rb1cc1,0.30390042066574097,0.3723509907722473,0.3452182114124298,0.48755968501632585,1.9752306938171387,0.3452182114124298,0.1748883645531031,2.3893680572509766,0.3452182114124298,0.32094238407394177,2.177609443664551
Pcmtd1,0.12748749554157257,0.1594691425561905,0.3465430438518524,0.9999442060052085,0.9331515431404114,0.3465430438518524,0.5325695594576553,1.5323396921157837,0.3465430438518524,0.722759985919981,1.3971837759017944
Rrs1,0.31458374857902527,0.2481650859117508,-0.3922986686229706,0.15268187115422474,-2.606135606765747,-0.3922986686229706,0.0984319732424374,-2.6911847591400146,-0.3922986686229706,0.22693870677265154,-2.399949073791504
Adhfe1,0.0010842717019841075,0.0,-20.0490779876709,0.9999442060052085,0.03141240403056145,-20.0490779876709,0.583696262458838,-1.4144549369812012,-20.0490779876709,0.8210909717129711,-1.0949071645736694
Mybl1,0.009923630394041538,0.015445561148226261,0.6422438621520996,0.9999442060052085,0.22316871583461761,0.6422438621520996,0.8009225993385272,0.7988953590393066,0.6422438621520996,0.8706875501904284,0.7569074630737305
Vcpip1,0.23186199367046356,0.2308560013771057,-0.007026949431747198,0.9999442060052085,-0.2631765604019165,-0.007026949431747198,1.0,-0.04381610080599785,-0.007026949431747198,1.0,-0.03947662562131882
Sgk3,0.04884713143110275,0.041089944541454315,-0.25512591004371643,0.9999442060052085,-0.6244973540306091,-0.25512591004371643,0.8202274982191606,-0.7646296620368958,-0.25512591004371643,0.9071645013237928,-0.6835126876831055
Mcmdc2,0.0016330955550074577,0.0025734330993145704,0.6567633152008057,0.9999442060052085,0.1883181482553482,0.6567633152008057,0.9749815839789054,0.42438316345214844,0.6567633152008057,1.0,0.38850173354148865
Ppp1r42,0.0006106712389737368,0.0,-19.22047996520996,0.9999442060052085,0.07876542955636978,-19.22047996520996,0.687737904479613,-1.0,-19.22047996520996,0.8634473447777941,-0.774084210395813
Cops5,0.5659139752388,0.5672492980957031,0.004453711677342653,0.9999442060052085,0.5608911514282227,0.004453711677342653,1.0,0.04517170786857605,0.004453711677342653,1.0,0.040387943387031555
Cspp1,0.20436260104179382,0.17513597011566162,-0.24440476298332214,0.900553786402515,-1.4652870893478394,-0.24440476298332214,0.5973978863197195,-1.3541159629821777,-0.24440476298332214,0.799720130560645,-1.2089911699295044
Arfgef1,0.281096488237381,0.2802683711051941,-0.004881508648395538,0.9999442060052085,-0.16143788397312164,-0.004881508648395538,1.0,-0.033163271844387054,-0.004881508648395538,1.0,-0.02983729913830757
Prex2,0.0007321176235564053,0.0010830335086211562,0.5651831030845642,0.9999442060052085,0.1572183072566986,0.5651831030845642,1.0,0.26843392848968506,0.5651831030845642,1.0,0.24405249953269958
A830018L16Rik,0.0,0.0,0.0,0.9999442060052085,0.126118466258049,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.9999442060052085,0.126118466258049,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.19807866215705872,0.22158992290496826,0.17937153577804565,0.9999442060052085,0.23113903403282166,0.17937153577804565,0.7102961135127673,0.9613794088363647,0.17937153577804565,0.8634473447777941,0.8769568204879761
