wilcoxon,t-test,t-test_overestim_var
Ighm,S100a4,Ighm
S100a4,Ighm,S100a4
Ctla4,Ctla4,Ctla4
Pglyrp1,Pglyrp1,Pglyrp1
Cd3e,Nrgn,Nrgn
S100a11,S100a11,Tox
Nrgn,Cd3e,Gldc
Cd3g,Cd3g,S100a11
Cd226,Tox,Pdcd1
Lag3,Gldc,Cd3e
Trav14-1,Pdcd1,Nrp1
Cxcr6,Lag3,Lag3
Ifi27l2a,Nrp1,Cd3g
Batf,Cd226,Cd226
Uhrf2,Cxcr6,Cxcr6
Pdcd1,Ifi27l2a,Trav14-1
Cd9,Trav14-1,Cd9
Trac,Batf,Ifi27l2a
Nfkbiz,Cd9,Batf
Nrp1,Uhrf2,Uhrf2
Itgb1,Itgb1,Itgb1
Arpc3,Trac,Trac
Tox,Cd52,Nfkbiz
Gldc,Nfkbiz,Casp3
Cd52,Srgn,Cd52
Ly6a,Casp3,Srgn
Bhlhe40,Bhlhe40,Bhlhe40
Srgn,Ly6a,Rgs16
Casp3,Lgals3,Ly6a
Limd2,Limd2,Ptpn11
Nfkbia,Rgs16,Psen2
Il18r1,Ptpn11,Limd2
Hif1a,Il18r1,Il18r1
Rgs16,Hif1a,Arpc3
mt-Atp6,Arpc3,Hif1a
Bcl2a1d,Psen2,Lgals3
Pnrc1,Bcl2a1d,Bcl2a1d
Stk24,Rilpl2,Bcl2l11
Rilpl2,Nfkbia,Bcl2a1b
Ptpn11,Bcl2a1b,Rilpl2
Gimap3,Bcl2l11,Nfkbia
Sec11c,mt-Atp6,Ccdc50
Bcl2a1b,Ccdc50,Gimap3
Sh2d2a,Trbc2,Stk24
mt-Cytb,Gimap3,mt-Atp6
mt-Nd2,Stk24,Trbc2
Tpt1,Pnrc1,Pnrc1
Trdc,Cd3d,Casp4
Ccdc50,Fkbp1a,Cd3d
Cd3d,Emb,Sdcbp2
Trbc2,Casp4,Emb
Junb,Pou2f2,Smco4
Lgals3,Ptpn6,Pou2f2
Ptpn6,Sdcbp2,Ptpn6
S100a6,S100a6,Fkbp1a
Psen2,Sh2d2a,Sh2d2a
Fkbp1a,Cst7,Cst7
Emb,Smco4,Atxn1
Bcl2l11,Atxn1,Junb
Gimap5,Junb,Gimap5
Tmsb4x,Tpt1,S100a6
Cst7,Gimap5,Plscr1
Shisa5,Ndfip1,Rora
Fxyd5,Trdc,Trdc
Pou2f2,Sec11c,Tpt1
Atxn1,Rora,Ndfip1
Ddx5,Plek,Timp2
B4galnt1,Plscr1,Sec11c
Plek,mt-Nd2,Plek
Ndfip1,B4galnt1,mt-Nd2
Oaz1,Fxyd5,Irak3
Dusp5,Tmsb4x,Rnf2
Rora,Jaml,Jaml
Gimap4,Dusp5,B4galnt1
Gm8369,Timp2,Trbv13-3
Atp5e,Rnf2,Stat3
Runx2,Trbv13-3,Fxyd5
Ptprcap,Stat3,Tmsb4x
Sdcbp2,Irak3,Dusp5
mt-Co2,Rhoh,Runx2
Stat3,Runx2,Rhoh
Rhoh,Ric1,Ric1
Ucp2,mt-Cytb,Mmp16
Icos,Shisa5,Icos
Cd27,Trbc1,mt-Cytb
Ets1,Icos,Inpp4b
Sept7,Prkca,Thap3
Casp4,Thap3,Prkca
Ric1,Ptprcap,Shisa5
Ifi27,Gimap4,Ncf1
Rps15a,Oaz1,Ar
Slfn2,Inpp4b,Ptprcap
Prdx6,Cd27,Rel
mt-Co1,Rps15a,Tnfrsf1b
Serf2,Ets1,Ankrd55
H2az2,H2az2,Gimap4
Traf1,Rel,Trbc1
Arap2,Tnfrsf1b,Rps15a
Jund,Ncf1,Oaz1
Trbv13-3,mt-Co2,Cd27
Cox7a2l,Mmp16,Hivep3
Pim1,Ar,H2az2
Tnfaip3,Ucp2,Ets1
Il2rb,Gm8369,mt-Co2
Thap3,Tmbim4,Pecam1
S100a13,Ankrd55,Ucp2
Prkca,Vmp1,Tcf4
Ly6e,Pecam1,Tmbim4
Jaml,Hivep3,Ptprk
Trbc1,Tnfrsf18,Vmp1
Smco4,Prdx6,Ddit4
Cox6c,S100a13,Gm8369
Arf5,Cox6c,Zc3h12a
Atp2b1,Ptprk,Zbtb7b
mt-Nd4,Tnfaip3,Tnfrsf18
Tmbim4,Zc3h12a,Hilpda
Vmp1,Sept7,Cpd
Rel,Hilpda,Tnfaip3
Plscr1,mt-Co1,Prdx6
Atp5j,Traf1,Ddx5
Tnfrsf18,Arap2,Sept7
Gpr183,Ly6e,Siah2
Tnfaip8,Tcf4,Cox6c
Sh3kbp1,Ddit4,Traf1
Nr4a2,Sh3kbp1,Arap2
Selenow,Ddx5,S100a13
Pfn1,Cox7a2l,Ly6e
Akap13,Zbtb7b,mt-Co1
Resf1,Siah2,Cox7a2l
Ifi203,Atp5e,Sh3kbp1
Rap1a,Arf5,Lclat1
Ppdpf,Nr4a2,Mast4
Nucb1,Pfn1,Atp5e
Tnfrsf1b,Ifi27,Nfatc1
Rnf2,Nfatc1,Ppp1r16b
Ndufa1,Ppp1r16b,Msi2
Dennd4a,Tnfaip8,Nr4a2
Serinc3,Jund,Prag1
