wilcoxon,t-test,t-test_overestim_var
Rpl14,Rpl14,Rpl14
Rpl13,Rps17,Rpl13
Rps20,Rpl13,Rps17
Rps17,Rps20,Rps20
Rps18,Rps27a,Rps27a
Rps27a,Rps8,Rpl27a
Rps28,Rpl27a,Rps8
Npm1,Rpl36,Rps28
Rpl36,Rps28,Rpl36
Rps12,Rpl15,Rps18
Rpl12,Npm1,Npm1
Rpl27a,Rpl22,Rpl15
Rps2,Rps18,Rpl36a
Rps8,Rpl36a,Rpl12
Rpl15,Rpl10,Rpl22
Rplp1,Rpl12,Rplp1
Rpl8,Rps25,Rps23
Rpl22,Rplp1,Rps25
Rps19,Rpl8,Rps21
Rpl10,Rps2,Rpl35a
Rpl10a,Rps23,Rps19
Rpl36a,Rpl31,Rpl10
Rps23,Rps12,Rps2
Rpl35a,Rps21,Rpl31
Rps21,Rpl35a,Rpl8
Rps25,Rps19,Rpl3
Rplp0,Rpl3,Rps12
Rpl31,Eef1g,Eef1g
Rpl6,Rpl10a,Rpl9
Rpl11,Rpl11,Rpl38
Rpl41,Rplp0,Rpl11
Eef1g,Rpl6,Rpl6
Rpl3,Rpl38,Rpl10a
Rpl38,Rpl9,Rplp0
Eef1b2,Fbl,Rpl26
Rpl9,Hspe1,Fbl
Rpl37,Rpl26,Rpl37
Rpl26,Rpl28,Hspe1
Hspe1,Eef1b2,Cbx5
Rpl28,Rpl5,Lig1
Hsp90ab1,Rpl30,Rpl30
Rps15,Rpl41,Rpl5
Rpl30,Rpl7,Rps5
Rps5,Rps5,Spint2
Rpl32,Rpl37,Rpl35
Mif,Rpl29,Rpl28
Rpl5,Rpl35,Rps15
Rps3a1,Spint2,Rpl7
Rpl29,Cbx5,Eef1b2
Rpl35,Pebp1,Pebp1
Rps9,Rps15,Rpl29
Rps3,Lig1,Rps3
Rps16,Rps3,Rpl41
Rplp2,Rpl32,Rplp2
Rack1,Rplp2,Clspn
Fbl,Rps9,Hells
Spint2,Rpl18,Rpl32
Rpl7,Mif,Rrm2
Rpl18,C1qbp,Mif
Tuba1b,Tuba1b,Rpl18
Rps6,Atp5g1,C1qbp
Rps29,Clspn,Rps16
Pebp1,Rps16,Mcm5
Cbx5,Rrm2,Fbxo5
Rpl4,Ranbp1,Rps9
C1qbp,Hells,Tuba1b
Atp5g1,Mcm5,Atp5g1
Lig1,Rpl4,Rps29
Rps4x,Rps6,Rps6
Mcm5,Rps3a1,Ranbp1
Rps15a,Rps29,Top2a
Ranbp1,Fbxo5,Mybl2
Hells,Hsp90ab1,Hsp90ab1
Rpl23,Rpl23,Rpl23
Exosc5,Exosc5,Rpl4
Clspn,Top2a,Chchd10
Eef1d,Mybl2,Rps3a1
Rrm2,Pa2g4,Exosc5
mt-Nd2,Gmnn,Rad51ap1
Rps24,Chchd10,Esco2
