,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.23031874,0.015304505825042725,True
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.41970295,-0.3819845914840698,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7071883,-0.7276848554611206,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.24585287,0.05764263868331909,True
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.113892,-0.8703696727752686,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.8368516,-3.7782058715820312,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.473857,-0.5162931680679321,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.813918,-0.29604268074035645,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.00794894,-6.886623382568359,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,4.2697906,-4.899108409881592,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.091155246,-0.4035918712615967,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13997212,0.6855023801326752,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.9584977,-0.5610555410385132,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,85.043205,-2.031395673751831,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2601826,-0.13102293014526367,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.49831182,-0.5118120908737183,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07604841,-2.7312161922454834,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1599183,-2.491636276245117,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.618218,0.5008626580238342,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.34262753,-0.25379955768585205,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.026877,-1.082780361175537,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.242751,-1.347569465637207,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.2262329,-2.6895813941955566,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.1797398,-0.8576574325561523,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.66214734,-0.6818958520889282,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.25954258,-0.5818912982940674,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.628374,-2.079637050628662,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.0814106,-8.798725128173828,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.4539001,-2.150904417037964,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.3239163,-0.47373318672180176,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.9734678,-0.08681941032409668,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.098272204,-2.8254339694976807,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.9843714,-0.5754015445709229,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,5.889836,-0.9964301586151123,False
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.6750187,-0.5383230447769165,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.35359275,-0.42679882049560547,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.50291824,-0.6408636569976807,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.6963247,-1.3297603130340576,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.36219466,-0.11203491687774658,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.5566934,-0.30234384536743164,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.78219247,-0.48592329025268555,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.9675295,-2.423008680343628,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,3.9723341,-6.584896087646484,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.7615854,-0.31732654571533203,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.1069392,-1.1577165126800537,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.2754866,-0.855194091796875,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.7783687,-1.23264479637146,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.6646051,-2.5731921195983887,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.5927288,-1.2242567539215088,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,2.4872425,-0.6985477209091187,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,6.425687,-2.648913621902466,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.33192778,-0.5944254398345947,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.024147745,0.32613039016723633,True
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.64200544,-0.37232911586761475,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,8.636443,-0.4393751621246338,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.2169126,-0.5018161535263062,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.1588835,-1.1880073547363281,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.4697245,-1.0580863952636719,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31420004,-1.00941801071167,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.1029351,-0.05301713943481445,False
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.6850286,-0.5167198181152344,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.3976343,-2.5744333267211914,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.28060967,-0.22531676292419434,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.2212203,-2.032602310180664,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,17.054966,-17.758190155029297,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.79239523,-0.5491601228713989,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,1.3047045,-1.3752715587615967,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.169947,-3.0034022331237793,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.7175909,-0.2292383909225464,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.0154506,-0.9253919124603271,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.1973017,-0.7815448045730591,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,4.319959,-1.3541388511657715,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.34316453,-0.22479283809661865,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,2.0875127,-1.5328352451324463,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.16665864,0.0767068862915039,True
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.35146964,-0.37904536724090576,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.355608,-0.06057298183441162,False
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.2979685,0.5576481521129608,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.0,-0.032714128494262695,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.053417213,-0.08911573886871338,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.052522782,-2.308762311935425,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,1.8009161,0.2511325478553772,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.7309804,-0.7652175426483154,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.59588015,-0.7207775115966797,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.6983642,-0.3866773843765259,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.22509623,-0.977078914642334,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.4837685,-0.4718412160873413,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.01769293,-0.26702773571014404,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.061598584,-1.300771713256836,False
