,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.3528911,0.07126575708389282,True,0.12791728756993456,0.952923952533006,0.32201255151649955,17.545423040611183,0.7678667465597391,0.052601467818021774,0.10015764832496643,0.25146553880268424,0.0,0.0,0.13878572198731348,0.1404185876246285,0.31430618924185116,0.8484803955375302,2.031176970527911
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.9656232,0.5170336067676544,True,0.03261658740939329,0.09604031382614103,0.09440921544990816,22.344597792108168,1.9985102666086618,0.10009933263063431,0.06239538639783859,0.26584740516569705,0.0,0.0,0.32622009903256555,0.2344456290780924,0.1742609161963879,0.6935353454049564,5.9669291326481195
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6124798,-0.8502622842788696,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.39473847,-1.4654757976531982,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3300683,0.14481598138809204,True,0.05759720406957678,0.05178954772742571,0.06902147834155671,41.0594032334064,0.9305506646633148,0.2606641352176666,0.13025493919849396,0.21504077293867668,0.0,0.0,0.23972793241739038,1.1115859849363898,0.5758470389349707,1.0999706776684357,8.870620034646969
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.8705783,-8.107948303222656,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.366166,-1.5754594802856445,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.1761824,-0.37848103046417236,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0035032395,-3.5156755447387695,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,11.629484,-3.349228858947754,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.107880004,-4.1406426429748535,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.082526535,0.23862731456756592,True,0.8643532213082775,2.7140106246417623,0.20781479319083743,17.065244583067898,0.13511825663968924,0.10590696334838867,1.0561832189559937,0.30032437130176415,0.0,0.0,0.4612797472344081,0.2688172554830136,2.3872218361959376,0.5932104814576216,3.324585477657625
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.71400964,-0.4415668249130249,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,85.408905,-1.0701651573181152,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.10957051,-0.1471562385559082,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.42717656,-0.4335191249847412,False,,,,,,,,,,,,,,,
