,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.65699816,-0.9256733655929565,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.9415478,-0.22475576400756836,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.1028552,-0.5234348773956299,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3953134,-0.5166327953338623,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.6217744,-0.8763298988342285,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.159451,-6.026919364929199,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.4972133,-0.50872802734375,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.76269156,-0.41123199462890625,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0051922137,-5.452254295349121,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.622057,-5.753215789794922,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09190186,-2.16398024559021,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.1046637,0.09145742654800415,True,1.787825700340177,3.5890500397488916,0.36043613022338855,13.585772817540017,0.17646278042346236,0.1773628145456314,1.3543728590011597,0.32197757855856507,0.0,0.0,0.45356631929473323,0.42997584308112435,4.667430846341725,0.4346577653081531,1.8236830133464867
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.50582886,-0.58594810962677,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,141.72498,-1.0686125755310059,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.20260291,-0.26544952392578125,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.42521402,-0.5019396543502808,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.083615385,-1.1878607273101807,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5874672,-2.69291353225708,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.96992,0.09049361944198608,True,0.13406606944954022,0.06285054753378995,0.19858700836014018,9.530378399454367,9.074188077449799,0.712958037853241,0.12374759465456009,0.33130542372422456,0.0,0.0,0.1589450974756581,1.943894589988144,0.3137622093139537,0.5058500413745806,2.498607402951089
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.49711847,-0.1656249761581421,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.5734805,-1.4585497379302979,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.1096475,-2.569202423095703,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0051672,-1.3562464714050293,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.9099939,-0.6770251989364624,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.098149,-1.196230411529541,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.29715708,-0.7672759294509888,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.3956237,-3.2651753425598145,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.045294426,-4.952599048614502,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.2530566,-1.263319730758667,False,,,,,,,,,,,,,,,
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.8366819,-0.26089024543762207,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.6845181,-0.6167535781860352,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.09325666,-3.944774627685547,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.8677783,-0.6809835433959961,False,,,,,,,,,,,,,,,
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,17.381445,0.5175617039203644,True,0.035891433453646635,0.008065942735086809,0.19918156778579643,13.242806719259866,43.79530620574951,1.221281886100769,0.03764628246426582,0.07114364935817397,0.0,0.0,0.394166577014207,3.8393935375643564,0.13823517914540295,1.214461731298583,4.012733947106211
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.7948764,-0.09198486804962158,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.43385425,-0.3675016164779663,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.3119018,-0.4558602571487427,False,,,,,,,,,,,,,,,
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.370793,-1.0363168716430664,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.46510598,-0.987380862236023,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.84462816,-0.5495283603668213,False,,,,,,,,,,,,,,,
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.310876,-1.031564474105835,False,,,,,,,,,,,,,,,
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.8575363,-1.4510180950164795,False,,,,,,,,,,,,,,,
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,7.097431,-4.424242973327637,False,,,,,,,,,,,,,,,
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.83345276,-0.4865882396697998,False,,,,,,,,,,,,,,,
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.1979673,-0.6500333547592163,False,,,,,,,,,,,,,,,
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.36185226,-0.03910362720489502,False,,,,,,,,,,,,,,,
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.8939954,-0.6445115804672241,False,,,,,,,,,,,,,,,
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.6880377,0.0519062876701355,True,1.3956327178718364,0.316087474770716,0.23561766202095058,13.309323013238785,0.3662675848603249,0.7083168029785156,0.91375732421875,0.2512968787387918,0.0,0.0,0.43317495215162105,3.0581428292690864,3.926835978853292,0.897280225720561,3.88693020275079
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.2180969,-0.9425477981567383,False,,,,,,,,,,,,,,,
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,2.3129492,-0.815780758857727,False,,,,,,,,,,,,,,,
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,10.585289,-2.500312566757202,False,,,,,,,,,,,,,,,
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.33569476,-0.6235730648040771,False,,,,,,,,,,,,,,,
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.03174796,-0.11142420768737793,False,,,,,,,,,,,,,,,
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.7889221,-0.5233138799667358,False,,,,,,,,,,,,,,,
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.0446806,-1.98870849609375,False,,,,,,,,,,,,,,,
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.2039118,-0.890333890914917,False,,,,,,,,,,,,,,,
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,2.3141558,-1.3191864490509033,False,,,,,,,,,,,,,,,
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.7701266,-2.9751224517822266,False,,,,,,,,,,,,,,,
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31604028,-1.9364356994628906,False,,,,,,,,,,,,,,,
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.1609055,0.091808021068573,True,0.18508070634134036,0.3032568586119278,0.257628598389229,11.49546439620898,0.5163086941838265,0.14623825252056122,0.1338299661874771,0.33021394626478967,0.0,0.0,0.18372594621526084,0.431023439055816,0.4498610552721496,0.5104427873537496,2.874037587430347
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.30916813,-1.0869998931884766,False,,,,,,,,,,,,,,,
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.430604,-1.8863224983215332,False,,,,,,,,,,,,,,,
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.4417323,-1.5501725673675537,False,,,,,,,,,,,,,,,
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,4.9705095,-4.13350248336792,False,,,,,,,,,,,,,,,
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,20.873877,-9.35041618347168,False,,,,,,,,,,,,,,,
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.78458565,-0.8204841613769531,False,,,,,,,,,,,,,,,
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,4.123791,-1.4733538627624512,False,,,,,,,,,,,,,,,
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.6051383,-3.8635263442993164,False,,,,,,,,,,,,,,,
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.7099665,-0.6657309532165527,False,,,,,,,,,,,,,,,
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.0965953,-3.2740025520324707,False,,,,,,,,,,,,,,,
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.21925686,-0.6381906270980835,False,,,,,,,,,,,,,,,
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,15.950499,-2.080338954925537,False,,,,,,,,,,,,,,,
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.67406106,-0.35819458961486816,False,,,,,,,,,,,,,,,
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,3.4413936,-2.460357904434204,False,,,,,,,,,,,,,,,
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.24833062,-1.6739072799682617,False,,,,,,,,,,,,,,,
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.8356581,-0.49577629566192627,False,,,,,,,,,,,,,,,
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.9908128,-0.21186232566833496,False,,,,,,,,,,,,,,,
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.2018261,0.5795944035053253,True,0.1909626704924745,0.23340341319943195,0.29873336970329767,11.362523591412899,2.7189274773001673,0.30058854818344116,0.16831859946250916,0.3502394795871584,0.0,0.0,0.2539772255032301,0.7849155855331024,0.4431507898944205,0.46074152003445845,2.2848788405671208
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.6525751,-0.14457297325134277,False,,,,,,,,,,,,,,,
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.2586646,-0.2470458745956421,False,,,,,,,,,,,,,,,
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.06069938,-3.1644468307495117,False,,,,,,,,,,,,,,,
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,5.7275023,-0.1370227336883545,False,,,,,,,,,,,,,,,
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,1.3818052,-1.0392124652862549,False,,,,,,,,,,,,,,,
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,1.0958027,-0.6345925331115723,False,,,,,,,,,,,,,,,
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.5754952,-0.296156644821167,False,,,,,,,,,,,,,,,
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.23929952,-0.9047162532806396,False,,,,,,,,,,,,,,,
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.8139683,-0.4309415817260742,False,,,,,,,,,,,,,,,
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.024861299,-3.195667266845703,False,,,,,,,,,,,,,,,
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.08512609,-3.1738972663879395,False,,,,,,,,,,,,,,,
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.4021462,-0.18863976001739502,False,,,,,,,,,,,,,,,
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.1648014,-0.8236137628555298,False,,,,,,,,,,,,,,,
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,1.5865836,-1.92787504196167,False,,,,,,,,,,,,,,,
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.1836545,-0.11031711101531982,False,,,,,,,,,,,,,,,
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5001472,-1.1737301349639893,False,,,,,,,,,,,,,,,
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,18.750566,-1.5259640216827393,False,,,,,,,,,,,,,,,
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,2.3125687,-1.1689960956573486,False,,,,,,,,,,,,,,,
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.14671874,-0.5503103733062744,False,,,,,,,,,,,,,,,
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,1.1922187,-0.5777804851531982,False,,,,,,,,,,,,,,,
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.32938528,0.10232657194137573,True,0.056596609196835575,0.20672230560037244,0.1866499832223113,12.359558993568713,1.8749660346905386,0.10924676805734634,0.06899665296077728,0.21476815884246198,0.0,0.0,0.1666148486113791,0.32220791817312505,0.23645783768131817,1.1879429719369479,3.055146828259207
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.08762947,0.04395759105682373,True,2.8893474035515276,2.9157008401368247,0.24236579131634253,15.526848932072827,0.0494326588511467,0.20124363899230957,1.9235788583755493,0.2217510680589804,0.0,0.0,0.46793224566446906,0.8054427593721476,9.306035091137066,1.0818993893857631,3.1221630607908373
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,3.4948907,-0.8014510869979858,False,,,,,,,,,,,,,,,
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,0.8863218,-0.5407156944274902,False,,,,,,,,,,,,,,,
