gene_names,A,C,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5022647380828857,0.5193275809288025,0.061548247933387756,0.8615162866850087,0.9207307696342468,0.061548247933387756,1.0,0.13974599540233612,0.061548247933387756,1.0,0.09645932167768478
Lypla1,0.3334065079689026,0.41760221123695374,0.3893735706806183,0.8615162866850087,1.5006214380264282,0.3893735706806183,0.8209500166186163,0.9788627028465271,0.3893735706806183,1.0,0.5914461016654968
Gm37988,0.001250716159120202,0.031163755804300308,4.660677909851074,0.8615162866850087,0.8004342913627625,4.660677909851074,0.832017994895965,0.959094226360321,4.660677909851074,1.0,0.9382845759391785
Tcea1,0.42033225297927856,0.5009528994560242,0.3157493472099304,0.8615162866850087,1.0664745569229126,0.3157493472099304,0.9005987460269655,0.8229872584342957,0.3157493472099304,1.0,0.5119182467460632
Atp6v1h,0.3887794315814972,0.4992987811565399,0.44655486941337585,0.8615162866850087,1.294729471206665,0.44655486941337585,0.8465288379014648,0.9328640699386597,0.44655486941337585,1.0,0.6482709646224976
Rb1cc1,0.5643449425697327,0.5969835519790649,0.10692331194877625,0.8615162866850087,0.5243692994117737,0.10692331194877625,1.0,0.27355989813804626,0.10692331194877625,1.0,0.17933301627635956
Pcmtd1,0.3167366683483124,0.42835888266563416,0.5210421681404114,0.8615162866850087,1.511417269706726,0.5210421681404114,0.8055703864234651,1.1777044534683228,0.5210421681404114,1.0,0.7676066756248474
Rrs1,0.1760612577199936,0.10617505013942719,-0.7812302112579346,0.8938048167606162,0.23211051523685455,-0.7812302112579346,0.7353866692223382,-1.3215348720550537,-0.7812302112579346,1.0,-0.6881593465805054
Adhfe1,0.0018415076192468405,0.0,-20.813785552978516,0.8615162866850087,0.40098825097084045,-20.813785552978516,0.8055703864234651,-1.0,-20.813785552978516,1.0,-0.1860520988702774
Mybl1,0.0015474273823201656,0.0,-20.562557220458984,0.8615162866850087,0.40098825097084045,-20.562557220458984,0.8055703864234651,-1.0,-20.562557220458984,1.0,-0.1860520988702774
Vcpip1,0.21134303510189056,0.3284139037132263,0.7241710424423218,0.8615162866850087,1.4998503923416138,0.7241710424423218,0.8055703864234651,1.0806926488876343,0.7241710424423218,1.0,0.8235116004943848
Sgk3,0.03744904324412346,0.058927271515131,0.669624388217926,0.8615162866850087,0.8605825304985046,0.669624388217926,1.0,0.5196261405944824,0.669624388217926,1.0,0.35731327533721924
Mcmdc2,0.000640988233499229,0.013605513609945774,4.417110443115234,0.8615162866850087,0.8004342913627625,4.417110443115234,0.8356052043551564,0.9518318772315979,4.417110443115234,1.0,0.923732340335846
Ppp1r42,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.28047773241996765,0.5190102458000183,1.0713720321655273,0.4892840129755182,2.529310703277588,1.0713720321655273,0.31255481404451274,2.2468042373657227,1.0713720321655273,1.0,1.5839811563491821
Cspp1,0.2404847890138626,0.16861897706985474,-0.5657853484153748,0.9209707758021863,0.16347983479499817,-0.5657853484153748,0.8187909552811415,-0.9818385243415833,-0.5657853484153748,1.0,-0.5712358355522156
Arfgef1,0.3779922425746918,0.19410979747772217,-1.100441336631775,0.8615162866850087,-0.9176462292671204,-1.100441336631775,0.36568261140100683,-2.1134865283966064,-1.100441336631775,1.0,-1.2456111907958984
Prex2,0.007649863604456186,0.0,-22.87252426147461,0.8615162866850087,0.35703378915786743,-22.87252426147461,0.36207873035810484,-1.9912409782409668,-22.87252426147461,1.0,-0.37047454714775085
A830018L16Rik,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.38548532128334045,0.468432754278183,0.3452446758747101,0.8615162866850087,1.399603247642517,0.3452446758747101,0.9333749605105525,0.7566280364990234,0.3452446758747101,1.0,0.5134110450744629
Tram1,0.8268467783927917,0.8495079278945923,0.05761121213436127,0.8615162866850087,0.6693419218063354,0.05761121213436127,1.0,0.20099957287311554,0.05761121213436127,1.0,0.1232215166091919
Lactb2,0.15336811542510986,0.15435855090618134,0.010019409470260143,0.8615162866850087,0.7757580876350403,0.010019409470260143,1.0,0.015139991417527199,0.010019409470260143,1.0,0.009640279226005077
Xkr9,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.005283168982714415,0.0,-22.33678436279297,0.8615162866850087,0.35703378915786743,-22.33678436279297,0.4190315788082017,-1.887954831123352,-22.33678436279297,1.0,-0.35125795006752014
Trpa1,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.2595286965370178,0.3611551523208618,0.5538183450698853,0.8615162866850087,1.5800479650497437,0.5538183450698853,0.8055703864234651,1.1789453029632568,0.5538183450698853,1.0,0.7638787627220154
Sbspon,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.0851943492889404,3.100377082824707,0.022945228964090347,0.8924442224648046,0.2344239056110382,0.022945228964090347,1.0,0.2492460310459137,0.022945228964090347,1.0,0.17060913145542145
Rdh10,0.031111864373087883,0.0,-24.913461685180664,0.9265638573364946,0.1519128680229187,-24.913461685180664,0.0014495260042032918,-4.19817590713501,-24.913461685180664,1.0,-0.7810794711112976
Stau2,0.0,0.0,0.0,0.8615162866850087,0.4156397581100464,0.0,1.0,0.0,0.0,1.0,0.0
