wilcoxon,t-test,t-test_overestim_var
Ifi27l2a,Ifi27l2a,
Zbtb32,Lman2,
Lgals3,Lgals3,
Rpsa,Ndufa8,
Rps2,Lgals1,
Lgals1,Prelid1,
Anxa2,Smdt1,
S100a6,Tkt,
Lpgat1,Cox5b,
Cd9,Myo1g,
Tnfrsf9,Tmem160,
Gzmb,Slc25a3,
Tox,Arap2,
Ubash3b,Gapdh,
Smdt1,Zbtb32,
Ppp1r35,Rab5if,
Myo1g,Smarca5,
Dynll1,Clic1,
Lrmp,Gzmb,
Atp6v1a,Cd9,
Clic1,Dynll1,
Prelid1,Anxa2,
Sub1,Lrmp,
Rom1,Ybx1,
Cnih1,Pdia3,
,Ppp1r35,
,Rom1,
,Pim1,
,S100a6,
,Prdx1,
,Pfkp,
,Swi5,
,Chic2,
,Rexo2,
,Prdx5,
,Cwc15,
,Atpif1,
,Rps20,
,Cenpa,
,Atp5pb,
,Lpgat1,
,Atp5a1,
,Lsm6,
,Tox,
,Polr2m,
,Sec61b,
,Mtch1,
,Rps2,
,Atp5d,
,Atp5c1,
,Efhd2,
,Ly6a,
,Atp6v1a,
,Sec61g,
,Nudt21,
,Cct7,
,Def6,
,Ctsd,
,Rnh1,
,D8Ertd738e,
,Cox4i1,
,Uchl3,
,Eif3i,
,Rap1a,
,Pstpip1,
,Serpinb6b,
,Rpl10,
,Tnfrsf9,
,Cd48,
,Rtn3,
,Hif1a,
,Tmed5,
,Esyt1,
,Crip1,
,Hsp90aa1,
,Rpa1,
,Arpc1b,
,Ndfip1,
,Ubl5,
