,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.4161314,-0.02616560459136963,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.9833907,-0.17338025569915771,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.75526303,-1.011756420135498,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3606712,-1.1730616092681885,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.5671735,-0.5451233386993408,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.5475883,-9.505565643310547,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.26576805,-1.3038623332977295,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0728024,-0.8717007637023926,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.002985868,-2.0177791118621826,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,10.355504,-4.352761745452881,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08047776,-1.3986318111419678,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.07933533,0.6250395178794861,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5395549,-0.638340950012207,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,123.793594,-0.6979682445526123,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.16709036,-0.37134790420532227,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4292467,-0.6087905168533325,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.054721847,-1.4386744499206543,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2125328,-2.065279245376587,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.747156,0.5527657866477966,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.28985333,-0.2633785009384155,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.3472335,-0.9282625913619995,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.514508,-2.0630321502685547,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0406961,-0.9597523212432861,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.2524383,0.04749941825866699,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.0919149,-0.9757347106933594,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.32027376,-0.37570440769195557,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.5198042,-1.73154878616333,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.03709151,-8.674813270568848,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.8384911,-0.7577693462371826,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.1717279,-0.5240236520767212,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.4484323,-0.7080932855606079,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.06407735,-2.9748337268829346,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.2013474,-0.49555468559265137,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,18.49293,0.8141360580921173,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.6296401,-0.6342020034790039,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.35157084,-0.5449720621109009,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.2683689,0.15960001945495605,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.5115199,-1.0277910232543945,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.34736755,-0.46958160400390625,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.7707196,-0.6421942710876465,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.56851274,-0.7285850048065186,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,2.5262077,0.23724216222763062,True
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.642362,-1.0224251747131348,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.85901743,-1.237318754196167,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.8648478,-0.6607340574264526,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.29996142,-0.866686224937439,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.3200347,-0.2625701427459717,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.58238703,0.32483720779418945,True
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.8896703,-1.0379533767700195,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.6304296,-0.20657896995544434,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,8.493994,-0.3486689329147339,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.30305263,-0.6394193172454834,False
