gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.053326193,1.0,0.10813551,0.053326193,0.5710496771950534,0.79522055,0.053326193,0.8750697115290401,0.55103755,-0.02927434
Lypla1,0.12862164,0.09676611582280621,2.3003306,0.12862164,0.261739957476981,1.4903443,0.12862164,0.6775073821730696,1.0325934,0.031371284
Gm37988,1.8611056,1.0,0.13113524,1.8611056,0.3775924799372488,1.1965771,1.8611056,0.6430253693087911,1.0949632,0.007873576
Tcea1,-0.1177332,0.7881625477320767,-0.9880897,-0.1177332,0.22953081152188537,-1.5784881,-0.1177332,0.6540741600950103,-1.0775274,-0.057323247
Rgs20,,,,,,,,,,
Atp6v1h,0.27610007,0.001146732291676512,3.8214586,0.27610007,0.007436032342941395,3.1450014,0.27610007,0.1300257303231987,2.2202206,-0.01880047
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.108523406,0.038447313147935536,2.6886604,0.108523406,0.33712074880057546,1.2882727,0.108523406,0.7508746812421027,0.8700002,-0.04858591
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.08560621,0.055657325032648766,2.5397034,0.08560621,0.583871857824604,0.7729595,0.08560621,0.881855346378439,0.51605695,-0.010412141
Sntg1,,,,,,,,,,
Rrs1,0.13414775,0.3541033608017723,1.6128919,0.13414775,0.34879162338339,1.2597297,0.13414775,0.7372451232307584,0.9012282,-0.0038204608
Adhfe1,-19.954933,1.0,-0.07220609,-19.954933,0.00668802435823303,-3.1681309,-19.954933,0.7684528862483564,-0.83338726,-0.00084293535
Vxn,,,,,,,,,,
Mybl1,-1.4216799,0.8697875526532819,-0.88794076,-1.4216799,0.0004152384625417664,-4.004252,-1.4216799,0.15564258679598433,-2.1286118,0.009217754
Vcpip1,0.21228437,0.0802908651275063,2.3846595,0.21228437,0.12860658904627756,1.9417078,0.21228437,0.4835669501477483,1.3836778,-0.00067174947
Sgk3,-0.549853,0.9125726357599543,-0.838857,-0.549853,0.04439405017547292,-2.4617484,-0.549853,0.4111687093709508,-1.5127543,-0.011084003
Mcmdc2,0.1139855,1.0,0.07917137,0.1139855,0.944363203627851,0.12211204,0.1139855,0.9785585855815905,0.0764889,0.0022558563
Tcf24,,,,,,,,,,
