gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.9035997,1.3200448405966048e-48,14.832086,0.9035997,6.01097063925134e-69,19.714182,0.9035997,1.8056817500978887e-31,12.3520975,-0.030812485
Lypla1,0.1664309,2.5279580496183856e-10,6.5042152,0.1664309,0.01605500433665943,2.6617227,0.1664309,0.22651267478124915,1.587431,0.017883414
Gm37988,0.25616002,1.0,0.18271789,0.25616002,0.8199866509327643,0.29478648,0.25616002,0.9191600666629598,0.17552474,0.0018441897
Tcea1,0.6514044,2.6663478585453675e-25,10.567488,0.6514044,3.3043415577897246e-37,13.617186,0.6514044,2.152511318526753e-14,8.048993,0.015207022
Rgs20,,,,,,,,,,
Atp6v1h,0.047660425,3.0006717810839366e-08,5.7249207,0.047660425,0.5322265412139232,0.75790644,0.047660425,0.809852110187385,0.4418658,0.017818363
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.8066581,0.007939912859964681,-2.882303,-0.8066581,3.8097877774178975e-27,-11.36972,-0.8066581,1.7053986995215638e-09,-6.3905487,0.046070985
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.9135975,1.0,-0.25156477,-0.9135975,3.1356910826295197e-19,-9.37711,-0.9135975,1.6121965198605899e-06,-5.15193,0.021398116
Sntg1,,,,,,,,,,
Rrs1,1.1791598,1.1623219669824932e-60,16.614883,1.1791598,1.400038288142092e-46,15.685403,1.1791598,1.2116587450464732e-25,11.007405,-0.001733717
Adhfe1,1.8240925,1.0,0.22194237,1.8240925,0.3854988536310289,1.0520004,1.8240925,0.5462061494050612,0.9399008,0.006669909
Vxn,,,,,,,,,,
Mybl1,0.85983497,0.007206089123031838,2.914153,0.85983497,0.001928855517822133,3.3540223,0.85983497,0.052193006466167674,2.3141065,0.0015509162
Vcpip1,-0.25365552,0.0004938397538081412,3.691758,-0.25365552,0.004519083060913191,-3.0919893,-0.25365552,0.15365360002496564,-1.8063608,-0.04897769
Sgk3,0.31688908,1.2506116658603373e-06,5.0373735,0.31688908,0.08663698710141317,1.9612797,0.31688908,0.4054305191205836,1.1983857,0.015026748
Mcmdc2,0.3596551,1.0,0.276703,0.3596551,0.6982242539240131,0.48522535,0.3596551,0.8626610289105231,0.28664047,-0.001929929
