gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.118475616,0.3607522910586435,-1.5804884,-0.118475616,0.2795225959126936,-1.4377584,-0.118475616,0.6740118072485678,-1.0537434,0.051805854
Lypla1,0.29757428,0.3145365091284023,1.6708403,0.29757428,0.0250432661115583,2.700991,0.29757428,0.1831065768742116,2.0791044,0.026864694
Gm37988,-0.6186041,1.0,-0.016287427,-0.6186041,0.7326880947464027,-0.49969184,-0.6186041,0.902491393221347,-0.28860918,-0.002662313
Tcea1,0.016090132,1.0,0.23049967,0.016090132,0.9100457878054424,0.182168,0.016090132,0.9502972445981048,0.13291267,0.03942411
Rgs20,,,,,,,,,,
Atp6v1h,-0.028593581,0.5639917899884805,-1.2579432,-0.028593581,0.8713572205410759,-0.2578345,-0.028593581,0.92817423973653,-0.19135073,0.006061062
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.054131463,0.8303880177300428,-0.9086104,-0.054131463,0.7207731726065598,-0.51975095,-0.054131463,0.8948460704138038,-0.37272775,-0.03685148
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.17700121,1.0,0.604839,0.17700121,0.3252027389924604,1.3036555,0.17700121,0.7285297071209429,0.9479629,0.0056832256
Sntg1,,,,,,,,,,
Rrs1,0.0013674413,0.6475636035401575,-1.1447238,0.0013674413,0.9994814787151332,0.0105814915,0.0013674413,1.0,0.007923776,0.0003879701
Adhfe1,0.28040394,1.0,0.01741669,0.28040394,0.915720451837394,0.1703512,0.28040394,0.956167125393247,0.118165195,0.00013126087
Vxn,,,,,,,,,,
Mybl1,-1.4087821,0.8286846164140916,-0.9107712,-1.4087821,0.0024527977025272,-3.5069544,-1.4087821,0.2311540538208505,-1.9395559,-0.016558565
Vcpip1,0.19284819,1.0,-0.06282604,0.19284819,0.277210680111804,1.4433008,0.19284819,0.6528639362169953,1.0946813,0.029031131
Sgk3,-1.0199871,0.1805395257561657,-1.9872181,-1.0199871,0.0013159040374738,-3.697037,-1.0199871,0.1243325101188767,-2.2843292,-0.01823042
Mcmdc2,-20.955837,1.0,-0.14911683,-20.955837,3.055930293130005e-05,-4.6261992,-20.955837,0.6327121607677408,-1.1349776,-0.00056803465
Tcf24,,,,,,,,,,
