wilcoxon,t-test,t-test_overestim_var
Trmt13,Rpl32,
Agps,Rpl18a,
Pja1,Txnip,
Rnf170,Pfdn5,
Rps11,Rinl,
Rpl17,Tbca,
Rpsa,Rps9,
Tmsb10,Rpl6,
Dstn,Rpl37,
Dcaf5,Rpl10,
1700025G04Rik,Rps21,
Rpl30,Rps7,
Max,Rps28,
Tpt1,Rpl14,
Tmem30a,Rps29,
Zyg11b,Rpl23,
Rps21,Tax1bp1,
Rps28,Rack1,
Prag1,Rpl35a,
Foxo1,mt-Cytb,
Stk19,Rps15a,
Cnp,Arl4c,
Rapgef6,Gng5,
Emc4,Rapgef6,
Rps27,Rbbp6,
Pabpc4,Dgka,
Polr3f,Tmem30a,
Syf2,Rps8,
Pex16,Sfpq,
Gm2000,Psme2,
Rplp0,Ighm,
Rpl23a,Rps17,
Hspa9,Cnn2,
Tespa1,,
Nsmce3,,
Parl,,
Dedd2,,
Cox7a2l,,
Hpcal1,,
Il10rb,,
2610001J05Rik,,
Rps15a,,
Rplp1,,
Pfdn5,,
Unc13d,,
Rgs10,,
Hint3,,
Pdcd4,,
Rps18,,
Zfp148,,
Satb1,,
Rps20,,
Rpl39,,
Foxp1,,
Naca,,
Jmjd6,,
Nfx1,,
Rpl35,,
Nom1,,
Eef1b2,,
Rpl7,,
Yipf5,,
mt-Nd2,,
Hes6,,
Irf2,,
C1galt1,,
Fam189b,,
Eif5b,,
Rpl27,,
Zc3h13,,
Xlr4b,,
Srsf11,,
St3gal4,,
Ltb,,
Rpl19,,
Dkc1,,
Rpl37a,,
Pik3cd,,
Pabpc1,,
Rpl22,,
Kcnn4,,
Cyld,,
Rpl36a,,
Chd2,,
Rpl10,,
Msh2,,
Ccdc82,,
Sit1,,
Mrpl52,,
Acot8,,
Rpl18,,
Nufip2,,
Cyth2,,
Ndufa7,,
Prkca,,
Slc20a1,,
Zfand6,,
Dync1h1,,
Cd27,,
Naa15,,
Elof1,,
Txnip,,
Rps10,,
Rpl11,,
Maf1,,
Ssh2,,
Rps24,,
Agfg1,,
Map4k1,,
Rpl4,,
Itk,,
Chd7,,
mt-Cytb,,
Bdp1,,
Rpl10a,,
Prkch,,
Ggnbp2,,
Tbca,,
Kcmf1,,
Gpi1,,
Mbnl1,,
B2m,,
Tmem71,,
Trpm7,,
Klf13,,
Nsd3,,
Tecpr1,,
Atf4,,
Rps15,,
Slc38a2,,
Rps25,,
Rpl18a,,
Coro7,,
Rpl27a,,
Mrpl22,,
Mrps18a,,
Srsf5,,
Rtraf,,
Rsrc2,,
Wipf1,,
Cmah,,
Rpl12,,
Arl4c,,
Naa50,,
Ugcg,,
Ranbp2,,
Dock2,,
Rps23,,
Celf1,,
mt-Nd4,,
Rps5,,
Itgb1bp1,,
Gm17018,,
Rpl35a,,
Pet100,,
Samd3,,
Srsf6,,
Dnaja1,,
Rps19,,
Dnajc16,,
Btg2,,
Btg1,,
Rps27a,,
Elmo1,,
Zbtb4,,
Gm20696,,
Sell,,
Nol12,,
Hs3st3b1,,
1700123O20Rik,,
Pdk1,,
Slc25a22,,
Sbno1,,
Zfp113,,
Tmem42,,
Nsg2,,
Naa10,,
Arhgef18,,
Rps12,,
Peli1,,
Smndc1,,
Map4k4,,
Abcg1,,
Tiprl,,
Rps9,,
H2-Q4,,
Rap2a,,
Det1,,
Rrp1,,
Glipr2,,
Il7r,,
Sash3,,
Purb,,
Fyb,,
Zkscan6,,
Rps27rt,,
Rps3,,
Emg1,,
Rinl,,
Zfp429,,
Tnf,,
Nckap1l,,
Gpr183,,
Serpina3g,,
Usp15,,
Hps4,,
Rpl37,,
Metap1d,,
Rps4x,,
Cracr2a,,
Dhx36,,
Abhd18,,
Itsn2,,
Rps3a1,,
Rpl28,,
Mark2,,
Limd2,,
Vps37c,,
Rab37,,
Blmh,,
Pigv,,
Cd55,,
Ice1,,
Pdcd6ip,,
Setd1a,,
Eomes,,
Rbm45,,
Dnajb6,,
Kbtbd11,,
Rps29,,
Cbr4,,
Mfn1,,
Tspan13,,
Mrps16,,
Ifitm10,,
Rps6,,
Rara,,
Rrp15,,
Ndufaf3,,
Rbbp6,,
Gtf2i,,
