wilcoxon,t-test,t-test_overestim_var
Birc5,Birc5,Birc5
Tubb5,Pclaf,Pclaf
Hmgb2,Hmgb2,Cdca8
Tubb4b,Stmn1,Mki67
Mki67,Mki67,Nusap1
Ube2s,Top2a,Top2a
Cdca8,Cdca8,Stmn1
Top2a,Tuba1b,Cks1b
Pclaf,Cks1b,Tpx2
Tuba1b,Tubb4b,Ccna2
Stmn1,Nusap1,Cdca3
Cks1b,Tubb5,Hmgb2
Nusap1,Cdca3,Cdk1
Ptma,Ccna2,Tuba1b
Ccna2,Ube2s,Tubb4b
H2az1,Tpx2,Hmmr
Cdca3,Ptma,Kif11
Tpx2,Smc2,Smc2
Smc2,Cdk1,Ube2c
Hmmr,Kif11,Cenpe
Ube2c,Cks2,Ccnb2
Ran,Ube2c,Spc24
Cdk1,H2az1,Tubb5
Kif11,Hmmr,Ptma
Cenpe,Cenpe,Ube2s
Cks2,Ccnb2,Aurkb
Ccnb2,Lmnb1,Cenpf
Spc24,Ran,Prc1
Lmnb1,Spc24,Incenp
Cenpf,Incenp,Cks2
Smc4,Prc1,Lmnb1
Hmgb1,Smc4,H2az1
Aurkb,Tmpo,Tacc3
Ppia,Aurkb,Plk1
Prc1,Hmgn2,Kif15
Incenp,Cenpf,Tmpo
Tmpo,Ppia,Knl1
Anp32b,Hmgb1,H2ax
H2ax,Tacc3,Ccnb1
Hmgn2,Anp32e,Rrm2
Plk1,H2ax,H1f5
Kif15,Anp32b,Smc4
Knl1,Kif15,Hmgn2
Tacc3,Nucks1,Ran
Rrm2,Plk1,Cdc20
Cdc20,Rrm2,Asf1b
Ccnb1,Knl1,Kif22
H1f5,Ccnb1,Ppia
Anp32e,H1f5,Shcbp1
Nucks1,Tuba1c,Ncapg
Asf1b,Cdc20,Tuba1c
Ncapg,Racgap1,Cit
Shcbp1,Asf1b,Anp32e
Kif22,Ezh2,H2ac8
Cenpa,Cenpa,Hmgb1
Cit,Kif22,Dlgap5
Tuba1c,Bub3,Cenpa
Ckap2l,Alyref,Ezh2
Spc25,Ncapg,Anp32b
H2ac8,Shcbp1,Bub1b
Kif4,Cit,Nucks1
Dlgap5,Rrm1,Ckap2l
Mad2l1,Kif23,Ndc80
Kif23,Ndc80,Spc25
Ezh2,H2ac8,Kif23
Bub1b,Dlgap5,Kif4
Ska1,Ywhah,Bub1
Bub3,Dek,Mad2l1
Bub1,Mad2l1,Racgap1
Ndc80,Selenoh,Rrm1
Racgap1,Dbi,Ska1
Alyref,Rad21,Depdc1a
Cdkn3,Bub1b,Mxd3
Rrm1,Spc25,Sgo2a
Mxd3,Dut,Nuf2
Sgo2a,Ckap2l,Cdkn3
Nuf2,Fkbp2,Kif20b
Kif20b,H2az2,Bub3
Depdc1a,Gmnn,Ncapd2
H2az2,Kif4,Gmnn
Dek,Srsf3,Alyref
Ccdc34,Snrpd1,Tyms
Ncapd2,Bub1,Cep55
Ywhah,Ska1,Hist1h2ap
Dut,Ckap5,Ccdc34
Tyms,Tyms,Aurka
Cep55,Kif20b,Aspm
Srsf3,Hnrnpab,Ckap5
Gmnn,Ncapd2,Dut
Dbi,Cdkn3,Ncaph
Mis18bp1,Nuf2,Mis18bp1
Aspm,Depdc1a,Lig1
Hist1h2ap,Dbf4,Fkbp2
Ncaph,Cbx3,Kif20a
Arl6ip1,Cmc2,Cenpm
Lig1,Sgo2a,Rad21
Selenoh,Mxd3,Esco2
Hsp90aa1,Ccdc34,1500009L16Rik
Aurka,Lsm2,Dek
Rad21,Hsp90b1,Kif2c
Snrpd1,Hsp90aa1,Ywhah
Cenpm,Arl6ip1,Selenoh
Ckap5,Calm3,H2az2
Hnrnpab,Lig1,Tk1
Fbxo5,Hpf1,Ect2
1500009L16Rik,Hist1h2ap,Fbxo5
H3c3,Aurka,Dbf4
Kif20a,1500009L16Rik,Dbi
Fkbp2,Cep55,H3c3
Clspn,Ncaph,Mcm5
Hsp90b1,Banf1,Sgo1
Esco2,Txn1,Ckap2
Gapdh,Exosc8,Snrpd1
Cbx3,Aspm,Clspn
Tk1,Smc1a,Lsm2
Mcm5,Mcm5,Spdl1
Txn1,Mis18bp1,Cmc2
Spag5,Cmtm7,Spag5
Ckap2,Cenpw,Arhgap11a
Kif2c,Ddx39,Cdca2
Dbf4,Lsm3,Cenpw
Diaph3,Anxa2,H1f4
Ect2,Prdx1,Hsp90aa1
Sgo1,Kif20a,Diaph3
Prdx1,H1f4,Hnrnpab
Lgals1,Gapdh,Arl6ip1
Calm3,Cenpm,Srsf3
H1f4,Hjurp,Hpf1
Cenpw,Lgals1,Hsp90b1
Arhgap11a,Tk1,Ncapg2
Cdca2,Ranbp1,Knstrn
Anxa2,Fbxo5,Pmf1
Knstrn,Pmf1,Rad51
Cmtm7,Esco2,Hjurp
Lsm2,Ybx1,Cbx3
Cmc2,Ect2,Rfc4
Ncapg2,Lsm5,H4c4
Hjurp,Hnrnpa2b1,Rnaseh2b
Pmf1,Rnaseh2b,Mcm7
Ybx1,Kif2c,Cdca5
Rad51,Clspn,Cmtm7
H4c4,Clic1,Lsm3
Hpf1,Arhgap11a,Ddx39
Clic1,Mcm7,Arhgap19
Mcm7,Nap1l1,Cbx5
Ranbp1,Sgo1,Calm3
Rfc4,Atpif1,Smc1a
Spdl1,Ckap2,Banf1
Plk4,Cdkn2d,Anxa2
Reep4,Rangap1,Exosc8
Banf1,Jpt1,Reep4
Hnrnpa2b1,H3c3,Kifc1
Rnaseh2b,Cbx5,Kif14
Jpt1,Diaph3,Nek2
Ddx39,Knstrn,Plk4
Smc1a,Rfc4,Prr11
Cdca5,Spag5,Gapdh
Lsm3,Cdca2,Ranbp1
Cbx5,Rbbp7,Cip2a
H4c9,Spdl1,Rangap1
Arhgap19,Dnmt1,H2ac20
Snrpe,Reep4,Txn1
Rfc5,Plk4,Rfc5
Prim1,Nasp,Trip13
H2ac20,Ncapg2,Dnmt1
Exosc8,Calm2,Cenph
Cdkn2d,Rpa3,H4c9
Rangap1,H4c4,Prdx1
Cdkn2c,Med30,Cdkn2d
Uhrf1,Anapc5,Prim1
Cenph,Rad51,Neil3
Lsm5,Sdf2l1,Melk
Nek2,Tuba1a,Cdc45
Nap1l1,Mrpl18,Uhrf1
Cip2a,Rfc5,Ybx1
Dnmt1,Snrpe,Hmgb3
Hmgb3,H4c9,Ccnf
Fzr1,Cdc25b,Lgals1
Kifc1,Lbr,Rpa3
Calm2,Cdca5,Sdf2l1
Neil3,Nudc,Rbbp7
Kif14,Ssrp1,Kif18b
Prr11,Tpm3,Lsm5
Sdf2l1,Dctpp1,Nasp
Cdc45,Mrpl51,Fzr1
Rpa3,Arhgap19,Nap1l1
Cenpl,Hdgf,Atpif1
Rps17,Supt16,Cdkn2c
Mcm3,Prim1,Clic1
Rbbp7,H2ac20,Cdc25b
Trip13,Fzr1,Rad51ap1
Nasp,Kifc1,Dctpp1
Nrm,Hmgb3,Jpt1
Rad51ap1,Cip2a,Anapc5
Cdc25b,Set,Hnrnpa2b1
Atpif1,Rps27l,Fignl1
