,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.34091863,-0.12784171104431152,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.5123594,-0.13468396663665771,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.1081213,-0.0013360977172851562,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.45677176,-0.2487262487411499,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.7565613,-0.11725044250488281,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.634715,-11.045228958129883,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.58790064,-0.6769055128097534,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.87115544,-0.7243160009384155,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003843629,-4.0094499588012695,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.705176,-4.617039680480957,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09712469,-1.5877408981323242,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.1523323,-0.7424731254577637,False
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.7201679,-1.3620235919952393,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,112.28826,-1.5123465061187744,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.08490564,0.15522944927215576,True
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.48884034,-0.7516382932662964,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.13430725,-7.372540473937988,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1019218,-4.603137969970703,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.9650393,-0.414817214012146,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.12147794,-0.0631399154663086,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.6292682,-0.6254446506500244,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.7917343,-2.1421051025390625,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0424025,-0.9331226348876953,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.8685062,0.4796639680862427,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.4506203,-0.680882453918457,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.23711124,-2.133118152618408,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,4.3176503,-0.8295484781265259,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.030911272,-10.447298049926758,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.2368733,0.20610839128494263,True
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.2537123,-0.8981283903121948,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,2.261892,-0.9847911596298218,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.072587825,-1.2537097930908203,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,3.7531712,0.1288696527481079,True
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,9.550302,0.7540144920349121,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,1.2850212,-0.08959197998046875,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.7329052,-0.7107411623001099,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.44032127,0.05722308158874512,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.9426383,-0.7689746618270874,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.37959906,-1.458866834640503,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.26114747,0.22771626710891724,True
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.7580559,-0.5792562961578369,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.0227165,0.05922555923461914,True
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,6.502356,-1.9275050163269043,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.9222644,-0.44457387924194336,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.5096172,0.3811511993408203,True
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.32353774,-0.7876417636871338,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.1217701,-0.17486059665679932,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.5994995,-0.6363693475723267,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.0142343,-1.2083148956298828,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,3.1544993,-0.18190312385559082,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,12.030045,-0.4713786840438843,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.27416715,-0.421797513961792,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.010960305,-0.7727851867675781,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.8232995,-0.7863425016403198,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,2.1231701,-2.006417751312256,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.3128797,-0.29386067390441895,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,3.3978548,-0.8136005401611328,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.3828871,0.013505697250366211,True
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31789362,-1.6067547798156738,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.9834949,0.15937072038650513,True
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.6383471,-1.0820302963256836,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.9663957,-4.041094779968262,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.6783981,-3.041595458984375,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,5.742873,-7.3738250732421875,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,18.831652,-12.343591690063477,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.28482702,-0.6415538787841797,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,5.44556,-1.008242130279541,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,3.0401323,-5.780550956726074,False
