wilcoxon,t-test,t-test_overestim_var
Rpl24,Rps27,Rps27
Rps14,B2m,B2m
Rps27,Rps14,Rps14
B2m,Rps27rt,Rps27rt
Fau,Fau,Fau
Fxyd5,Fxyd5,Fxyd5
Rps27rt,Rpl17,Rpl17
Rpl17,Ptpn18,Ptpn18
Ccl5,Tprgl,Tprgl
Plac8,Btg1,Btg1
Srgn,Klrd1,Klrd1
Rpl19,Tcp11l2,Tcp11l2
Rpl18a,Rpl24,Rpl24
Rpl37,Gm8369,Gm8369
Rpl34,Rpl18a,Rpl18a
Ptpn18,Ccl5,Ccl5
Tprgl,H2-D1,H2-D1
Btg1,Plac8,Plac8
Hcst,Srgn,Srgn
Gm8369,Gm26740,Gm26740
Klrd1,Hcst,Hcst
Rpl9,Ypel3,Ypel3
Cox7a2l,Cox7a2l,Cox7a2l
Rpl27,Gm30054,Pdcd4
Gimap6,Pdcd4,Gm30054
Laptm5,Ltb,Ltb
Rps7,Rpl37a,Rpl37a
Rpl37a,Mxd4,Mxd4
H2-D1,Gimap6,Gimap6
Gimap3,Rpl34,Rpl34
S100a13,Rpl9,Rpl9
Rps3,Bnip3l,Bnip3l
Rps13,Gimap3,Gimap3
Npc2,Rsrp1,Rsrp1
Cd53,Pfdn5,Pfdn5
Ypel3,Mrpl9,Mrpl9
Arhgap45,Arhgap45,Arhgap45
Shisa5,Cd53,Cd53
Btf3,AL590144.2,S100a13
Pdcd4,S100a13,AL590144.2
Eif3f,Thap3,Thap3
Gpsm3,Rpl27a,Rpl27a
Pfdn5,Vsir,Vsir
Saraf,Klhl6,Klhl6
Rpl11,Rpl7,Rpl7
Rpl27a,Sqstm1,Sqstm1
Arpc1b,Tpt1,Tpt1
Rpl18,Rpl37,Rps3
Gm26740,Rps3,Rpl37
Prr13,Rps7,Rps7
Rpl7,Eif3f,Eif3f
Cd52,Eva1b,Eva1b
Tpt1,Saraf,Saraf
Nop53,Npc2,Npc2
Selenow,Nop53,Nop53
Bnip3l,Gabarapl2,Gabarapl2
Rsrp1,Rpl27,Gpsm3
Gabarapl2,Gpsm3,Rpl27
Rps24,Laptm5,Laptm5
Mrpl9,Rpl18,Rpl18
Supt4a,H2-K1,H2-K1
Eif3h,Rnf114,Rnf114
Rps15a,Arpc1b,Arpc1b
Vsir,Rpl11,Rpl11
Uqcrh,Selenow,Selenow
H2-K1,Cd52,Cd52
Itm2b,Smpdl3a,Smpdl3a
Selplg,Prr13,Rac2
Ltb,Rac2,Prr13
Rps10,Slfn1,Slfn1
Rac2,Rps24,Rps24
Eef2,Samhd1,Samhd1
Eif3e,Cd37,Cd37
Epsti1,Itm2b,Itm2b
Rpl7a,Limd2,Limd2
Eef1a1,Borcs8,Borcs8
Rpl38,Rpl36,Rpl36
Cd3d,Shisa5,Shisa5
Rpl36,Ogt,Ogt
S100a11,Pbxip1,Pbxip1
Rps23,Frat2,Frat2
Rpl26,Gm2682,Gm2682
Limd2,Bckdha,Bckdha
Eif3m,Rps13,Rps13
Gimap4,Rpl19,Rps23
Naca,Rps23,Rpl19
Arpc3,Bcl2,Bcl2
Tcp11l2,AW112010,AW112010
Rpl32,Eif3e,Eif3e
AW112010,Txnip,Txnip
Arl6ip5,Trim12a,Trim12a
Rpl23,Kdm5b,Kdm5b
Rpl23a,Unc119b,Unc119b
Lsp1,Selplg,Selplg
Mxd4,Btf3,Btf3
Eva1b,Ftl1,Ftl1
Cd37,Naca,Naca
Tmem50a,Eif1,Eif1
Ftl1,Grina,Grina
Samhd1,Crtam,Crtam
Rpl29,Gimap4,Gimap4
Thap3,Bbc3,Uqcrh
Myl12b,Uqcrh,Bbc3
Map1lc3b,Pnrc1,Pnrc1
Gm30054,Rpl26,Rpl26
Rpl30,Eif3m,Eif3m
Rpl13,Epsti1,Epsti1
Ndufa6,Ndufa6,Ndufa6
Eif1,Ifi27l2a,Ifi27l2a
Myl6,Klhl24,Rpl23a
Gimap5,Rpl23a,Klhl24
Cd3g,Wdr95,Wdr95
Smpdl3a,Arl6ip5,Arl6ip5
S100a10,Snapin,Snapin
Rpl13a,Supt4a,Rpl23
Rps11,Rpl23,Supt4a
Pnrc1,Malat1,Malat1
Rinl,S100a11,S100a11
Pabpc1,Rnf166,Rnf166
Phf11b,Pik3ip1,Phf11b
Mat2b,Phf11b,Pik3ip1
1810058I24Rik,Rpl30,Rpl30
Sept1,Rinl,Rinl
Sqstm1,Htatip2,Htatip2
Ogt,Fth1,Fth1
Ms4a4b,Gimap5,Gimap5
Rpl39,Evl,Evl
Ifi27l2a,9930111J21Rik2,9930111J21Rik2
Sri,Ubxn6,Ubxn6
Rnf114,Grap,Grap
Psme1,Eif3h,Eif3h
Klhl6,Tmem50a,Tmem50a
