,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.23031874,0.015304505825042725,True,0.18878849693248287,0.5792124268888226,0.28766702461624966,7.6350726091518135,0.39519017189741135,0.09066642075777054,0.1303897500038147,0.3465530054402895,0.0,0.0,0.25125536768974294,0.23717306395749826,0.3553294884040952,0.46493151928925375,2.3967988487231198,0.4056769013404846
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.41970295,-0.3819845914840698,False,,,,,,,,,,,,,,,,-0.376969575881958
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7071883,-0.7276848554611206,False,,,,,,,,,,,,,,,,-0.7237591743469238
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.24585287,0.05764263868331909,True,0.34889158113366925,0.8751369073508407,0.2783657071457152,11.217985558668632,0.21639306083321574,0.11527521908283234,0.2517065107822418,0.3161042339549578,0.0,0.0,0.4102871078773671,0.28674209038650794,0.8654155666329737,0.521530031809357,2.4208105632740575,0.26243460178375244
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.113892,-0.8703696727752686,False,,,,,,,,,,,,,,,,-0.624441385269165
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.8368516,-3.7782058715820312,False,,,,,,,,,,,,,,,,-2.209608554840088
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.473857,-0.5162931680679321,False,,,,,,,,,,,,,,,,0.03106898069381714
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.813918,-0.29604268074035645,False,,,,,,,,,,,,,,,,-0.25628387928009033
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.00794894,-6.886623382568359,False,,,,,,,,,,,,,,,,-0.005399107933044434
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,4.2697906,-4.899108409881592,False,,,,,,,,,,,,,,,,-4.8254218101501465
