gene_name,P5-P7_likelihood,P5-P6_likelihood,P5-P8_likelihood,P3-P5_likelihood,P5-P2_likelihood,P5-P4_likelihood
Hmgb2,0.6032693108566705,,0.6515259280200283,,0.3616335933707391,
Rbbp7,0.5603314860675175,,0.4349005011067431,,0.2903673131083938,
Fcgr2b,0.3855601284642015,,0.2218805947614337,,0.19443239576210355,
Kdm5b,0.3988754055187669,,0.2958734894289035,,0.14650974791559554,
Zmynd11,0.23180962268745306,,0.2738856822372491,,0.24377063761296094,
Il7r,0.3086294079350483,,0.3262232491863544,,0.2162190613327209,
Hmmr,0.2957828317839025,,0.34749757901213635,,0.2928289892085789,
Espl1,0.2709274090388176,,0.3098031101112481,,0.31961187464777746,
Brd9,0.31069312560752904,,0.3113584735557314,,,0.24738946147767105
Tfdp1,0.3320625036101762,,0.451068599920566,,,
Ybx1,0.4285422475790542,,0.42402159427242986,,,
Hnrnpab,0.5106699538873499,,0.4387563108557199,,,
Fcgr1,,,,,,0.3311678462685829
Taf4b,,,,,,0.3283771088255648
Cbx4,,,,,,0.2698352501505681
Nfkbiz,,,,,,0.2340092857398048
Ifi204,0.1913852228506672,,,,,0.4250890411364597
Maml3,,,,,,0.5332190970178263
Nt5e,0.26647673220710705,,,0.21779942134432126,0.4415356639538212,
Trbc1,0.1981180304199648,0.23117786188337805,,0.2614515448759476,0.2400580636084314,
Klf3,,0.3126746144685061,,0.265845155643397,0.2816708816008452,
Dnmt3b,,0.20823760763528307,,0.1812349262747336,0.21931329496362725,
Itgax,,0.2501092075169392,0.3238157934050245,0.2692905891810415,0.2881737268835087,
Itgb1,0.29080526954672153,0.2393979859426077,0.1890900550713919,0.25223652370065525,0.27220520142045074,
Eed,0.21922140856144487,0.22735678838321835,0.2549363888530776,0.2233711345272889,0.2224785081120183,
Ssb,0.23096278492776806,,0.30780016438561164,,,
Pou2f2,0.2678213993205579,,0.2601986336504554,,,
Foxm1,0.2783911655531092,,0.2777984795234927,,,
Atf1,0.23741040306738015,,0.22403657885622708,,,
Jarid2,0.2281256591931854,,0.25857603730468515,,,
Tbc1d2b,0.2142489561942276,,0.2655839826241052,,,
Mxd3,0.2137730012405941,0.2299160969389493,0.24674016261077555,,,
Taf15,0.27625388191693195,0.2053516519549147,0.21816902177407105,,,
Smyd2,0.2530022051059212,0.24120171877997934,0.19557474059970947,,,
Ccr9,,0.22385115516505105,0.24929905666347474,,,
Fmr1,,0.2806922003562249,0.3014079790620456,,,
Itgal,,,0.4236694632741148,,,
Smarca5,,,0.3979681332775687,,,
Srrm1,,,0.23661997935291065,,0.13945588188480088,
Il18r1,,,0.30222646749731785,,,
Snrpb,,,0.30562802358551605,,,
Tfrc,,,0.3067738888466086,,,
Zbtb38,,,0.3239093490138503,,,
Ggt1,,,0.3222503129636746,,,
Btg2,,,0.3400538822883217,,,
Itga4,,,0.3335118016135156,,,
Parp1,,,0.2868850644734958,,,
Cnot6,,,0.28657748209087724,,,
Cd38,,,0.283329197516369,,,
L1cam,,,0.2805625576146979,,,
Hivep3,,,0.26295290281901584,,,
Mta3,,,0.26092165325145444,,,
Zdhhc21,,,0.27087701584728346,,,
Fbxo7,,,0.26671269917199697,,,
Ikzf1,,,0.2685619383975744,,,
Irf2,,,0.2678167170317963,,,
Zbtb11,,,0.21686235560243486,,,
Trip11,,,0.21524638439445468,,,
Gtf2f2,,,0.20601258512781748,,,
Elf4,,,0.1987726056905184,,,
Atp1b3,,,0.2322032142593272,,,
Bcl11b,,,0.2327064958516723,,,
Foxp4,,,0.23261240899406646,,,
Ep300,,,0.2264984470236405,,,
Fli1,,,0.2303197310014134,,,
Hdac7,,,0.22853090393910275,,,
Padi2,,,0.2398458285442852,,,
L3mbtl3,,,0.2415733988487942,,,
Igf2r,,,0.24319886521090714,,,
Cd200r1,,,0.2429686394104965,,,
Tet3,,,0.2461794115219809,,,
Thrap3,,,0.2441538862095023,,,
Elk3,,,0.24504333564295736,,,
Tbx21,,,0.2559053212255588,,,
Znfx1,,,0.24990740779219855,,,
Nsd1,,,0.2500660177251908,,,
Cd226,,,0.2501634788841013,,,
Foxn3,,0.2783301231705592,0.4292859670482607,0.2877174211930178,,
Batf,,0.2155784893589525,0.2490519414077811,0.2668429460471917,,
E2f6,,0.28075422876605965,0.2722764219751726,0.2621991019707373,,
Ctla4,,,0.20926150526409773,0.2313426527544449,0.2022503922367756,
Klrk1,,,0.2914103523889392,0.2764468010728938,0.20560342764938053,
Il18rap,,,0.39406258565970864,0.4601223600827321,,
Sp100,,,0.34840711871401475,0.2604267040228433,,
Tgif2,,,0.2870373086633175,0.29117035155513443,,
Il10ra,,,0.3263663914853458,0.29843023352184866,,
Creb1,,,0.2816942368488959,0.19892665772536933,,
Cd86,,,0.2883976490849717,0.2403821506833324,,
Cx3cr1,,,0.25730589864818715,0.26546279883618634,,
Setbp1,,,0.2582374380628399,0.26101728417502584,,
Id2,,,0.3571038317978989,0.36669852456044016,,
Cd96,,,0.4108719251459103,0.29343561718929223,,
Btg1,,,0.39254232237015263,0.2667862935621668,,
Gadd45b,,,0.4402203971607585,0.36227413403199904,,
Tnfrsf9,,,0.4568360879598936,0.3147086640284006,,
Zfp36l1,0.443602023198554,,0.2939767521466912,0.3072143098381451,0.2366854110722521,
Lag3,0.21155510815157624,,0.36140650320171824,0.3425020813137932,,
Entpd1,0.2350803562360976,,0.3611526148927013,0.326965579975097,,
Tox,0.3897137671557199,,0.2332376360944953,0.2242256936570083,,
Ikzf3,0.25375811994674435,,0.2353202595609327,0.2114040739415442,,
Arid5b,0.2522910727328318,,0.19791803002993932,0.21617205858953026,,
Cd84,0.3027987430489449,,0.3198845656037606,0.2852819665859685,,
Zfhx2,0.2494755238484478,,0.2916721130406542,0.234312763650984,,
Rel,0.27706939115944673,,0.30406127316406684,0.25890154897905343,,
Mybl1,0.16826746129015446,0.17839423010779426,,0.2431841454190128,,
Lair1,0.2952666282255441,0.24619430516888974,,0.2545029060761296,,
Ssbp2,0.28779744332766266,,,0.3661002034226453,0.19916701493486025,
Ahr,0.2602554363890421,,,0.23857737749246985,0.21523469144110108,
Il23r,0.290581174081669,,,0.2981905518628232,0.22505546016156824,
Prdm1,0.4718707030551237,,,0.3147863430766683,,
