,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.55679524,-0.7205288410186768,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,2.208261,-0.5159926414489746,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.8444348,-0.6732698678970337,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4488319,-0.9264857769012451,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.6025025,-0.4352806806564331,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.89514,-6.663409233093262,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5095465,-1.337451457977295,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8531476,-0.6509228944778442,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0039359042,-4.9808735847473145,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.810832,-7.466351509094238,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08441568,-1.3833858966827393,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11085783,-0.3554248809814453,False
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.72905606,-0.2593015432357788,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,152.85602,-3.8565797805786133,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.19656034,-0.19136643409729004,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.40110132,-0.5838537216186523,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.1250031,-7.086965560913086,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.3819057,-1.6246767044067383,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.046917,-0.693790078163147,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.7061543,-0.4124612808227539,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.2303375,-4.119831562042236,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.2895082,-1.7100231647491455,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.9650103,-0.9956676959991455,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.0243123,-0.2735714912414551,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.0048264,-1.6923542022705078,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.2953315,-1.0139555931091309,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.1854813,-1.817080020904541,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.03373197,-9.397950172424316,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.6238673,-0.8317112922668457,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,2.219284,-0.4895205497741699,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.9232054,-1.0547096729278564,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07558453,-1.7858362197875977,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.824484,-0.9063836336135864,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,8.503391,0.5758586823940277,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.62675965,-0.1429429054260254,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.526877,-0.7397994995117188,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.3073508,-0.6161984205245972,False
