,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.5154336,-0.4123722314834595,False,,,,,,,,,,,,,,,,0.025935769081115723
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,2.2130404,-0.25524580478668213,False,,,,,,,,,,,,,,,,-0.05048978328704834
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7155313,-0.9754232168197632,False,,,,,,,,,,,,,,,,-0.8783042430877686
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.39449129,-0.4870675802230835,False,,,,,,,,,,,,,,,,0.1849406361579895
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.5535215,0.34414142370224,True,0.3362692830696676,0.28220997121315283,0.4349877665555702,14.847235704243344,0.7426775246858597,0.25455203652381897,0.16194893419742584,0.27030092839218844,0.0,0.0,0.20843012438489622,0.9394794971881849,0.596694244392987,0.6548467439083598,2.2543906634701187,0.3488351106643677
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.492306,-9.156919479370117,False,,,,,,,,,,,,,,,,-6.096485614776611
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.46427706,-0.5064681768417358,False,,,,,,,,,,,,,,,,-0.26761484146118164
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.73361504,-0.5284149646759033,False,,,,,,,,,,,,,,,,-0.4937405586242676
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0036153637,-3.5727925300598145,False,,,,,,,,,,,,,,,,0.0481453537940979
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,9.482107,-2.5996341705322266,False,,,,,,,,,,,,,,,,-2.5265002250671387
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07993564,-0.5587053298950195,False,,,,,,,,,,,,,,,,0.04022258520126343
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.095484726,0.4702221751213074,True,2.7824932952877304,4.132484016816651,0.3419499620631631,7.257893079666678,0.05186859173700214,0.19115079939365387,1.8702846765518188,0.5812304831190008,0.0,0.0,0.4528975128535405,0.41179213509048984,4.851837644289279,0.14751333757157217,2.2549198420961125,0.5817146599292755
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.4881191,-0.38070428371429443,False,,,,,,,,,,,,,,,,-0.3291037082672119
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,159.41997,-1.9712152481079102,False,,,,,,,,,,,,,,,,-1.9700210094451904
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.15958685,-0.15586626529693604,False,,,,,,,,,,,,,,,,-0.07336580753326416
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4223792,-0.05137467384338379,False,,,,,,,,,,,,,,,,0.0691903829574585
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.052974347,-0.6880372762680054,False,,,,,,,,,,,,,,,,-0.09496140480041504
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2988994,-1.8753974437713623,False,,,,,,,,,,,,,,,,-1.1236903667449951
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.6969495,0.4875327944755554,False,0.0875034548808142,0.04314118971545607,0.12163736788577036,12.592128859226856,7.973854327201844,0.8452271223068237,0.15369974076747894,0.40246080090699465,0.0,0.0,0.21192310175677814,1.9919303915504,0.37415810574873765,0.3326467123078083,4.215097135995062,0.5140547156333923
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.56960624,-0.27898871898651123,False,,,,,,,,,,,,,,,,-0.037177443504333496
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.3618865,-2.17069935798645,False,,,,,,,,,,,,,,,,-1.661489486694336
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3787671,-0.9421173334121704,False,,,,,,,,,,,,,,,,-0.9189443588256836
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0400264,-0.34769201278686523,False,,,,,,,,,,,,,,,,-0.3244364261627197
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.8395617,-0.2644394636154175,False,,,,,,,,,,,,,,,,-0.22089993953704834
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.9844336,-2.035182476043701,False,,,,,,,,,,,,,,,,-1.5818004608154297
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.3214187,-1.0469987392425537,False,,,,,,,,,,,,,,,,-0.14119696617126465
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.3382647,-1.7123351097106934,False,,,,,,,,,,,,,,,,-1.3925886154174805
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.041068263,-7.622873306274414,False,,,,,,,,,,,,,,,,-0.010238289833068848
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.99516547,-0.902550220489502,False,,,,,,,,,,,,,,,,-0.7310905456542969
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.85673,-0.3184547424316406,False,,,,,,,,,,,,,,,,-0.29954588413238525
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.6282926,-0.5012043714523315,False,,,,,,,,,,,,,,,,-0.46828460693359375
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07510754,-2.334897756576538,False,,,,,,,,,,,,,,,,0.0322796106338501
