comparison,pathway,NES,padj,leadingEdge_signal,mlog10padj,old_names
P0,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-3.009188768605724,5.260243632336656e-4,60,3.2789941406886394,0
P0,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-3.063806449222713,5.260243632336656e-4,62,3.2789941406886394,0
P0,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-1.7833415337836156,5.260243632336656e-4,40,3.2789941406886394,0
P0,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.433514126498677,5.260243632336656e-4,51,3.2789941406886394,0
P0,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.5499285476130367,5.260243632336656e-4,43,3.2789941406886394,0
P0,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.8278637953772081,5.260243632336656e-4,20,3.2789941406886394,0
P0,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.8054439574755212,5.260243632336656e-4,21,3.2789941406886394,0
P0,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.617541363834286,5.260243632336656e-4,18,3.2789941406886394,0
P0,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.6716755409380846,7.897909132477033e-4,29,3.102487867243033,0
P0,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.3813474633926426,0.0016796322489391795,22,2.7747857954999953,0
P0,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.4767654598248838,0.011785229695677456,23,1.9286619486005734,0
P0,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.4887665676422683,0.01337023831863389,29,1.873860851560364,0
P0,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-1.4965000353052746,0.01594305637939266,37,1.7974284181052491,0
P0,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.5166123073806508,0.03219355017916169,41,1.4922311283717509,0
P0,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.2008045019112974,0.14852876592007025,18,0.8281894273534198,0
P0,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.165572846409471,0.20132186319765,23,0.696109058938947,0
P0,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-1.1357849309998065,0.28182118248958204,31,0.5500263671791049,0
P0,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.0896496227099466,0.28182118248958204,19,0.5500263671791049,0
P0,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-0.9231797897729966,0.5926212091945142,25,0.22722280970491257,0
P1,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.4998323615547584,5.328696432577967e-4,26,3.273379020125291,1
P1,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.7746794565949666,5.328696432577967e-4,57,3.273379020125291,1
P1,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.7735379413215044,5.328696432577967e-4,54,3.273379020125291,1
P1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.0525443264020797,5.328696432577967e-4,48,3.273379020125291,1
P1,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.077375710263114,5.328696432577967e-4,44,3.273379020125291,1
P1,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.5133431853162835,5.328696432577967e-4,45,3.273379020125291,1
P1,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.93595840431314,5.328696432577967e-4,23,3.273379020125291,1
P1,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.6704660210587454,5.328696432577967e-4,20,3.273379020125291,1
P1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-1.673072468559026,0.00392691798941799,39,2.4059481685322646,1
P1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.7464314920213537,0.003933007150922093,40,2.4052752639632047,1
P1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.5462655815881856,0.006023895341075958,20,2.220122582157296,1
P1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.5704933691293448,0.006470988915722336,23,2.1890293440882775,1
P1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.3907000508736498,0.031918289179699966,29,1.4959603948817053,1
P1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.3719165578794557,0.05558959590698815,24,1.2550064829321737,1
P1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-1.3103379788141447,0.12258064516129032,29,0.9115780972174625,1
P1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.0730967466947365,0.34333914937597937,27,0.4642766731586635,1
P1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-1.1046828551439274,0.34333914937597937,33,0.4642766731586635,1
P1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.0184684437157492,0.4351292533609942,17,0.36138171848575096,1
P1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-0.9073195135665928,0.6858600583090378,13,0.163764487943476,1
P6,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,2.225542415479696,5.637145824061711e-4,31,3.2489407305219813,2
P6,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,2.3306165652583597,5.637145824061711e-4,43,3.2489407305219813,2
P6,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,2.4196487782516276,5.637145824061711e-4,47,3.2489407305219813,2
P6,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.9034805752812982,5.637145824061711e-4,23,3.2489407305219813,2
P6,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,2.3509703122162477,5.637145824061711e-4,48,3.2489407305219813,2
P6,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-2.0839447200575303,6.887052341597796e-4,44,3.161966616364075,2
P6,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-2.206051496176071,6.887052341597796e-4,46,3.161966616364075,2
P6,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.348018485003033,6.887052341597796e-4,55,3.161966616364075,2
P6,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,-2.346344292917017,6.887052341597796e-4,40,3.161966616364075,2
P6,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-2.4748672103001206,6.887052341597796e-4,43,3.161966616364075,2
P6,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.8013024357757152,6.887052341597796e-4,54,3.161966616364075,2
P6,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.7962119995773687,0.0010934622467771637,30,2.961196206955924,2
P6,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.6434167556907577,0.0011051330522029955,21,2.9565854320612313,2
P6,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.636593071106633,0.0013818433062419318,22,2.85954120087836,2
P6,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.8624449151019047,0.0018330921369995173,48,2.7368157054770506,2
P6,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.42455178207023,0.003492647058823529,19,2.456845298745351,2
P6,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.2414454209309682,0.02737094837935174,18,1.5627101544063338,2
P6,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.280807057245674,0.09780887011615629,12,1.0096217580158888,2
P6,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-1.1779112375139473,0.11706629055007052,16,0.9315681428069926,2
P5,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.6727675947509622,3.8111284952060015e-4,9,3.4189464083996626,3
P5,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,2.4630877270255445,3.8111284952060015e-4,52,3.4189464083996626,3
P5,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,2.4995197781337546,3.8111284952060015e-4,56,3.4189464083996626,3
P5,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,2.450484986590558,3.8111284952060015e-4,37,3.4189464083996626,3
P5,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,2.508240212875655,3.8111284952060015e-4,55,3.4189464083996626,3
P5,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,2.004525115587547,3.8111284952060015e-4,24,3.4189464083996626,3
P5,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,2.0448240623074754,3.8111284952060015e-4,33,3.4189464083996626,3
P5,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.701015065078398,0.0017790262172284646,52,2.7498176517397086,3
P5,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-2.0933117041889617,0.0020902090209020904,41,2.6798102822691385,3
P5,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.8058054486068575,0.0025790688204153658,35,2.5885370689020553,3
P5,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,1.7989410308923692,0.0035957607872823616,23,2.4442092079896605,3
P5,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,-1.6572261970339535,0.0035957607872823616,36,2.4442092079896605,3
P5,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.875502842193367,0.003907856849033319,37,2.408061353554488,3
P5,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.5949203495650885,0.004241071428571429,35,2.372524413045315,3
P5,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.53251408599699,0.006906579425663395,32,2.1607369894368547,3
P5,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.4135372171979539,0.02950310559006211,30,1.5301322664069832,3
P5,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.2698324235926983,0.06382674576513474,31,1.1949972977019974,3
P5,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.20632993770875,0.23871929894022778,11,0.6221124696214568,3
P5,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-0.9507620262438081,0.5807909604519774,23,0.23598015170254968,3
P4,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,2.4475110285350894,0.0012638020486896368,55,2.898320944957247,4
P4,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,2.4837355300490835,0.0012638020486896368,58,2.898320944957247,4
P4,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.8055395819939364,0.0016888888888888889,16,2.772398921494552,4
P4,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.2033861673284107,0.0016888888888888889,38,2.772398921494552,4
P4,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-2.0086182750297112,0.0016888888888888889,36,2.772398921494552,4
P4,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.9082437524771487,0.0018783984181908059,36,2.7262122861539946,4
P4,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.8945286580923029,0.0018783984181908059,42,2.7262122861539946,4
P4,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,1.7563460677918676,0.0035832830416415206,27,2.445718885786414,4
P4,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,1.7500902763458508,0.004171522183378088,35,2.3797054425768445,4
P4,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,1.5697264717575357,0.011938006143535325,23,1.9230682019477114,4
P4,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,1.6785031158539943,0.012982945648150786,30,1.8866267610332348,4
P4,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-1.5363087737748946,0.017561877374961486,37,1.7554290596141495,4
P4,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.3922107081017114,0.017561877374961486,32,1.7554290596141495,4
P4,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,-1.4484978317628805,0.0182310774961901,27,1.739187662841408,4
P4,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,1.570637141417953,0.024616500829187392,29,1.6087736808351907,4
P4,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.104393049726855,0.23004317111459968,14,0.6381906543412234,4
P4,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.1057453428329573,0.24476313688788573,33,0.6112539895153903,4
P4,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.0852325881532832,0.2824726134585289,22,0.5490236519167234,4
P4,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,0.9638249958851114,0.5331467107774526,13,0.2731532658070665,4
P0.2,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.5791119657967694,0.0015761094981335544,20,2.8024136137606437,5
P0.2,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.1711736941516295,0.0015761094981335544,42,2.8024136137606437,5
P0.2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,2.131365676171862,0.0015761094981335544,12,2.8024136137606437,5
P0.2,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.4987755791714843,0.0015761094981335544,33,2.8024136137606437,5
P0.2,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.662672917791926,0.0015761094981335544,30,2.8024136137606437,5
P0.2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,1.9344170654296682,0.002449463696369637,11,2.6109289928613255,5
P0.2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.6272709448764433,0.0035824272515869527,27,2.4458226200667363,5
P0.2,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-1.6429991888101592,0.008712399119589142,30,2.0598622375377693,5
P0.2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.3783307641168365,0.07906258047901107,19,1.1020290150688612,5
P0.2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.2935176293424433,0.07906258047901107,30,1.1020290150688612,5
P0.2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,1.4587368591710907,0.07906258047901107,12,1.1020290150688612,5
P0.2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.2540053309171808,0.10457299054373523,21,0.9805804719938265,5
P0.2,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.2767049883666401,0.1570460704607046,18,0.8039729258594456,5
P0.2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,1.2483325031646006,0.17207925435254118,20,0.7642714844852987,5
P0.2,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.1334470934313552,0.32684193443687115,11,0.4856622277633226,5
P0.2,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.0528652514768386,0.4225914060663062,17,0.3740793391245273,5
P0.2,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.0404148064229628,0.4288753566172111,14,0.36766890781231343,5
P0.2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,0.8293427918459128,0.7849769469228469,27,0.1051430973581995,5
P0.2,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,0.5628557564442215,0.996392896781354,20,0.0015693771809522786,5
P0.1,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.7434238285009398,7.475605917532263e-4,17,3.126353600866262,6
P0.1,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.897758207868327,7.475605917532263e-4,18,3.126353600866262,6
P0.1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.919182436792987,7.475605917532263e-4,22,3.126353600866262,6
P0.1,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.5351715914246507,7.475605917532263e-4,35,3.126353600866262,6
P0.1,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-3.1121897386859656,9.016704631738799e-4,51,3.0449521566648796,6
P0.1,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-3.0218517279812946,9.016704631738799e-4,45,3.0449521566648796,6
P0.1,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.5694671631446735,0.0014181221077772803,24,2.8482863725022525,6
P0.1,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-1.9007797029347857,0.0017562238106975598,40,2.7554201390237782,6
P0.1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,1.5014875414991882,0.007343550446998723,16,2.134093917368313,6
P0.1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.3824111212845163,0.05578544967289351,15,1.2534790618294223,6
P0.1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.3084101186346917,0.05578544967289351,20,1.2534790618294223,6
P0.1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.460743607089407,0.05578544967289351,28,1.2534790618294223,6
P0.1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-1.391773041675362,0.05666646650253207,31,1.2466738674060824,6
P0.1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,1.3014095437885758,0.07057224208430563,15,1.1513660847853067,6
P0.1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.2350749993964696,0.11215277777777777,19,0.9501899654281281,6
P0.1,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-1.3198423098778904,0.11215277777777777,29,0.9501899654281281,6
P0.1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.1331072665836048,0.2667192429022082,15,0.5739456502839909,6
P0.1,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-0.960087755435801,0.547756329907245,23,0.26141259500339886,6
P0.1,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-0.929266237166723,0.6173702608228018,39,0.20945429463303672,6
P7,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,1.4931247547744413,4.378687315634218e-4,15,3.3586560668981216,7
P7,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,2.7743298637000517,4.378687315634218e-4,53,3.3586560668981216,7
P7,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,2.7624462238899756,4.378687315634218e-4,56,3.3586560668981216,7
P7,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,1.964667435827605,4.378687315634218e-4,20,3.3586560668981216,7
P7,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,1.9898996179439432,4.378687315634218e-4,28,3.3586560668981216,7
P7,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,2.2066954670562295,4.378687315634218e-4,43,3.3586560668981216,7
P7,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,-2.6650885923018746,0.0015206082432973188,49,2.81798265950964,7
P7,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,-1.7308085824001436,0.0017074047447879223,18,2.767663516031161,7
P7,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,-1.9279643804468989,0.0029411764705882353,39,2.531478917042255,7
P7,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,-1.689431722735397,0.0029411764705882353,36,2.531478917042255,7
P7,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,1.6764802605980513,0.010438893502842906,23,1.9813455330461127,7
P7,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,-1.366828875144956,0.04742703533026113,27,1.32397402230047,7
P7,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,1.4992491387139466,0.05217587955933189,18,1.282530221044595,7
P7,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,1.292959732229475,0.1085340030531344,20,0.9644341786371734,7
