wilcoxon,t-test,t-test_overestim_var
Npm1,Npm1,Npm1
Rpl13,Rpl13,Rpl13
Rps27a,Rps27a,Rps27a
Rpl11,Rpl15,Rpl15
Rpl15,Rpl11,Rpl11
Hspe1,Rps23,Rps23
Rpl27a,Rpl27a,Rpl27a
Rpl14,Hspe1,Hspe1
Rpl23,Hspa9,Hspa9
Rps23,Rpl23,Rpl23
Hsp90ab1,Rpl36,Rpl36
Rpl6,C1qbp,C1qbp
Rps18,Esco2,Esco2
Hspd1,Rplp1,Rplp1
Rplp1,Ncl,Ncl
Ncl,Rpl6,Rpl6
Rpl36,Rpl14,Rpl14
Rps15,H1f5,H1f5
Rps8,Ppp1r14b,Ppp1r14b
Hspa9,Rps15,Rps15
C1qbp,Rps18,Rps18
Rps3a1,Rps8,Rps8
Eef1b2,Rpl35a,Rpl35a
Rpl12,Rps9,Rps9
Rps12,Rps3a1,Rps3a1
Ppp1r14b,H2ac8,Eef1b2
Rps20,Eef1b2,H2ac8
Rpl8,Fabp5,Rps12
Rpl35a,Hspd1,Fabp5
Ranbp1,Rps12,Hspd1
Set,Rpl12,Rpl26
Rpl7a,Rpl26,Rpl12
Eef1g,Rpl4,Rpl4
Hsp90aa1,Srm,Rpl9
Rpl26,Rpl9,Srm
Rpl9,Rpl8,Rpl8
Rps9,Rpl5,Rpl5
Atp5g1,Pa2g4,Pa2g4
Rpl31,Rpl7,Rpl7
Pa2g4,Rps5,Rps5
Rpl5,Top2a,Top2a
Rpl4,Fbxo5,Lap3
Rpl23a,Lap3,Fbxo5
Rpl7,Rpl18,Rpl18
Rps5,Hist1h2ap,Hist1h2ap
Rplp0,Mrto4,Mrto4
Serbp1,Hsp90ab1,Hsp90ab1
Rpl3,Rpl23a,Rpl23a
Fabp5,Rpl37,Rpl37
Cct6a,Tomm40,Tomm40
Eif5a,Atp5g1,Atp5g1
Esco2,Rpl32,Rpl32
Ran,Rps7,Rps7
Rpl32,Nolc1,Nolc1
Rpl18,Rpl3,Rpl3
Rps7,Hmgn1,Hmgn1
Eif4a1,Rps14,Eef1a1
Rps2,Eef1a1,Eef1g
Eef1a1,Eef1g,Rps14
Phb2,Fbl,Fbl
Srm,Rps20,Rps20
Rpl37,Ranbp1,Ranbp1
Nudc,Cct6a,Cct6a
Rps14,Phb2,Nudc
Rps25,Nudc,Phb2
Rps4x,Rps19,Rps19
Fbl,Mybbp1a,Mybbp1a
Hmgn1,Ppa1,Ppa1
Ppa1,Rplp0,Rplp0
Top2a,Rack1,Rpl22
H1f5,Rangrf,Rack1
Rpl22,Gart,Gart
Rps19,Rpl22,Rangrf
Hnrnpa1,Set,Rpl27
Rack1,Rpl27,Set
Rpl36a,Rpl7a,Rps4x
Rpl27,Hsp90aa1,Rpl7a
Lap3,Ccne1,Hsp90aa1
Mrto4,Rps4x,Ccne1
Tuba1b,Lyar,Lyar
Fbxo5,Rps25,Rps25
Pgam1,Rps28,Rps28
Rps6,H2ac20,H2ac20
Nap1l1,Gar1,Gar1
Ndufab1,Ipo5,Ipo5
Tpi1,Serbp1,Serbp1
H2ac8,Galk1,Eif3b
Tomm40,Eif3b,Galk1
Nolc1,Tpi1,Tpi1
Ldha,Mthfd1,Mthfd1
Lyar,Siva1,Siva1
Rps17,Ndufab1,Ndufab1
Hnrnpab,Rpl31,Rpl31
Cct3,Hspa4,Hspa4
Rps28,Dnph1,Dnph1
Cct8,Cdk1,Cdk1
Hist1h2ap,Rplp2,Rplp2
Rpl10a,H1f1,Rpl36a
Eif3b,Rpl36a,Impdh2
Rpl28,Impdh2,H1f1
Mybbp1a,Prc1,Rpl30
Hspa4,Rpl30,Samd1
Dut,Samd1,Prc1
Mif,Rps6,Rps6
Gart,Pgam1,Pgam1
Prmt1,Eif4a1,Eif4a1
Nme1,Rps16,Rps16
Siva1,Timm8a1,Timm8a1
Gar1,Rps3,Rps3
Pebp1,Mpp6,Mpp6
Tcp1,Shmt2,Shmt2
Impdh2,Rcc2,Rcc2
Mrpl12,Cdca5,Prmt1
Rplp2,Prmt1,Cdca5
Ccne1,Mrpl12,Mrpl12
Dctpp1,Ptges3,Ptges3
Fkbp4,Pbk,Pbk
Cct5,Apex1,Fkbp4
Nasp,Fkbp4,Apex1
Ipo5,Dtymk,Dtymk
Ybx3,Dctpp1,Dctpp1
Rangrf,Shmt1,Parp1
Rps16,Parp1,Shmt1
Ptges3,Bri3bp,Bri3bp
Dtymk,Aurkb,Aurkb
Rpl30,Gsto1,Pebp1
Galk1,Pebp1,Gsto1
Rpl41,Pabpc4,Hnrnpa1
G3bp1,Prxl2a,Pabpc4
Rrm2,Hnrnpa1,Ezh2
Mthfd1,E2f8,Nsun2
Hnrnpu,Ezh2,Prxl2a
Samd1,Nsun2,E2f8
Timm8a1,Clspn,Clspn
Rps3,Thop1,Lsm7
Cdk1,Lsm7,Eprs
Mpp6,H1f4,Thop1
Ezh2,Eprs,H1f4
Rpl10,Cct3,Cct3
Eef1d,Cct8,Cct8
H2ac20,Ppid,Smarcc1
Cdk4,Smarcc1,Ppid
Apex1,Pgp,Pgp
Rcc2,Tcerg1,Tcerg1
Lsm7,Atic,Atic
Gsto1,Pusl1,Pusl1
Cct2,Rpl18a,Bzw2
Prc1,Rpl28,Rpl28
Ppid,Bzw2,Rpl18a
Cdca5,Rps15a,Rps15a
Aurkb,Rpl10a,Rpl10a
Polr2f,Eif5a,Eif5a
Slc25a3,Pla2g12a,Rps2
Dnph1,Rps2,Pla2g12a
Eprs,Umps,Umps
Rps15a,H4c4,Rpl34
Slc25a4,Rpl34,Mthfd2
Rpl34,Mthfd2,H4c4
Shmt2,Eif5,Eif5
Cdk2ap1,Cad,Cdk4
Anp32b,Cdk4,Cad
Cacybp,Ccne2,Eif4g1
Srsf2,Eif4g1,Ccne2
Parp1,Ifrd2,Ifrd2
Uchl3,Uhrf1,Uhrf1
Pgp,Ppat,Ppat
Atic,Rrm2,Rrm2
Ybx1,Cdk2ap1,Cdk2ap1
Nsun2,Rpl21,Rpl21
Shmt1,Smyd2,Tuba1b
Bri3bp,Tuba1b,Smyd2
Tubb5,Tfdp1,Tfdp1
Phgdh,Adk,Adk
Btf3,Nap1l1,Nap1l1
Rpl18a,Tcp1,Tcp1
E2f8,Ddx1,Ddx1
Pabpc4,Wdr18,Wdr18
Clspn,Mettl1,Rpl17
Tcerg1,Rpl17,Mrps7
Smarcc1,Mrps7,Mettl1
Eif4g1,Ruvbl1,Ruvbl1
Eif5,Nop58,Nop58
Uhrf1,Ccnf,Kif11
H1f1,Mt3,Mt3
Gspt1,Kif11,Ccnf
Rpl21,Uchl3,Uchl3
Pbk,Bcat1,Bcat1
Bzw2,Rps24,Eef1d
Snrpd1,Cluh,Polr2f
Cycs,Polr2f,Cct5
Mthfd2,Cct5,Cluh
Thop1,Eef1d,Rps24
Pla2g12a,Nefh,Gpx1
Pusl1,Gcsh,Gspt1
Cdv3,Gpx1,Gcsh
Mrps7,Gspt1,Nefh
Rsl1d1,Suz12,Suz12
Cct4,Nasp,Nasp
Rpl17,H3c3,H3c3
H4c4,Txnl4a,Txnl4a
