,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.5380486,-0.09622502326965332,False,,,,,,,,,,,,,,,,0.3218556046485901
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.2577916,-0.19999384880065918,False,,,,,,,,,,,,,,,,-0.16519606113433838
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6253928,-0.796545147895813,False,,,,,,,,,,,,,,,,-0.7965406179428101
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.37523282,-0.1229698657989502,False,,,,,,,,,,,,,,,,0.19160610437393188
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2039845,-0.08103013038635254,False,,,,,,,,,,,,,,,,0.008041322231292725
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.227379,-7.886050224304199,False,,,,,,,,,,,,,,,,-4.38303804397583
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.42471352,-0.8090977668762207,False,,,,,,,,,,,,,,,,-0.3128039836883545
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8081743,-0.17145311832427979,False,,,,,,,,,,,,,,,,-0.12378990650177002
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.007490715,-6.837925434112549,False,,,,,,,,,,,,,,,,-0.0003247261047363281
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,4.9042153,-3.753868579864502,False,,,,,,,,,,,,,,,,-3.6855931282043457
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.074729025,-0.22127234935760498,False,,,,,,,,,,,,,,,,-0.1481858491897583
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.094547294,0.6677925288677216,True,1.5699441325485246,2.38680077093032,0.19207197491535985,14.51581537835939,0.044759712461382155,0.1975015103816986,2.0848987102508545,0.5648430525502595,0.0,0.0,0.46620259622098376,0.4396117933781952,4.951157342706775,0.1440615500942447,4.212200704116804,0.7144274711608887
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.4850262,-0.5069304704666138,False,,,,,,,,,,,,,,,,-0.5067976713180542
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,144.50977,-0.39285850524902344,False,,,,,,,,,,,,,,,,-0.38820886611938477
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.095579855,-0.0034515857696533203,False,,,,,,,,,,,,,,,,-0.0032674074172973633
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4866666,-0.08913540840148926,False,,,,,,,,,,,,,,,,0.1316431760787964
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.059724353,-1.8441729545593262,False,,,,,,,,,,,,,,,,-0.06587839126586914
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1289322,-1.0150127410888672,False,,,,,,,,,,,,,,,,-0.8098419904708862
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.8510406,0.6209865808486938,True,0.0875138757766131,0.037122217386935885,0.10313492293927462,14.747035190181512,2.8994527101516723,0.8792062401771545,0.15919668972492218,0.40898359393671224,0.0,0.0,0.24474290341703392,1.8649396659190125,0.3870360225856561,0.3036814362433963,4.645367368243956,0.6593320667743683
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.5338082,-0.14081251621246338,False,,,,,,,,,,,,,,,,-0.04004096984863281
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.0644895,-1.6207013130187988,False,,,,,,,,,,,,,,,,-1.5361614227294922
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.1843015,-1.4226024150848389,False,,,,,,,,,,,,,,,,-1.3257832527160645
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.3535155,-1.8324854373931885,False,,,,,,,,,,,,,,,,-1.4336848258972168
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.1879456,-0.5445258617401123,False,,,,,,,,,,,,,,,,-0.5004992485046387
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.69846845,-1.3387799263000488,False,,,,,,,,,,,,,,,,-1.3354125022888184
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.34952593,-1.0829124450683594,False,,,,,,,,,,,,,,,,-0.13367807865142822
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.6645026,-1.1464569568634033,False,,,,,,,,,,,,,,,,-1.0408849716186523
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.028463975,-1.6501221656799316,False,,,,,,,,,,,,,,,,-0.013229131698608398
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.330078,-1.5672831535339355,False,,,,,,,,,,,,,,,,-1.515270709991455
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.6536701,-0.27916479110717773,False,,,,,,,,,,,,,,,,-0.2604703903198242
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.4507536,-0.3511303663253784,False,,,,,,,,,,,,,,,,-0.3504672050476074
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.0885333,-2.2881174087524414,False,,,,,,,,,,,,,,,,-0.07878661155700684
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,2.8302755,-0.4849848747253418,False,,,,,,,,,,,,,,,,-0.45610976219177246
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,9.659967,0.3740098476409912,False,0.08570118895815033,0.01829672519756819,0.38159709974369643,6.510803394791305,12.435025691986084,1.065483808517456,0.03855783864855766,0.059568897597381584,0.0,0.0,0.39688982973039666,3.8830372208242188,0.12848402855211288,1.7742302069596174,1.9778459461598703,0.4187549948692322
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.57700264,-0.4127538204193115,False,,,,,,,,,,,,,,,,-0.27430689334869385
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.4092353,-0.38264310359954834,False,,,,,,,,,,,,,,,,-0.11516988277435303
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.34101796,-0.74137282371521,False,,,,,,,,,,,,,,,,-0.7372511625289917
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.3632758,-1.3149614334106445,False,,,,,,,,,,,,,,,,-1.2462995052337646
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.4655552,-0.5398218631744385,False,,,,,,,,,,,,,,,,-0.058545589447021484
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,1.0222622,-0.8692992925643921,False,,,,,,,,,,,,,,,,-0.15743112564086914
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.7538367,-0.3860520124435425,False,,,,,,,,,,,,,,,,-0.32733988761901855
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.4406662,-4.21421480178833,False,,,,,,,,,,,,,,,,-3.403257369995117
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,3.8807645,-8.201555252075195,False,,,,,,,,,,,,,,,,-5.677584171295166
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.73941004,-0.2416369915008545,False,,,,,,,,,,,,,,,,-0.23865258693695068
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.348216,-0.7482140064239502,False,,,,,,,,,,,,,,,,-0.7481865882873535
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.30067202,-1.2645130157470703,False,,,,,,,,,,,,,,,,-0.39411795139312744
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.7839103,-0.9925838708877563,False,,,,,,,,,,,,,,,,-0.9893499612808228
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.47538084,-1.9869506359100342,False,,,,,,,,,,,,,,,,-1.7492387294769287
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.8065703,-0.9987308979034424,False,,,,,,,,,,,,,,,,-0.9812945127487183
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.9112891,-0.7349720001220703,False,,,,,,,,,,,,,,,,-0.7348711490631104
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,6.849301,-1.888871431350708,False,,,,,,,,,,,,,,,,-0.9381953477859497
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.33503893,-0.3368600606918335,False,,,,,,,,,,,,,,,,-0.17587614059448242
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.023561649,0.13000041246414185,True,1.3828681168415158,6.082405857684692,0.22331380861859185,11.935668142778527,0.04635532759130001,0.04866213724017143,1.6533777713775635,0.3677516976734358,0.0,0.0,0.4822048268104013,0.15206824693977247,4.706824783364247,0.39071049591506574,5.320056060887086,0.27228838205337524
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.5478689,-0.3015402555465698,False,,,,,,,,,,,,,,,,-0.2652556896209717
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.2104874,-0.8526545763015747,False,,,,,,,,,,,,,,,,-0.8526487350463867
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.2604886,-0.44100022315979004,False,,,,,,,,,,,,,,,,-0.40363359451293945
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.209849,-1.2870714664459229,False,,,,,,,,,,,,,,,,-1.1245028972625732
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.4309475,-0.8101913928985596,False,,,,,,,,,,,,,,,,-0.27067506313323975
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.23614705,-0.410463809967041,False,,,,,,,,,,,,,,,,-0.09723424911499023
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.53165525,0.07126301527023315,True,0.25335616680462264,0.41554033068320034,0.3393045474316612,10.49773532550239,0.4523796223104,0.1561952531337738,0.16314230859279633,0.365118121155621,0.0,0.0,0.2789492946323029,0.4223848446316847,0.45351253051696155,0.32338295405345724,2.3938465013969603,0.2214040756225586
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.43471715,-0.34632444381713867,False,,,,,,,,,,,,,,,,-0.3306756019592285
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.4605329,-2.543240547180176,False,,,,,,,,,,,,,,,,-2.261674642562866
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.50539607,-1.320176362991333,False,,,,,,,,,,,,,,,,0.10548222064971924
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,5.043117,-1.8839542865753174,False,,,,,,,,,,,,,,,,-1.8809406757354736
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,20.054039,-12.15307903289795,False,,,,,,,,,,,,,,,,-10.27454948425293
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.8101562,-0.896967887878418,False,,,,,,,,,,,,,,,,0.15033161640167236
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,1.7115406,-1.3057408332824707,False,,,,,,,,,,,,,,,,-1.257352352142334
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.2905016,-3.423346996307373,False,,,,,,,,,,,,,,,,-2.826979398727417
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.31538635,0.012063324451446533,True,0.12629386727757672,0.376040533067711,0.20489864928319207,14.617903030602333,0.9873789364099503,0.11885222792625427,0.15237018465995789,0.2681577563443164,0.0,0.0,0.2573051038133394,0.3253535058221329,0.41884234149394367,0.7527913702894289,3.246898487322975,0.056403279304504395
