comparison,pathway,NES,padj,leadingEdge_signal,mlog10padj,old_names
P0_KO,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-3.0156133895033483,5.927682276229994e-4,60,3.2271150825891253,0_KO
P0_KO,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.6647440917976484,5.927682276229994e-4,29,3.2271150825891253,0_KO
P0_KO,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-3.0832964050768057,5.927682276229994e-4,63,3.2271150825891253,0_KO
P0_KO,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.4643057952966783,5.927682276229994e-4,51,3.2271150825891253,0_KO
P0_KO,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.5623920065557777,5.927682276229994e-4,43,3.2271150825891253,0_KO
P0_KO,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.824413603642821,5.927682276229994e-4,21,3.2271150825891253,0_KO
P0_KO,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.7874257527135249,5.927682276229994e-4,24,3.2271150825891253,0_KO
P0_KO,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.6471427896540891,0.0010421237384817903,23,2.9820807112194903,0_KO
P0_KO,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.3615013141397259,0.0018378796672470497,21,2.735682926878843,0_KO
P0_KO,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-1.7975603623367529,0.0018378796672470497,40,2.735682926878843,0_KO
P0_KO,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.5012422917941461,0.014828303850156085,28,1.8289085233240163,0_KO
P0_KO,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.4572997643047036,0.014828303850156085,21,1.8289085233240163,0_KO
P0_KO,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-1.4998834352128487,0.016812175554506842,37,1.774376083694228,0_KO
P0_KO,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.5096668171919252,0.03864693917356293,40,1.4128848963813712,0_KO
P0_KO,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.183863924525647,0.1585137359159387,18,0.7999330982788918,0_KO
P0_KO,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.1698350224375778,0.19361413043478262,22,0.7130629499929698,0_KO
P0_KO,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-1.1347382070725622,0.29652750682793605,32,0.5279350139034527,0_KO
P0_KO,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.0752550925236037,0.30707806311485886,17,0.5127512073552175,0_KO
P0_KO,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-0.9285287414333651,0.5818639798488665,25,0.23517852687097074,0_KO
P0_WT,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-3.008694637372091,5.807200929152149e-4,61,3.236033147117636,0_WT
P0_WT,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-3.0556928929386116,5.807200929152149e-4,64,3.236033147117636,0_WT
P0_WT,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-1.806791341397476,5.807200929152149e-4,40,3.236033147117636,0_WT
P0_WT,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.3931211457759196,5.807200929152149e-4,52,3.236033147117636,0_WT
P0_WT,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.5724778501104315,5.807200929152149e-4,44,3.236033147117636,0_WT
P0_WT,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.6372383818145766,5.807200929152149e-4,21,3.236033147117636,0_WT
P0_WT,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.806012561763058,5.807200929152149e-4,20,3.236033147117636,0_WT
P0_WT,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_dn,1.8119315984444975,9.962248322147652e-4,23,3.0016426371073135,0_WT
P0_WT,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.3911325381307047,0.0010877862595419848,22,2.9634564313112355,0_WT
P0_WT,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.6843121750546413,0.0010877862595419848,29,2.9634564313112355,0_WT
P0_WT,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_dn,-1.5941592873497912,0.007267163893669918,32,2.1386350452128453,0_WT
P0_WT,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_up,1.4911577955301811,0.007787995437696036,23,2.1085743115670055,0_WT
P0_WT,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.5096407395262188,0.010023887333851136,30,1.9989638233548612,0_WT
P0_WT,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.5296008060488966,0.03137902559867878,43,1.503360546526242,0_WT
P0_WT,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_up,-1.1999246745858525,0.15134893236159058,17,0.8200206382759928,0_WT
P0_WT,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_up,1.1781072358549318,0.1822894792104158,20,0.7392383958140964,0_WT
P0_WT,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1lo_dn,-1.2010199544726257,0.219667132511752,35,0.6582349191223045,0_WT
P0_WT,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1lo_up,-1.073628736992162,0.31238494255062527,19,0.5053099079726386,0_WT
P0_WT,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_dn,-0.9813778451806497,0.48009998077292826,28,0.3186683114234844,0_WT
P1_KO,2016_SCIENCE_Mackay---TRM_vs_TCM-TEM,-1.4425197377105985,5.323918403945303e-4,24,3.273768609280731,1_KO
P1_KO,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_up,-2.740349682659241,5.323918403945303e-4,55,3.273768609280731,1_KO
P1_KO,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_up,-2.7545827164986565,5.323918403945303e-4,55,3.273768609280731,1_KO
P1_KO,2016_SCIENCE_Mackay---TEM_vs_TCM-TRM,-2.0625841618290264,5.323918403945303e-4,42,3.273768609280731,1_KO
P1_KO,2018_IMMUNITY_Wang---D8MP_vs_D5KLRG1hi_dn,-2.0325678161658502,5.323918403945303e-4,46,3.273768609280731,1_KO
P1_KO,2016_SCIENCE_Mackay---TCM_vs_TEM-TRM,2.441748057984778,5.323918403945303e-4,46,3.273768609280731,1_KO
P1_KO,2018_IMMUNITY_Wang---D5KLRG1hi_vs_Naive_dn,1.902007660360876,5.323918403945303e-4,23,3.273768609280731,1_KO
P1_KO,2018_IMMUNITY_Wang---D5KLRG1lo_vs_Naive_dn,1.6251212746498966,5.323918403945303e-4,25,3.273768609280731,1_KO
P1_KO,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1lo_up,-1.5389071686022908,0.006176225594766461,20,2.2092768492052097,1_KO
P1_KO,2018_IMMUNITY_Wang---D8TE_vs_D5KLRG1hi_up,-1.5693247900858207,0.0065352732776115295,21,2.1847362473371064,1_KO
P1_KO,2018_IMMUNITY_Wang---D8EE_vs_D5KLRG1hi_dn,-1.7034000316640732,0.0065352732776115295,41,2.1847362473371064,1_KO
