gene_names,CD25KO,CD25WT,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4064994752407074,0.5232006311416626,-0.454791247844696,0.9912326178827052,-0.9622504711151124,-0.454791247844696,0.9140206492224008,-1.3406128883361816,-0.454791247844696,0.7735604434914131,-1.5434155464172363
Lypla1,0.5049232840538025,0.4315911829471588,0.2834099531173706,0.9912326178827052,0.9884936213493348,0.2834099531173706,1.0,0.7285399436950684,0.2834099531173706,0.8791670000576385,0.8351250290870667
Tcea1,0.4042775332927704,0.4260642230510711,-0.092524953186512,0.9922574001584414,-0.0306170601397752,-0.092524953186512,1.0,-0.230711743235588,-0.092524953186512,1.0,-0.2638556063175201
Atp6v1h,0.2668277621269226,0.2077577114105224,0.4053002595901489,0.9912326178827052,1.2334301471710205,0.4053002595901489,0.9906480329584508,0.8006645441055298,0.4053002595901489,0.8493705155867365,0.8969515562057495
Rb1cc1,0.302198976278305,0.2057617306709289,0.6270303130149841,0.9912326178827052,1.180943727493286,0.6270303130149841,0.9140206492224008,1.2127562761306765,0.6270303130149841,0.7735604434914131,1.360996127128601
4732440D04Rik,0.0741204246878624,0.0765076130628585,-0.0474758185446262,0.9912326178827052,0.3761524558067322,-0.0474758185446262,1.0,-0.0520251132547855,-0.0474758185446262,1.0,-0.0600321553647518
Pcmtd1,0.1880816668272018,0.2210937440395355,-0.2579237222671509,0.9912326178827052,-0.3805263042449951,-0.2579237222671509,1.0,-0.500910758972168,-0.2579237222671509,1.0,-0.5656651854515076
Gm26901,0.0089686829596757,0.0,23.10293960571289,0.9912326178827052,0.5248638987541199,23.10293960571289,0.9140206492224008,1.0,23.10293960571289,0.8001933299079591,1.0
Rrs1,0.2255562394857406,0.1877721548080444,0.2926977276802063,0.9912326178827052,0.7304355502128601,0.2926977276802063,1.0,0.5962258577346802,0.2926977276802063,0.9601780394692812,0.6749709844589233
Mybl1,0.0,0.0,0.0,0.9912326178827052,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
Vcpip1,0.1207322180271148,0.1985124051570892,-0.7750169038772583,0.9912326178827052,-0.7479310035705566,-0.7750169038772583,0.9140206492224008,-1.237989068031311,-0.7750169038772583,0.7735604434914131,-1.4390785694122314
1700034P13Rik,0.0,0.0,0.0,0.9912326178827052,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
Sgk3,0.0432066284120082,0.0624498315155506,-0.5454480648040771,0.9912326178827052,0.0874773114919662,-0.5454480648040771,1.0,-0.438521146774292,-0.5454480648040771,1.0,-0.5080963373184204
Mcmdc2,0.0,0.0,0.0,0.9912326178827052,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
Snhg6,0.7133384943008423,0.8027061223983765,-0.2428172826766967,0.9912326178827052,-0.5642286539077759,-0.2428172826766967,0.9640831622620324,-0.8659192323684692,-0.2428172826766967,0.8001933299079591,-0.9948659539222716
Cops5,0.34534353017807,0.4993365406990051,-0.6508580446243286,0.9912326178827052,-1.0934664011001587,-0.6508580446243286,0.9140206492224008,-1.856488347053528,-0.6508580446243286,0.7735604434914131,-2.133225202560425
Cspp1,0.1054588705301284,0.1578681319952011,-0.620674192905426,0.9912326178827052,-0.1924500912427902,-0.620674192905426,0.9855758880575494,-0.8176717758178711,-0.620674192905426,0.8114775253799168,-0.968587338924408
Arfgef1,0.2617987990379333,0.2329238057136535,0.1902870386838913,0.9912326178827052,0.7348094582557678,0.1902870386838913,1.0,0.3706896007061004,0.1902870386838913,1.0,0.4263465106487274
Prex2,0.0,0.0,0.0,0.9912326178827052,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.9912326178827052,0.3849001824855804,0.0,1.0,0.0,0.0,1.0,0.0
