wilcoxon,t-test,t-test_overestim_var
Ptma,Gzmb,Gzmb
Gzmb,Mcm5,Ptma
Hmgb2,Ptma,Mcm5
Dek,Mcm3,Hmgb2
Mcm5,Pcna,Mcm3
Lgals1,Mcm7,Pcna
Dut,Hmgb2,Stmn1
Pcna,Pclaf,Dek
Mcm3,Mcm2,Dut
Stmn1,Stmn1,Mcm7
H2afz,Dut,Pclaf
Tuba1b,Mcm4,Tuba1b
Mcm7,Dek,Slbp
Pclaf,Lig1,Lgals1
Slbp,Tuba1b,H2afz
Ranbp1,Tipin,Mcm2
Hnrnpab,Slbp,Mcm4
Mcm6,Hells,Ranbp1
Ppia,Mcm6,Tipin
Tipin,Rfc3,Mcm6
Mcm2,Ranbp1,Lig1
Cyba,Gmnn,Hnrnpab
Mcm4,Gzma,Hells
Ran,H2afz,Gmnn
Anp32b,Nasp,Nasp
Lig1,Rrm2,Gzma
Nasp,Clspn,Rfc3
Gmnn,Rrm1,Ran
Dnajc9,Lgals1,Rrm1
Srsf2,Hnrnpab,Lmnb1
Hells,Tcf19,Cks1b
Hmgb1,Asf1b,Cyba
Rpa2,Smc2,Rpa2
Dbi,Cks1b,Dnajc9
Gzma,Prim1,Ppia
Tmsb4x,Lmnb1,Rrm2
Snrpd1,Fen1,Lgals3
Cks1b,Sdf2l1,Sdf2l1
Lmnb1,Orc6,Srsf2
Lgals3,Rpa2,Anp32b
Sdf2l1,Gins2,Clspn
Calm1,Ran,Tcf19
1810037I17Rik,Mki67,Hmgb1
Rfc3,Cenps,Smc2
Cox5a,Fkbp2,Snrpd1
Rrm1,Dnajc9,Asf1b
Fkbp2,Cyba,Dbi
Tmpo,Siva1,Prim1
Hmgn2,Tmpo,Siva1
Pycard,Cdca7,Tmpo
Ywhah,Ung,Fkbp2
Siva1,Srsf2,Orc6
Tubb5,Tk1,Hmgn2
Rrm2,Lgals3,Srsf7
Srsf7,1500009L16Rik,Fen1
Hnrnpf,Dhfr,Mki67
Smc2,Chaf1a,Usp1
Hsp90b1,Ppia,Rnaseh2b
Txn1,Dnmt1,Dnmt1
Hsp90aa1,Hmgb1,Pycard
Ndufb7,Anp32b,Gins2
Tcf19,Timeless,Dctpp1
Asf1b,E2f1,Calm1
Orc6,Rfc5,Hsp90b1
Atp5j2,Srsf7,1810037I17Rik
Selenoh,Rnaseh2b,Ywhah
Prdx1,Snrpd1,Alyref
Clspn,Dbi,Banf1
Crip1,Usp1,Cox5a
Ldha,Wdr76,Tk1
Prim1,Hmgn2,1500009L16Rik
Alyref,Cdk1,Selenoh
Rnaseh2b,Dctpp1,Txn1
Dctpp1,Cdt1,Cdca7
Usp1,Pycard,Ung
Hnrnpa2b1,Alyref,Atp5j2
Cd48,Uhrf1,Cenps
Dnmt1,Chaf1b,Cdt1
Mki67,Hsp90b1,Hsp90aa1
Banf1,Calm1,Tubb5
1500009L16Rik,Klrg1,Rfc5
Emp3,Ncapg2,Crip1
Arpp19,Cdc45,Dhfr
Cox6a1,1810037I17Rik,Ndufb7
Set,Rad51,Hnrnpa2b1
Rps27l,Rfc4,Ssrp1
Ctsd,Ywhah,Chaf1a
Fen1,Topbp1,E2f1
Mrpl18,Cdc6,Exosc8
Ssrp1,Selenoh,Timeless
Hnrnpa3,Tyms,Emp3
Arhgdia,Cenpk,Hnrnpf
Cdt1,Tubb5,Arpp19
Exosc8,Banf1,Rpa3
Cox7a2,Fignl1,Ezh2
Ybx1,Hsp90aa1,Topbp1
Cfl1,Rpa3,Cfl1
Hpf1,Fabp5,Hpf1
Snrpb,Birc5,Set
Rap1b,Exosc8,Chaf1b
Higd1a,Cox5a,Ldha
Reep5,Ezh2,Uhrf1
Nucks1,Nup62,Cdk1
Anp32e,Atp5j2,Wdr76
Atp5h,Ssrp1,Klrg1
Pdia6,Txn1,Mrpl18
Krtcap2,Ndufb7,Cenpw
Tk1,Nrm,Csrp1
Rpa3,Rad51ap1,Rfc4
Ezh2,Csrp1,Nrm
Manf,Cenpw,Nucks1
Smc3,Hnrnpa2b1,Pdia6
Gins2,Mms22l,Cd48
Rfc5,Syce2,Tyms
Cenpw,Ccnb2,Prdx1
Sh3bgrl3,Psmc3ip,Arhgdia
Phgdh,Crip1,Smc3
Ung,Pdia6,Higd1a
Tpm3,Fbxo5,Reep5
Rbbp7,Hnrnpf,Snrpb
