wilcoxon,t-test,t-test_overestim_var
Ung,Ung,Ung
Mcm6,Cdca7,Cdca7
Rpl36al,Mcm6,Mcm6
Mcm2,Rpl36al,Rpl36al
Cdca7,Mcm2,Mcm2
Llph,Llph,Llph
Ftl1,Ftl1,Ftl1
Hells,Hells,Hells
Btf3,Rpl27,Rpl27
Calr,Rpl11,Rpl11
Rpl11,Calr,Calr
Pdia6,Pdia6,Pdia6
Rpl27,Rpl7,Rpl7
Rpl7a,Eef1g,Eef1g
Rpl7,Gnl3,Gnl3
Hsp90ab1,Rpl7a,Rpl7a
Naca,Hsp90ab1,Hsp90ab1
Mcm4,Btf3,Btf3
Pdia3,Naca,Naca
Eef1g,Mcm4,Mcm4
Nme1,Ppp1r14b,Ppp1r14b
Mcm3,Hspa8,Hspa8
Spcs2,Mcm3,Mcm3
Rps26,Spcs2,Spcs2
Cnbp,Rpf2,Rpf2
Sec61b,Rps27a,Rps27a
Rps27a,Nme1,Nme1
Tmem258,Rpl24,Rpl24
Psma7,Rrs1,Rrs1
Ppp1r14b,Rfc3,Rfc3
Eif3i,Psma7,Psma7
Hspa8,Mrps18b,Mrps18b
Rpl5,Sec61b,Sec61b
Rpl37,C1qbp,C1qbp
Rpl24,Timm9,Timm9
Rfc3,Srm,Srm
Eif2s2,Tsr1,Tsr1
Plac8,Mybbp1a,Mybbp1a
C1qbp,Cnbp,Cnbp
Uqcc2,Gpatch4,Gpatch4
Hspe1,Sdad1,Sdad1
Gnl3,Ddx18,Ddx18
Ebna1bp2,Tmem258,Tmem258
Lgals3,Rpl37,Rpl37
Slc25a4,Uqcc2,Uqcc2
Manf,Rps2,Rps2
Rps2,Rpl5,Rpl5
Sec61g,Pdia3,Pdia3
Tmem14c,Nr2c2ap,Nr2c2ap
Rps3,Dnajb11,Dnajb11
Rpl9,Sec61g,Sec61g
Mif,Rps26,Rps26
Dnajb11,Arl6ip6,Arl6ip6
Ddx18,Manf,Manf
Eno1,Eif2s2,Eif2s2
Tipin,Plac8,Plac8
Rps3a1,Rpl9,Rcl1
Rtcb,Rcl1,Rpl9
S100a11,Ebna1bp2,Ebna1bp2
Rpl6,Rtcb,Rtcb
Rpl17,Tmem14c,Tmem14c
Hspa9,Eif3i,Eif3i
Rpl22l1,Slc25a4,Slc25a4
Tomm20,Hspe1,Hspe1
Mrps18b,Lgals3,Lgals3
Rpl27a,Rpl10,Pno1
Rpl14,Pno1,Rpl10
Rrs1,Rpl6,Rpl6
Rpf2,Eef1e1,Rrp15
Hspa5,Rrp15,Eef1e1
Rpl26,Ppan,Ppan
Arl6ip6,Hspa9,Hspa9
Rps8,Hspa5,Hspa5
Nr2c2ap,Rpl17,Rpl17
Atp5g1,Rpl27a,Rpl27a
Rpl13,Atp5g1,Atp5g1
Cdt1,Rpl13,Rpl13
Rpl19,Rps3a1,Rps3a1
Rpl23,Rps3,Abce1
Dad1,Abce1,Rps3
Srp19,Uqcrb,Uqcrb
Tomm5,Rpl14,Rpl14
Tmsb4x,Slc35b1,Slc35b1
Lsm7,Rpl26,Rpl26
Rpl10,Pus1,Pus1
Uqcrb,S100a11,S100a11
Psma2,Ltb,Ltb
Rpl30,Tex264,Tex264
Srm,Gpx1,Gpx1
Rpl3,Mif,Mif
Ostc,Eno1,Eno1
Rpl10-ps3,Tipin,Tipin
Rpl4,E2f1,E2f1
Rpl8,Rpl22l1,Rpl22l1
E2f1,Lsm7,Lsm7
Eef1e1,Ndufaf4,Ndufaf4
Slc35b1,Cdt1,Cdt1
Timm9,Srp19,Srp19
Sec11a,Tomm20,Tomm20
Ltb,Rrp1b,Rrp1b
Cisd1,Sec11a,Sec11a
Gpx1,Rps8,Rps8
Rps13,Mt1,Mt1
Npm1,Rpl19,Rpl19
Rpl38,Luc7l3,Luc7l3
Romo1,Dad1,Dad1
Pno1,Rpl23,Rpl23
Myl12a,Rps13,Rps13
Gimap4,Eif2a,Eif2a
Prr13,Tomm5,Tomm5
Eif2s1,Comtd1,Comtd1
Ldha,Pdrg1,Pdrg1
H13,H13,Nob1
S100a6,Nob1,H13
Luc7l3,AL590144.2,AL590144.2
Abracl,Rpl4,Rpl4
Mybbp1a,Ebpl,Ebpl
Ndufb8,Cdc6,Cdc6
Arl2bp,Arl2bp,Arl2bp
Hspd1,Rpl10-ps3,Rpl10-ps3
Ppib,Fbl,Fbl
Rps23,Acp1,Acp1
Pdrg1,Eif2s1,Eif2s1
Eif2a,Cisd1,Cisd1
Fbl,Casp8ap2,Casp8ap2
Aldoa,Snrpa,Snrpa
Abce1,Ltv1,Ltv1
Snrpa,Timm10,Timm10
Rpl22,Ldha,Ldha
Snrpf,Mrpl36,Mrpl36
Ddx21,Rpl8,Rpl8
Acp1,Rsl1d1,Rsl1d1
Rpl23a,Tmsb4x,Tmsb4x
Atp5b,Rpl3,Rpl3
