,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.40003464,-1.0630741119384766,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.0189505,-0.21928834915161133,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.62991965,-0.9939321279525757,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.40873545,-0.5990405082702637,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4522974,-1.0247175693511963,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.618607,-4.281507968902588,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.35094085,-0.559447169303894,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7154238,-0.5832680463790894,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0038993706,-0.9288545846939087,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.741759,-6.837003707885742,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.10957385,-1.0582895278930664,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.07681491,0.3167714476585388,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5119283,-0.809921145439148,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,13.179041,-1.5820467472076416,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.061639935,-0.08308875560760498,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.34002206,0.046947598457336426,True
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.04366063,-3.88798189163208,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.3432643,-1.0750508308410645,False
