,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.29462537,-2.4520421028137207,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.5504119,-0.7986540794372559,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.8335378,-1.173668622970581,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3919387,-0.6733576059341431,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3093506,-1.3411564826965332,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.5168,-17.99390983581543,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.6443893,0.13938027620315552,True,0.029689662372333125,0.03520409615524199,0.01655704401516177,236.82576604565398,0.30518879726529125,0.08643291145563126,0.13381733000278473,0.23054774993768923,0.0,0.0,0.40679081582031595,0.7812581119574611,1.6312488379149601,1.0821453095472575,41.88424849483593
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0710149,-3.1835875511169434,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0028902902,-4.282028675079346,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,118.534966,-6.925518035888672,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08667467,-2.0320630073547363,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.108520485,0.6595653593540192,True,0.1880429695066572,0.503421715749999,0.04635412691555481,92.60452382274072,0.052548529095947746,0.0762399211525917,0.6855255961418152,0.2647011996004523,0.0,0.0,0.45811364767768237,0.3076748628851842,3.2071657859045883,0.7649956807535364,17.010614566048037
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.6906754,-1.8265190124511719,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,210.89594,-5.975308418273926,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.39264083,-0.6867982149124146,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.48043856,-0.37949323654174805,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.043265186,-4.71409273147583,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2160659,-12.352700233459473,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.7221,0.10441625118255615,True,0.19151282398251127,0.10959343935590247,0.7087619666167478,19.49245549793304,9.55624175071716,0.44245025515556335,0.04051215946674347,0.20841024973284336,0.0,0.0,0.0009413989944841713,1.7347282665331187,0.27818811813305167,1.1650887719383776,0.6208350355591931
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.10170548,-0.6277210712432861,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,3.0548582,-2.016314744949341,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.5354273,-1.3426260948181152,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,3.5421886,-3.893954277038574,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.2382097,0.7041824758052826,True,0.08580561289406079,0.37391014995186406,0.4887361656160967,14.113332744018107,0.6327785968780517,0.07934808731079102,0.05642832815647125,0.4676925053294222,0.0,0.0,0.29298357185947277,0.22725683449813616,0.1630595465158594,0.24360798614435186,1.9019253990235627
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.3152866,-1.7412772178649902,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.18045084,-3.783909797668457,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.164381,-0.9837044477462769,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.0,0.0,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.4751791,0.5782567262649536,True,0.07550574660174644,0.27432934444888407,0.3591741729786131,15.335711339800055,0.7273118197917938,0.09239474684000015,0.05716617777943611,0.4293153926547015,0.0,0.0,0.2778656091835922,0.2682688722477062,0.1894733641168167,0.30870028764606117,2.2553793647135962
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,6.2806883,-5.418512344360352,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.3097914,-3.3290791511535645,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07122812,-2.420987606048584,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,5.37792,-0.819591760635376,False,,,,,,,,,,,,,,,
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,19.93666,0.09323680400848389,True,0.012989479528237532,0.006989414869750321,0.08406233206642859,23.968258728007658,31.945557661056526,0.6885666251182556,0.030553331598639488,0.24814032275776213,0.0,0.0,0.021174944810650024,2.317491929419833,0.07190366351077782,0.8459451177854111,6.348509504594979
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.85661024,-3.0862646102905273,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.27151492,-0.1145251989364624,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.42071,0.18195319175720215,True,0.1006346388459285,0.9908654596832678,0.16978519421483326,27.86617809666669,0.28103346824645997,0.021684568375349045,0.11188213527202606,0.2454010040757976,0.0,0.0,0.16848284249541856,0.10164542748705,0.449789519967704,0.9464352857508501,5.207092221772357
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.3918518,-4.318543910980225,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.31662452,-1.1835181713104248,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.8157958,-0.16199886798858643,False,,,,,,,,,,,,,,,
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.8444663,-0.32526087760925293,False,,,,,,,,,,,,,,,
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,2.2815099,0.030569493770599365,True,0.04837936023772974,0.03335467116865231,0.11727658455226948,26.75254293001324,4.457291936874389,0.2792891263961792,0.08458954840898514,0.3903877752672619,0.0,0.0,0.18529082963043825,1.1779741901554317,0.2254359383649867,0.323014730769984,9.08042185445335
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,6.6903543,-1.6277785301208496,False,,,,,,,,,,,,,,,
