wilcoxon,t-test,t-test_overestim_var
Ccl5,Fau,Ccl5
Hcst,Hcst,Hcst
B2m,Ccl5,B2m
Tpt1,Tpt1,Tpt1
Fau,Ogt,Fau
Cd3d,Rpl18a,Ptpn18
Cd52,Rpl17,Rpl18a
Ptpn18,Rpl34,Cd52
Rpl18a,Rps15a,Btg1
Fxyd5,B2m,Rps15a
Btg1,Lag3,Fxyd5
Rps15a,Btg1,Rpl17
Rpl34,H2-T23,Cd3d
Rpl17,Cd3d,Rpl34
Rps13,Gimap4,Rbm3
Gimap4,Fxyd5,Trav14-1
Cd3g,Rps14,Ogt
Rps14,Trav14-1,Cd3g
Trav14-1,Ptpn18,Gimap4
Rpl24,Rps24,Rpl24
H2-T23,Rpl24,H2-T23
Rps27,Cd52,Rps14
Ogt,Gimap3,Lag3
H2-K1,Rpl30,Rps13
Rbm3,Rps13,H2-K1
Lag3,Cd3g,Rps24
Gimap3,Trbv13-3,Nkg7
Nkg7,Shisa5,Rps27
Rpl27,Rps7,Gimap3
Rps24,Il18r1,Rpl27
H2-D1,Ccnd2,H2-D1
Rpl30,Rps11,Rpl30
Ctsw,Ctsw,Ly6c2
Srgn,Uqcrh,Ctsw
Shisa5,Txnip,Shisa5
Ly6c2,Slfn1,Rps7
Pfdn5,St6galnac3,Srgn
Rps7,Nkg7,Pfdn5
Cd3e,H2-K1,Trbv13-3
Uqcrh,Rps27,Laptm5
Il18r1,Ly6c2,Uqcrh
Rpl39,Pfdn5,Trac
Laptm5,Rbm3,Slfn1
Trac,Eif3f,Txnip
Itm2b,Srgn,Cd3e
Rps11,Bcl2l11,Il18r1
Gm8369,Laptm5,Itm2b
Eif3f,H2-D1,Rps11
Rsrp1,Cd3e,Rpl39
Trbv13-3,AA467197,Klrd1
Rpl19,Rpl27,Ifi47
Gimap6,Ifi47,Rpl32
Rpl32,Tm6sf1,Ccnd2
Cox7a2l,Trim12a,Eif3f
Ms4a4b,Il18rap,Bcl2l11
Ctsd,Rpl32,Rsrp1
Ifi47,Klrd1,Rpl19
Klrd1,Trac,Gm8369
Slfn1,Ddit4,Gimap6
S100a4,Rtp4,Rnf166
Rpl18,Rnf166,Rpl18
Gmfg,Rpl39,Ms4a4b
Selenow,Nlrc5,AA467197
Rpl21,Zdhhc18,Selenow
Ifi27l2a,Rsrp1,Il18rap
Txnip,Adcy7,Zfp36l2
Itgal,Ifit1bl1,Ifi213
Npc2,9930111J21Rik2,Trim12a
Zfp36l2,Ifit3,Rpl21
Cd2,Itm2b,Tm6sf1
Tspo,Ifi213,Gmfg
Psme1,Rpl18,Cox7a2l
Plaat3,Klrb1c,Ctsd
Rpl38,Cox7a2l,Npc2
Ifi203,Rpl19,Rpl38
Tmem50a,Gimap6,Foxn3
Slfn2,Rinl,Rinl
Rpl37,Zfp36l2,Itgal
Samhd1,Plaat3,St6galnac3
Cd53,Pdcd4,Rtp4
Rps23,Itgal,Hsd11b1
Ptprc,Selenow,Samhd1
Plac8,Samhd1,Adcy7
Rnf166,Lrrk1,Ddit4
Pglyrp1,Npc2,Zdhhc18
Rpl37a,Ccr2,Rpl37
Rinl,Foxn3,Pdcd4
Arpc1b,Igtp,Plaat3
Sp100,Ifi203,Cd2
Atxn1,Rpl37,Nlrc5
Rpl36,Slfn2,Slfn2
Zdhhc18,Rpl21,Tspo
Cd8b1,Gbp8,9930111J21Rik2
Hsd11b1,Sdcbp2,Ifi203
Rack1,Crot,Pglyrp1
Psmb10,Hsd11b1,S100a4
Rps29,Ifi208,Ccl4
Foxn3,Tsc22d3,Zbp1
Gimap5,Mxd4,Rps23
Il18rap,Ms4a4b,Psme1
Psme2,Psme1,Ptprc
Ptprcap,Slc44a2,Ifi27l2a
Rac2,Lax1,Ifi206
Tap1,Gmfg,Ifit3
Ccl4,Zfp950,Cd53
Dusp2,Tcp11l2,Igtp
Zbp1,Gm8369,Sp100
Bcl2l11,Bcl2,Rpl36
Vmp1,Ctsd,Tsc22d3
Nsa2,Ifi206,Tmem50a
Epsti1,Trim12c,Cd8b1
Ccnd2,Zbp1,Rps29
Rpl23,Cd53,Crot
Mbnl1,Gimap5,Atxn1
Gimap1,Ildr1,Rpl37a
Ctla2a,Atxn1,Plac8
S100a11,Pdgfb,Cd37
Sla,Hipk2,Ctla2a
Nop53,Ipcef1,Epsti1
Arl6ip5,Cd37,Ipcef1
Stk24,Tspo,Mbnl1
Ifi213,Cd2,Dusp2
Rps21,Rpl38,Sdcbp2
Atp5l,Psmb10,Gimap5
Limd2,Heca,Rac2
Rpl29,Gimap1,Ptprcap
Ifi206,Sytl2,Lrrk1
Ucp2,Pglyrp1,Rack1
Cd37,Gm12216,Ccr2
Tmem160,Tmem50a,Bcl2
Id2,Rps23,Psmb10
S100a6,Ash1l,Rpl23
Sh2d2a,Spopl,Ifi208
