X_paga1,X_paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,paga1,paga2,velocity_paga1,velocity_paga2
29126.45781607816,70005.6888194551,-8.986088,-5.0652833,5.2468143,-4.2533336,-2.3932385,-2.6940985,1.2497144,1.1064888,5.1761036,1.5985999,-0.6735677,2.9790149,3.7492142,-0.69051456,1.2258133,2.3865223,1.5674347,-3.6962848,-0.8586566,2.5297015,0.33133474,-2.1997597,0.2793688,-0.34940574,1.8522773,0.42362458,0.26734206,0.9018812,-0.6138476,-0.09864731,29126.45781607816,70005.6888194551,366.826311897027,2.6417080981529972
-2448.8393896366897,8049.330880092225,-0.29293,1.1049072,-8.986164,3.0002837,1.0022686,1.3293407,0.7061112,2.462036,-1.2054157,0.56819427,-1.493125,2.66258,-1.6057234,1.3220286,-0.8134438,-1.2559282,0.5752552,-0.12484194,-0.55052316,0.5944539,0.1802011,-0.48449513,-0.275537,-0.4326662,-0.2752621,-0.29783985,0.37340724,1.1390109,-0.8831522,-0.5434693,-2448.8393896366897,8049.330880092225,-44.19302947598294,-729.1722106443149
-30243.46087471957,39691.874592911605,8.491504,12.1100645,2.7349062,-4.7760787,0.45650816,1.3028044,-3.9233305,4.3535075,2.5639365,2.5181425,-2.1526656,1.8673557,1.8582411,-1.2231513,0.7680233,3.9963274,-3.4792142,-1.3680903,-1.2298075,3.3493538,3.1238594,7.3609185,0.7762763,3.0513108,1.1522847,0.49228624,-3.4068651,0.5092111,1.280246,3.8991673,-30243.46087471957,39691.874592911605,-295.77761322955524,-48.16033397078037
-13676.48999136982,45650.155295803845,-3.2226775,7.725269,-0.89219064,-7.0503798,-0.99124056,1.6253952,-1.3020107,-0.21293658,-2.398987,-2.5057893,0.49321198,1.3536398,0.6897362,1.0289007,0.42294395,1.107037,-1.2150881,1.0361623,-0.60297096,-1.3585467,0.37045798,0.56755525,1.5276947,-0.6085761,1.3060688,1.930697,-0.24806055,2.1394887,0.75327855,0.8696721,-13676.48999136982,45650.155295803845,-543.9336280602248,-294.8848967030379
14001.2001174884,15810.884212807938,-13.615606,-10.456887,-1.6712406,-0.2550968,2.2072792,1.5975958,0.8856528,1.1740478,2.250065,1.0925934,-3.2383773,-0.10028795,1.2303393,2.0587084,-1.4687486,-1.1705151,0.25222504,-0.84965724,-0.15367913,-0.2701742,0.78067565,0.71142966,-0.5551406,0.10291087,-0.0029804122,1.3747003,-0.4187184,-0.021504957,-0.077022076,0.39149216,14001.2001174884,15810.884212807938,503.8270148765673,194.64229486932942
2933.8333351438537,40018.06352068062,-9.6603155,-4.1167107,-5.6289444,2.3458343,-2.930422,0.66547585,-1.9768218,-1.7513118,-1.0479803,1.459806,1.4332093,-0.63641196,-1.1531934,-2.1394854,-0.23638244,0.44592443,-0.014941622,-0.4982651,-0.7088674,-0.45011958,0.64431435,1.3735174,0.8128329,1.2300605,0.12015914,-0.7141231,-0.46265528,-0.053983595,0.07244056,0.77890176,2933.8333351438537,40018.06352068062,-143.1985824818628,-797.8366489797213
12306.254635922021,59847.442889643025,-10.535634,-1.0096707,-0.7294266,-3.7251291,-2.256892,-1.6182772,-1.7074519,-0.5893192,-0.3378323,-0.7980003,1.5573442,0.432771,-0.4192506,-0.38810983,0.4280855,0.23304093,-0.42049682,0.016615378,-1.0931116,1.1198025,0.16072948,-1.1835691,-0.81833416,-1.0021427,0.051647317,0.5679383,-0.6850215,-0.40720618,-0.23403618,-1.4482086,12306.254635922021,59847.442889643025,579.4333342899805,-83.64257449639187
5587.493268875575,18146.462966737,-13.114996,-8.961229,-1.9026222,-2.606387,-0.23462354,-0.2384044,-1.1816976,-0.52992463,0.90504277,1.4035844,-1.6492985,-0.21103916,1.2894096,1.2537041,-0.68980014,-1.2206829,-1.1636686,0.06523177,0.7288008,-0.26516756,-0.8774197,-0.44407442,-0.13681827,0.03287788,0.065526105,0.6249088,-0.15350214,-0.053332135,-0.25080714,0.2089796,5587.493268875575,18146.462966737,303.68347865258926,100.17363807315951
-33444.948930597064,41591.929183342894,1.0373213,12.363632,0.3765792,-2.0004373,0.21639904,0.5815698,-0.8040987,-3.0668628,1.3539653,-0.7689905,-1.540876,-1.1494718,0.38557622,-1.0224591,-0.17728889,-1.4695939,0.07180536,0.0022496362,-1.149311,-1.3258829,0.5272163,0.5337197,-0.43762714,-1.0130978,-1.1348588,0.25105038,-0.014697036,-1.5714265,0.9794028,0.7596125,-33444.948930597064,41591.929183342894,-159.15465638945747,-168.35555072942975
-29182.077774620724,39206.539598762414,1.0456241,8.753229,-2.0925689,-1.7460084,0.10920001,3.7299538,1.2057903,1.1653699,-1.6524272,-2.7884235,-0.18232615,0.9082776,1.275985,-0.31641576,-0.34279937,0.56972474,0.71884966,-0.23829822,-0.928038,-0.1474555,-3.156075,-0.3669966,-1.695813,0.19863655,0.5610176,0.91446424,2.0190232,0.46049368,1.1203513,-0.5923232,-29182.077774620724,39206.539598762414,-541.9123538499164,199.524224464591
12892.380677693665,11089.62255819878,-13.152673,-0.68851554,1.8643082,3.1668334,-1.3972123,-1.7243096,-0.6300681,-0.9260906,-0.54677975,-0.9103706,-1.30121,-0.34045786,-0.82015765,0.37746122,0.24942262,-0.270293,0.08338552,1.0129236,0.3425245,-0.06519646,-0.13502279,-0.45798257,-0.1747991,-0.5158931,0.16524403,0.06821843,-0.31287202,-0.4526328,-0.37745157,0.46485406,12892.380677693665,11089.62255819878,-311.8219443615445,-226.52015629517985
-4337.071301325317,64382.84037893638,-13.309954,-0.37245795,-0.3107112,-0.0829736,-3.890751,0.48044503,1.874135,-3.3133311,0.4566191,2.052664,0.91824734,-0.5654473,0.16796623,-1.0125729,1.6904823,1.1970732,0.571937,1.3405997,-0.061886907,-0.40739888,-0.8263556,-0.6506293,-0.7101937,0.5053216,0.07739931,-0.048138715,1.1195945,0.39028534,0.91024363,-0.3263063,-4337.071301325317,64382.84037893638,-309.2472800951552,-223.16471137312192
-21735.574973642742,48805.18763043667,-2.8807313,6.1096,-1.6133482,-5.97399,-0.054703884,2.1389647,-0.94729406,-2.7241337,-2.6727786,1.0564852,-1.8866917,2.0642107,0.5241544,0.40978566,-0.03038044,1.0870559,1.4010804,0.7385292,-1.2882677,0.06309687,0.8066821,-1.4423801,0.33916727,-1.002772,-0.8118291,0.9025787,0.5416463,0.6780127,0.07971691,-1.601095,-21735.574973642742,48805.18763043667,-710.2457900925184,-276.9620729234178
64031.931179303625,-132216.69535611052,12.940525,-4.5380588,-0.8058711,-0.65536505,-1.1291097,0.017786872,0.33866483,-1.9992793,-0.5877115,-2.5758564,-0.6424023,-0.1299459,-0.23399092,-0.56474435,-0.23553567,-0.24918242,-1.2952925,0.8673898,1.5634509,-0.4630296,0.7581423,-0.25637704,-0.07494892,-1.1556941,-2.048623,0.08310613,0.26467994,-0.82012576,-1.260326,0.17654292,64031.931179303625,-132216.69535611052,548.6701216509418,-147.51838335637274
41324.89395591924,56038.83887686972,-10.396232,-1.6097449,3.0893614,0.08868039,-2.837077,0.18316235,-4.170117,3.8259068,-1.3817165,-1.8620425,-0.26683944,-1.6324042,0.012323896,3.5355809,-0.7377424,-0.9182621,1.0636493,-0.40780553,2.6005225,-1.9064097,1.3452282,0.29895446,0.021728437,-1.113966,0.093675174,-1.352572,1.3023437,0.9172768,-0.086782575,-0.3738959,41324.89395591924,56038.83887686972,237.92973740943074,-219.63644351379696
54996.587743008626,-131487.77447586285,14.758982,-4.0992303,-0.0983702,-1.7338225,-1.2172041,1.619315,-0.3405031,0.8757929,0.38677874,-1.6959165,-0.001195848,1.7528743,0.25335237,0.6077784,-1.4354154,1.3679851,0.22518891,0.24115308,-0.020615354,-3.3347988,-0.71856225,-0.8715359,0.38011017,-2.2159762,1.6421237,1.1772009,-0.31103656,-0.7295283,0.6372819,-2.6394744,54996.587743008626,-131487.77447586285,141.07090081786006,-190.31510778666257
-16921.071828024065,45172.57409737528,-5.9740744,7.5550056,-2.621951,1.6185678,-5.8507566,1.6109514,1.334319,2.1959882,-1.3727019,0.28133926,1.7890706,-1.8460121,-2.0792496,-1.8573844,-1.5463262,-0.5484898,-0.7522644,1.245425,0.4798665,0.32864976,-0.4659431,-0.31882942,-0.40477943,0.2585774,0.7400266,-0.37084344,-1.8771479,-0.08893867,-0.5315242,-1.0827923,-16921.071828024065,45172.57409737528,-498.2452067521241,-965.1876980444567
59996.6800045027,-129579.78202170096,14.186258,-2.421363,-0.8832354,-0.9066778,-1.1313475,0.74640334,-0.380996,0.38959122,-2.021603,-1.6566277,0.27602443,1.2013488,0.37015498,-0.5391156,0.10724393,0.29463094,-2.547564,-0.9551326,-1.8947924,-0.57838506,-1.0667223,0.08703527,-2.1577659,0.1219068,0.54721427,-0.79112005,2.7702553,0.11299173,1.9472113,0.32899073,59996.6800045027,-129579.78202170096,440.28437131042944,-117.37166265276164
4549.411764999016,44339.59288773868,-10.730021,-1.3549407,-4.804264,-5.0506425,2.8677747,-2.9522967,2.1873808,6.662795,-0.28979865,0.0773795,-0.2146629,-1.9397478,-1.9157815,-1.2003118,-0.46026534,-0.3584672,1.8428879,0.7530286,-1.53325,0.54949784,-0.50323784,1.2817024,-0.15164264,0.47839138,-1.2768894,-1.3592685,0.14409037,0.3112361,-0.36221972,-0.4249909,4549.411764999016,44339.59288773868,-248.7147619247369,-245.08274630435363
-32290.05937327013,44076.31424409073,1.5018713,13.057157,1.6530905,-2.8967807,0.89509034,0.9663474,1.1452779,-0.37531596,3.8845575,-1.5476822,-0.38243973,-0.32093292,-0.79541403,1.1124803,1.7360997,-1.4563555,-0.20821433,-1.0939232,-2.7296035,-1.3456491,-2.4629505,0.17370532,1.5603881,-2.4094622,1.3363394,-0.34407493,-1.8930421,-0.4829576,-1.4718025,0.31858334,-32290.05937327013,44076.31424409073,-261.6627666396341,-252.0172739766204
