wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps29,Rps27,Rps27
Rps27,Tpt1,Tpt1
Rps14,Rps7,Rps7
Rpl12,Rpl12,Rpl12
Tpt1,Rps29,Rps29
Rps7,Rps16,Rps16
Rps16,Rps14,Rps14
Rps15a,Rps15a,Rps15a
Rplp1,Rpl17,Rpl17
Rpl35a,Rpl35a,Rpl35a
Rpl17,Rpl23,Rpl23
Rpl19,Rpl30,Rpl30
Rpl5,Rpl19,Rpl19
Rpl30,Rpl21,Rpl21
Rpl9,Rplp1,Rplp1
Rps9,Rpl5,Rpl5
Rpl23,Rpl37a,Rpl37a
Rpl21,Rpl9,Rpl9
Rpl13,Rpl13,Rpl13
Rpl37a,Rps9,Rps9
Rps27a,Rpl18a,Rpl18a
Rps3a1,Rps19,Rps19
Rps23,Rps3a1,Rps3a1
Rpl27a,Rps4x,Rps4x
Rps4x,Rps27a,Rps27a
Rps19,Rps23,Rps23
Rps3,Rps3,Rps21
Rps20,Rps21,Rps3
Rpl26,Rpl27a,Rpl27a
Rplp2,Rps13,Rps13
Rpl18a,Rps20,Rplp2
Rps21,Rplp2,Rps20
Rps13,Rpl26,Rpl26
Rpl34,Fau,Fau
Rps28,Rpl34,Rpl34
Fau,Rpl39,Rpl39
Rpl8,Rps28,Rps28
Rps18,Rpl36,Rpl36
Rpl39,Rpl8,Rpl8
Rps8,Rps8,Rps8
Rpl36,Rps18,Rps18
Rpl37,Rpl37,Rpl37
Rpl11,Rps5,Rps5
Rpl36a,Rpl11,Sell
Rpl18,Sell,Rpl11
Rps6,Rpl18,Rpl18
Rps5,Rack1,Rack1
Rack1,Rps6,Rps6
Rps15,Rpl36a,Tcf7
Rpl7,Tcf7,Rpl36a
Rpl32,Rps15,Rps15
Eef1a1,Rpl32,Rpl32
Rpl15,Rpl7,Rpl7
Rps25,Eef1a1,Eef1a1
Rpl38,Ltb,Rpl38
Eef1b2,Rpl38,Ltb
Ltb,Rpl15,Rpl15
Rpl23a,Rps25,Rps25
Tcf7,Rpl23a,Rpl23a
Sell,Eef1b2,Eef1b2
Rps10,Rps10,Rps10
Rpl6,Lef1,Lef1
Rpl35,Dapl1,Dapl1
Rps26,Rpl6,Rpl6
Rpl22,Rps26,Rps26
Rpl10,Btg1,Btg1
Btg1,Rpl35,Rpl35
Rpl3,Rpl22,Rpl22
Lef1,Il7r,Il7r
Rps11,Rpl10,Foxp1
mt-Nd2,Foxp1,Ccr7
Rpl10a,Ccr7,Rpl10
Rapgef6,Rpl3,Rpl3
Foxp1,Rapgef6,Rapgef6
Satb1,Rps11,Rps11
mt-Nd4,mt-Nd2,mt-Nd2
Rpl27,Rpl10a,Rgs10
Dapl1,Rgs10,Rpl10a
Arl4c,Evl,Evl
Cox7a2l,Satb1,Satb1
Shisa5,Arl4c,Arl4c
Npc2,mt-Nd4,mt-Nd4
Rps12,Rpl27,Rpl27
Il7r,Ccnd2,Ccnd2
Rpl4,Ramp1,Ramp1
Rpl24,Shisa5,Shisa5
Evl,Cox7a2l,Cox7a2l
Ccr7,Npc2,Npc2
Rgs10,Rps12,Rps12
Rpl14,Rpl24,Igfbp4
Peli1,Igfbp4,Rpl24
Ccnd2,Chd3,Chd3
Limd2,Peli1,Ssbp2
Rabac1,Ssbp2,Peli1
mt-Cytb,Rflnb,Rflnb
Ablim1,Rabac1,Tespa1
Pfdn5,Tespa1,Rabac1
Bcl11b,Il6ra,Il6ra
Rplp0,Rpl4,Rpl4
Rpl28,Il6st,Il6st
Ighm,Pdk1,Pdk1
Rpl29,Rps27rt,Rps27rt
Ptpn18,Txnip,Tdrp
Chd3,Tdrp,Txnip
Rps27rt,Rpl14,Rpl14
Mycbp2,mt-Cytb,Fam189b
mt-Atp6,Ighm,Ccr9
Ramp1,Limd2,mt-Cytb
Grap2,Fam189b,Ighm
Txnip,Ccr9,Limd2
Rpl31,Ctss,Ctss
Pdcd4,Pik3ip1,Pik3ip1
Mbnl1,Pdcd4,Pdcd4
Rpsa,Grap2,Grap2
Klf13,Bcl11b,Bcl11b
Igfbp4,Ablim1,Tcp11l2
Tespa1,Rpl28,Ablim1
Fam189b,Tcp11l2,Rpl28
Eif4a2,Mycbp2,Cd2ap
Tmsb10,Cd2ap,Mycbp2
Npm1,Dph5,Dph5
mt-Nd1,mt-Atp6,Rpl29
Ssbp2,Rpl29,mt-Atp6
Rflnb,Iigp1,Iigp1
Arhgap45,Nsg2,Nsg2
Eif3e,Klk8,Klk8
H2-K1,Rplp0,Scml4
Saraf,Scml4,Rplp0
Il6ra,Pfdn5,Pfdn5
Ccr9,Ptpn18,Rapgef4
Eef1g,Rapgef4,Tmem108
Srsf5,Tmem108,Ptpn18
Il6st,Ssh2,Treml2
Tdrp,Treml2,Ssh2
Pdk1,AC149090.1,AC149090.1
Nsa2,Kbtbd11,Kbtbd11
Ctss,Tnrc6b,Tnrc6b
mt-Co3,Tmsb10,Actn1
Tnrc6b,Actn1,Tmsb10
Arhgap15,Klf3,Klf3
Klk8,Ypel3,Ypel3
Naca,Id3,Id3
Ssh2,Klf13,Klf13
Fyb,mt-Nd1,Zbtb20
Ogt,Zbtb20,Rgcc
Emb,Rgcc,mt-Nd1
Hcst,Inpp4b,Inpp4b
Stat1,Rpsa,Ifit1bl1
Pik3ip1,Ifit1bl1,Il27ra
Dgka,Il27ra,Rpsa
Actn1,H2-K1,Atp1b1
Zfp292,Atp1b1,Pmepa1
Rsrp1,Eif4a2,H2-K1
Kmt2a,Pmepa1,Eif4a2
Ypel3,Ttc3,Ttc3
Klf3,Sh3bp5,Sh3bp5
Trdc,Fam78a,Fam78a
Iigp1,Rpl31,Bach2
Cd2ap,Znrf1,Znrf1
Rps17,Bach2,H2-DMa
Tcp11l2,H2-DMa,Rpl31
Dph5,Npm1,Arhgap5
Cd3g,Bcl2,AB124611
Cd8b1,AB124611,Bcl2
Macf1,Crtc3,Crtc3
Nsg2,Zfp292,Npm1
Utrn,Arhgap5,Zfp292
Ppp1r14b,Mbnl1,Mbnl1
AC149090.1,Trdc,Trdc
Zfp36l1,Ogt,Ogt
Selenow,Itpr2,Itgae
Nsd3,Itgae,Itpr2
Scml4,Dennd2d,Dennd2d
Srrm2,Zcchc7,Abcg1
Rapgef4,Abcg1,Zcchc7
Tmem108,Arhgap45,Kdm5b
Zcchc7,Kdm5b,Arhgap45
Cd8a,mt-Co3,Tasor2
Treml2,Tasor2,mt-Co3
Ddx6,Arhgap15,Trat1
Rpl22l1,Kmt2a,Arhgap15
Rgcc,Rnf167,Rnf167
Id3,Trat1,Kmt2a
Ddx5,Slc12a7,Slc12a7
mt-Nd5,Ikbkb,Ikbkb
Acp5,Saraf,Saraf
Cd3d,Stat1,St6gal1
Junb,Rassf2,Rassf2
S1pr1,St6gal1,Stat1
mt-Nd3,Zfp652,Slfn5
Psme1,Slfn5,Zfp652
Clec2d,Tcf12,Tcf12
Zbtb20,Il4ra,Il4ra
Pura,Gm20696,Gm20696
Bcl2,Ifngr2,Ifngr2
Kbtbd11,Foxo1,Foxo1
Stk38,Dgka,Dgka
Top2b,Eif3e,Als2cl
Ifit1bl1,Als2cl,Mettl1
Crlf3,Mettl1,Eif3e
Inpp4b,Tanc1,Tanc1
Eif3f,Tent5a,St8sia1
Fam78a,St8sia1,Tent5a
Cd27,Pura,Kif1b
Cd37,Zfp36l1,Pura
Hspe1,Kif1b,Zfp36l1
Ifi47,Emb,Emb
Il27ra,Fam241a,Fam241a
Atp1b1,Clec2d,Tecpr1
Tnrc6c,Tecpr1,Clec2d
Cmah,Dzip1,Dzip1
Slc38a2,Selenop,Selenop
Pmepa1,Eef1g,Crebrf
Ikbkb,Srsf5,Srsf5
Bach2,Crebrf,Eef1g
Map4k4,Smarca2,Smarca2
AB124611,Tnrc6c,Tnrc6c
Sh3bp5,Ms4a4c,Zbtb4
Arhgap5,Zbtb4,Ms4a4c
Pnisr,Trim12a,Trim12a
Trim12a,Ppp1r14b,Ikbke
Ttc3,Ikbke,Ppp1r14b
Cd53,Naca,Camk2d
Crtc3,Camk2d,Naca
Cnbp,Cmah,Thra
Foxo1,Sesn3,Cmah
Znrf1,Thra,Sesn3
Rpl7a,Neurl3,Neurl3
Tut4,Dyrk2,Dyrk2
Tecpr1,Adcy7,Fchsd2
Nop10,Fchsd2,Adcy7
Ndufa6,Nsa2,Mybbp1a
H2-DMa,Mybbp1a,Nsa2
Atp11b,Filip1l,Filip1l
Itgae,Kmt2c,Kmt2c
Rbbp6,Utrn,Utrn
Rpl13a,Gbp2,Gbp2
Itpr2,Hcst,Gpatch4
Tcf12,Gpatch4,Hcst
Trat1,Etnk1,Etnk1
Mrpl23,Fyb,Fyb
Kdm5b,Crlf3,Crlf3
Rhoh,Parp8,Parp8
Klf2,Trim56,Cxxc5
Tmem59,Cxxc5,Trim56
Fubp1,Mylip,Mylip
Dennd2d,Mdn1,Mdn1
Ripor2,Slc15a2,Slc15a2
Abcg1,Akap8l,Akap8l
Gm11808,Pcmtd1,Slc49a4
Rnf167,Slc49a4,Pcmtd1
Eif4b,Izumo4,Izumo4
Bptf,Zfp945,Zfp945
Cd3e,Rasgrp1,Eps8l1
Tasor2,Kdm7a,Kdm7a
Slfn5,Eps8l1,Rasgrp1
St6gal1,Gm12216,Gm12216
Slc12a7,Chd6,Chd6
Dock10,Rsrp1,Pecam1
Tent5a,Pecam1,Card6
Adcy7,Card6,Rsrp1
H2-T23,Ddx60,Ddx60
Srpk1,Zkscan3,Zkscan3
Smad7,Mga,Mga
Stk4,Ubn2,Kcna2
Gm20696,Kcna2,Ralgps2
Zfp652,Ralgps2,Ubn2
Ifngr2,9930111J21Rik2,Gigyf1
Arhgef1,Gigyf1,9930111J21Rik2
Uba52,Asxl2,Asxl2
Etnk1,Tasor,Tasor
Gramd1a,Klf7,Klf7
Jak1,Pacsin1,Pacsin1
St8sia1,Ash1l,Ash1l
Als2cl,Rps17,Setd7
Il2rg,Setd7,Actn2
Rassf2,Actn2,Sema4b
Pik3cd,Gramd1a,Gramd1a
Fam241a,Sema4b,Rps17
Cirbp,Thoc2l,Thoc2l
Txk,Zfp950,Zfp950
Camk2d,Ddx6,Fbxl20
Dzip1,Akap9,Ddx6
Tanc1,Gbp8,Akap9
Selenop,Stk38,Gbp8
Il4ra,Fbxl20,L3mbtl3
9930111J21Rik2,Zeb1,Stk38
Nop53,L3mbtl3,Tlr1
Mettl1,Cd3g,Zeb1
Zbtb4,Art2b,Art2b
Pitpnc1,Tlr1,Cd3g
Crebrf,Ldlrap1,Ldlrap1
Kmt2c,Slc17a9,Slc17a9
Skap1,Hvcn1,Hvcn1
Btg2,Fam102a,Fam102a
Kif1b,Hdac4,Hdac4
Tasor,Cd37,Cd37
Trp53,Idh2,Idh2
Tprgl,Tgfbr2,Smad1
Ash1l,Nsd3,Adgrg5
H2-Q4,Adgrg5,Tgfbr2
Pnrc1,Smad1,Timp2
Slc44a2,Timp2,Nsd3
Thra,Zfp318,Zfp318
Ms4a4c,Macf1,Macf1
mt-Co1,Slfn8,Slfn8
Smarca2,Orai2,Orai2
Sesn3,Srm,Plekha1
Rbm5,Plekha1,Srm
Rasgrp1,Cd55,Cd55
Eif5,Gbp9,Gbp9
Jun,Acp5,Slc28a2b
Neurl3,Thada,Thada
Fos,Map4k4,Sox4
Filip1l,Slc28a2b,Acp5
Fchsd2,Uvssa,Rnf130
Rasal3,Sox4,Uvssa
