wilcoxon,t-test,t-test_overestim_var
Tox,Lag3,Tox
Lag3,Tox,Lag3
Ifi27l2a,Ccdc30,Ifi27l2a
Slamf6,Ccr6,Slamf6
Cd27,Il1rl1,Ptpn11
Bcl2a1b,Zfp865,2210016L21Rik
S100a11,Ptpn11,Ptpn6
Ptpn11,2210016L21Rik,Cd27
Rpsa,Bcl6,S100a11
Ptpn6,Slamf6,Pdcd1
Rps12,Tacc2,Il1rl1
2210016L21Rik,Ifi27l2a,Bcl2a1b
Pdcd1,Pdcd1,Rgs10
Churc1,1700019D03Rik,Rpsa
Rgs10,Ddit4,Rps12
Cst7,Tnfrsf4,Churc1
Arpc3,Cd68,Smco4
Ptms,Vax2,Rpl28
Rpl28,Art3,Cst7
Arap2,Sfi1,Inpp4b
Serpinb6b,Lamc1,Rpl32
Rpl32,Tmem18,Ddit4
Smco4,Gemin8,Serpinb6b
Rpl10a,Stoml1,Oxsr1
,Cd200r1,Ptms
,C1qtnf12,Ccdc30
,Gpm6b,Farsb
,Nrgn,Nrgn
,Tmem104,Arap2
,Oxsr1,Zfp865
,Ptpn6,Tmem167
,Tox2,Bcl2l11
,Izumo1r,Rps26
,S100a11,Arpc3
,Cd27,Ccr6
,Rgs10,Lrmp
,Marveld2,Rap1a
,Zfp968,Sdcbp2
,Tmem221,Rps18
,Lancl3,Psen2
,Ephx1,Stap1
,Nfe2,Tnfrsf4
,Mgat4b,Eea1
,Plekhg2,Ide
,Prss30,P2ry10
,Foxo3,Cd68
,Zan,Plekhg2
,Rps12,Lclat1
,Lclat1,Tacc2
,Smco4,Prkch
,Qtrt2,Naa60
,Snx13,Rpl10a
,Zbtb26,Foxp4
,Cd22,Tox2
,9930111J21Rik1,Rnf10
,Iffo1,Pglyrp1
,Akr1c13,Syt11
,Nipal1,Sco2
,Usp46,Gimap5
,Pqlc2,Hmox2
,Tanc2,Exoc7
,Fmo5,Ndfip1
,Rybp,1700123O20Rik
,Nat2,Naca
,Atp6v1g2,Gemin8
,Inpp4b,Dnajb1
,Zswim4,Cpt1a
,Zfp182,Rinl
,Tmem164,Ifi35
,Pdcd1lg2,Phf11b
,Slc22a15,Adk
,Pak6,Xcl1
,Det1,Dido1
,Sco2,Lgals3
,Tfcp2,Dhx58
,Foxp4,Ikzf2
,Bcl2a1b,Rps6
,Smcr8,Icos
,Rpl32,Plscr1
,Cnpy4,Tmem18
,Naa60,Ndufa13
,Hhat,Prkca
,Cst7,Tspan32
,Ercc8,D5Ertd579e
,St6galnac3,Tm2d3
,Pdzk1ip1,Nfatc1
,Rpsa,Sh3glb2
,Farsb,Bcl6
,Churc1,Lsm1
,Gnaq,Zfp207
,Bcl2l11,Art3
,P2ry10,Ctsb
,Gas2,Sept7
,Spindoc,Eif3h
,U2af1l4,Pnisr
,Eea1,Dhrs4
,Atmin,Aff3
,Dusp16,Ggct
,Atg9a,Ppfia1
,Pla2g6,Ephx1
,Nek4,Rybp
,Tmem216,Pdcd1lg2
,Acsf2,St6galnac3
,Extl3,Ppp1r16b
,Lipt1,Tmem164
,Pabpc1l,Stoml1
,Sdcbp2,Rtp4
,Usp21,Prag1
,Exoc7,Izumo1r
,Lrmp,Hibch
,Cmtr2,Tprkb
,Bace1,Batf
,Rps18,Ppt1
,Tspan32,Zfp451
,Arpc3,Slc5a3
,1700030K09Rik,Bhlhe40
,Repin1,Snx18
,Tmem159,Gimap3
,Tnfsf13b,mt-Cytb
,Egr3,Gldc
,Alg11,Zfand6
,Dcun1d4,Eif2b3
,Stap1,Tnfrsf9
,Psen2,Gramd1b
,Tnfsf11,Hip1
,Grk4,Cd22
,Arap2,Nrp1
,1700010I14Rik,Wdr26
,Plagl1,Trim34a
,Cep170,Atp5e
,Ptms,Xaf1
,Polm,S100a6
,Cpt1a,Iffo1
,Ide,Ehd4
,R3hcc1l,Znhit6
,Snx18,Tgs1
,Areg,Extl3
,Rab6b,Zfp182
,Dync2li1,Nr2c2ap
,Serpinb6b,Fdxr
,Rasgef1a,Slc22a15
,Rpl28,Vps29
,Xcl1,Stxbp3
,Tmem161b,Adora2a
,Prag1,Pon2
,Mipol1,Bmt2
,Anks3,Nat2
,Zfp991,Rps8
,Gm10643,Ttc19
,Syt11,Cd3d
,Slc5a3,Cnpy4
,Bmt2,Tmem161b
,Ppp2r3a,Ndufv2
,Hdac6,Zfp26
,Adrb1,Slc4a1ap
,Fam43a,1700019D03Rik
,1700123O20Rik,Decr1
,Tmem63a,Hivep2
,Pde1b,Gm2000
,Lratd2,Eif3f
,Specc1,Mterf4
,Tmem171,Pak6
,Rbm8a2,Trbc2
,Fcsk,Vax2
,Fhit,Kif3b
,Vps18,Foxo3
,Ly6k,Atf7ip
,Lysmd4,Sdccag8
,Ggct,Gga1
,Capsl,Gas2
,Dhrs4,Det1
,Pigg,A630001G21Rik
,Usp20,Ptprcap
,Sh3bp2,Selenow
,Pde10a,Sfi1
,Dido1,Mindy3
