,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.53742045,-0.43026959896087646,False,,,,,,,,,,,,,,,,0.1108475923538208
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.7474625,-0.4068479537963867,False,,,,,,,,,,,,,,,,-0.32361888885498047
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.43943757,-3.054859161376953,False,,,,,,,,,,,,,,,,-1.8461647033691406
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.39088628,-0.7949299812316895,False,,,,,,,,,,,,,,,,0.0474015474319458
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.9470185,-0.12448275089263916,False,,,,,,,,,,,,,,,,0.1873665452003479
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.009787,-15.301605224609375,False,,,,,,,,,,,,,,,,-9.383166313171387
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.47903395,-0.6908749341964722,False,,,,,,,,,,,,,,,,-0.2728409767150879
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.7776284,-0.6912834644317627,False,,,,,,,,,,,,,,,,-0.2628096342086792
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0048395623,-5.410172939300537,False,,,,,,,,,,,,,,,,0.038518667221069336
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.6533318,-3.741020679473877,False,,,,,,,,,,,,,,,,-3.4303669929504395
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.10221989,-2.944157123565674,False,,,,,,,,,,,,,,,,-0.07809615135192871
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13463204,-0.1644841432571411,False,,,,,,,,,,,,,,,,0.35650038719177246
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.45932588,-0.45037078857421875,False,,,,,,,,,,,,,,,,-0.4330943822860718
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,116.97919,-4.580719947814941,False,,,,,,,,,,,,,,,,-4.468009948730469
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2469873,-1.1069412231445312,False,,,,,,,,,,,,,,,,-0.11709964275360107
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.31675193,-0.6666680574417114,False,,,,,,,,,,,,,,,,-0.4077388048171997
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.18301839,-12.860723495483398,False,,,,,,,,,,,,,,,,-0.15266406536102295
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5739427,-1.6099021434783936,False,,,,,,,,,,,,,,,,-1.5836820602416992
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.266626,0.027815818786621094,False,0.06316526818540355,0.027645662939582344,0.08396427767457523,17.107833649988592,10.378079402446744,0.7431449890136719,0.12405943870544434,0.3538378981449059,0.0,0.0,0.1389004809369193,2.2862245049586525,0.3349359140827738,0.45447722822049885,5.736577308542018,0.0912543535232544
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,1.6322955,-1.7145864963531494,False,,,,,,,,,,,,,,,,-0.05374431610107422
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,3.0551276,-1.6182074546813965,False,,,,,,,,,,,,,,,,-1.5975935459136963
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.6078469,-1.2497789859771729,False,,,,,,,,,,,,,,,,-0.8873739242553711
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.2171245,-1.1292927265167236,False,,,,,,,,,,,,,,,,-1.0672719478607178
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.5599763,-1.2377862930297852,False,,,,,,,,,,,,,,,,-0.9878883361816406
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.1536474,-1.5859920978546143,False,,,,,,,,,,,,,,,,-1.547778606414795
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.2651012,-1.3605761528015137,False,,,,,,,,,,,,,,,,-0.2685978412628174
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.2188258,-3.4348816871643066,False,,,,,,,,,,,,,,,,-2.3349435329437256
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.050655395,-11.891911506652832,False,,,,,,,,,,,,,,,,-0.04829287528991699
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.90246177,-2.0849642753601074,False,,,,,,,,,,,,,,,,-1.7058382034301758
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.1842926,-0.3748486042022705,False,,,,,,,,,,,,,,,,-0.3506981134414673
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.2095678,-1.849257469177246,False,,,,,,,,,,,,,,,,-1.3076672554016113
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.103526615,-6.307548999786377,False,,,,,,,,,,,,,,,,0.001387476921081543
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,3.7064397,-0.6194335222244263,False,,,,,,,,,,,,,,,,-0.5909022092819214
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,18.365318,0.8973971605300903,False,0.08174048001694463,0.0059314644325382535,0.08484025645925171,28.9104191006382,29.204493522644043,5.100651741027832,0.22413799166679382,0.7896884009132298,0.0,0.0,0.4071081920065054,13.283835292250053,0.6012922945544765,0.08537883714637812,7.408458720088947,0.9127175360918045
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.56909806,-0.03412890434265137,False,,,,,,,,,,,,,,,,0.03855401277542114
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.3777857,-0.6710847616195679,False,,,,,,,,,,,,,,,,-0.6245691776275635
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.414143,-0.37967872619628906,False,,,,,,,,,,,,,,,,-0.12870681285858154
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.5601258,-1.0674259662628174,False,,,,,,,,,,,,,,,,-1.0487518310546875
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.5170344,-0.7065560817718506,False,,,,,,,,,,,,,,,,0.30334341526031494
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,1.1395556,-1.2782304286956787,False,,,,,,,,,,,,,,,,-0.04513990879058838
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.409533,-1.4517076015472412,False,,,,,,,,,,,,,,,,-0.08315408229827881
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.4944487,-2.5555717945098877,False,,,,,,,,,,,,,,,,-1.9028701782226562
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,7.277728,-6.08295202255249,False,,,,,,,,,,,,,,,,-3.389115810394287
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.69409275,-1.0128812789916992,False,,,,,,,,,,,,,,,,-0.6865867376327515
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.6399255,-0.09420502185821533,False,,,,,,,,,,,,,,,,-0.04472160339355469
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.16413498,-0.7207144498825073,False,,,,,,,,,,,,,,,,-0.358728289604187
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.7056878,-1.987818717956543,False,,,,,,,,,,,,,,,,-1.8054099082946777
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.61267084,-1.709883689880371,False,,,,,,,,,,,,,,,,-0.9272969961166382
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.6123408,-0.543480396270752,False,,,,,,,,,,,,,,,,-0.3987617492675781
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.7320955,-0.6497156620025635,False,,,,,,,,,,,,,,,,-0.5878850221633911
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,7.889255,-10.056904792785645,False,,,,,,,,,,,,,,,,-5.145796298980713
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.35382324,-0.9510973691940308,False,,,,,,,,,,,,,,,,-0.722022533416748
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.03161798,-0.38394808769226074,False,,,,,,,,,,,,,,,,0.0489194393157959
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.5236321,-0.34130382537841797,False,,,,,,,,,,,,,,,,-0.3394840955734253
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,11.166799,-2.388230323791504,False,,,,,,,,,,,,,,,,-2.3259694576263428
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.326326,-0.7541321516036987,False,,,,,,,,,,,,,,,,-0.5420689582824707
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.1232737,-4.718265056610107,False,,,,,,,,,,,,,,,,-2.969538450241089
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.490402,-3.2420339584350586,False,,,,,,,,,,,,,,,,-1.5236637592315674
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.18306173,-0.3846639394760132,False,,,,,,,,,,,,,,,,-0.026037096977233887
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.1605138,0.032482683658599854,True,0.09033024925226549,0.12950979340343752,0.1135702108765665,22.947234415123674,0.6725454660256703,0.14469008147716522,0.11485978215932846,0.2643493199545601,0.0,0.0,0.09893616116286369,0.40715355982675966,0.4514317946058923,0.5617614190940388,5.635205899150423,0.3011590242385864
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.7962396,-0.2738502025604248,False,,,,,,,,,,,,,,,,-0.13832008838653564
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.29286,-2.873244524002075,False,,,,,,,,,,,,,,,,-2.690694570541382
