wilcoxon,t-test,t-test_overestim_var
Ccl5,Zeb2,Ccl5
Lgals1,S100a4,Lgals1
S100a10,Ccl5,S100a4
Nkg7,Cx3cr1,Zeb2
S100a6,Lgals1,S100a6
S100a4,Klrg1,Ahnak
Zeb2,S100a6,S100a10
Tmsb4x,Il18rap,Il18rap
Ahnak,Ahnak,Gzmb
Gzmb,Itgb1,Itga4
Itga4,Klrc1,Cx3cr1
Ctsd,Gzmb,Tmsb4x
Il18rap,Gzma,Itgb1
Itgb1,S100a10,Nkg7
Rap1b,Itga4,Klrg1
Myl6,Tmsb4x,Ctsd
Actb,Rora,Klrc1
Cx3cr1,Bhlhe40,Gzma
Cd52,Ctsd,Bhlhe40
Rac2,Nkg7,Rap1b
Klrg1,Ccl4,Rora
Klrc1,Ifng,Actb
Abracl,Ccr2,Myl6
Cyba,S1pr5,Cd52
Laptm5,Rap1b,Ccl4
Ms4a4b,Lgals3,Rac2
Sh3bgrl3,Actb,Id2
Lsp1,Id2,Cyba
Bhlhe40,Trav14-1,Abracl
Arpc2,Klrc2,Spn
Cd48,Spn,Ms4a4b
S100a13,Myl6,Lsp1
Rora,Itgb2,Sh3bgrl3
Id2,Cd48,Cd48
Hcst,Abracl,S100a13
Ccl4,Pycard,Ifng
Spn,Prf1,Laptm5
Gzma,Lsp1,Arpc2
H2az1,S100a13,Itgb2
Pycard,Itgal,Pycard
Atp5h,Cyba,Vim
Vim,Klrk1,Itgal
Itgb2,Sh3bgrl3,Lgals3
Jak1,Gzmk,Ccr2
Itm2b,Cd52,Hcst
Itgal,Rac2,H2az1
H2-D1,Ms4a4b,Klrc2
Crip1,Vim,Gabarapl2
Arhgdib,Plek,Jak1
Arpc1b,Laptm5,Klrk1
Gabarapl2,Osbpl3,H2-D1
Ostf1,Arpc2,Crip1
Cdc42,Gabarapl2,S1pr5
Ifng,Dapk2,Prf1
S100a11,Reep5,Reep5
Ly6c2,Hcst,Atp5h
Reep5,Zyx,Ostf1
Selplg,Jak1,Arhgdib
Krtcap2,S100a11,S100a11
Hmgb2,Atxn1,Zyx
Lgals3,Slamf7,Itm2b
Cd8b1,H2az1,Cdc42
Zyx,Stard10,Arpc1b
Ptprc,Ccl3,Plek
Tspo,Crip1,Trav14-1
Sp100,Cxcr6,Hopx
Apbb1ip,Rpa2,Ly6c2
Atp2b1,Wdr95,Selplg
Klrc2,Tbx21,Hmgb2
Hopx,H2-D1,Atp2b1
Klrk1,Snx10,Krtcap2
Pfn1,Smpdl3b,Apbb1ip
Klrd1,Ostf1,Prr13
Ccr2,Atp5h,Gzmk
Sub1,Itgax,Pfn1
Prf1,Atp2b1,Cd8b1
Actg1,Prr13,Ptprc
Prr13,Trbv13-3,Rpa2
Emp3,Arhgdib,Sp100
Anxa6,Hopx,Klrd1
Ppp1r12a,Itm2b,Atxn1
Plek,Anxa1,Actg1
Myl12a,Chsy1,Osbpl3
Gmfg,Cdc42,Emp3
S1pr4,Arpc1b,Ppp1r12a
Fyn,Fasl,Anxa6
Cd47,Gna15,Dapk2
Arpc5,Bcl2a1b,S1pr4
Gnai2,Dock5,Slamf7
S1pr5,Ybx3,Tspo
Srgn,Apbb1ip,Chsy1
H2-Q7,Borcs7,Snx10
Ppp1ca,Krtcap2,Ccl3
Rpa2,Selplg,Sub1
Trav14-1,Hmgb2,Cxcr6
Arl6ip5,Ncald,Ybx3
Serf2,S1pr4,Bcl2a1b
Fxyd5,Esm1,Tbx21
Calm1,Trdc,Wdr95
Mbd2,Serpinb9,Stard10
1810058I24Rik,Rap1gap2,Borcs7
Tmem50a,Bcl2a1d,Myl12a
Zfp36l2,Ly6c2,Fyn
Clic1,Anxa6,Gna15
Chsy1,Hip1,Sept11
Oaz1,Sept11,Itgax
Ccl3,Cd8b1,Fasl
Il18r1,Ppp1r12a,Gmfg
Ybx3,Klrd1,Serpinb9
Diaph1,Sp100,Il18r1
Sept11,Ifitm10,Smpdl3b
Actr3,Pfn1,Trbv13-3
Ccdc88c,Ptprc,Cd47
Atxn1,Tspo,H2-Q7
Dusp5,Sytl2,Anxa1
Bcl2a1b,Actg1,1810058I24Rik
Gzmk,As3mt,Gnai2
Ier2,Zmiz1,Arpc5
Trac,Emp3,Ncald
Cd3e,Il18r1,Dock5
Cox4i1,Sub1,Srgn
Sept1,Fyn,Zmiz1
Snx10,Ube2g2,Calm1
Slamf7,Klrb1c,Dusp5
Coro1a,Myl12a,Fxyd5
Dock2,Lfng,Ifitm10
Cxcr6,Gsap,Rap1gap2
Snx5,Serpinb6b,Mbd2
Atox1,Itgam,Zfp36l2
Borcs7,1810058I24Rik,Trdc
Ctla2a,Ccdc50,Lfng
Lck,Dusp5,Ppp1ca
Lfng,Arpc5,Arl6ip5
Txn1,Efhd2,Bcl2a1d
Osbpl3,Gmfg,Tmem50a
Dapk2,Slc4a7,Serf2
Ucp2,Phlda1,Esm1
Serpinb9,Anxa2,Serpinb6b
Capns1,Cd47,As3mt
Cd2,Capn2,Ube2g2
