wilcoxon,t-test,t-test_overestim_var
Tmsb4x,Tmsb4x,Tmsb4x
S100a10,S100a10,S100a10
Sh3bgrl3,Sh3bgrl3,Sh3bgrl3
Crip1,Lsp1,Lsp1
Lsp1,Crip1,Crip1
Lgals1,Myl6,Myl6
Myl6,Cyba,Cyba
Cyba,S100a13,S100a13
Arhgdib,Arhgdib,Arhgdib
S100a13,S100a11,S100a11
S100a11,Gzma,Gzma
Ms4a4b,Ctsd,Ctsd
Abracl,Abracl,Abracl
Ctsd,Ms4a4b,Ms4a4b
Epsti1,Epsti1,Epsti1
Clic1,Cd52,Cd52
Cd52,Clic1,Clic1
Rac2,Tspo,Tspo
Tspo,Arpc3,Arpc3
Nkg7,H2az2,H2az2
H2-D1,Gmfg,Gmfg
Arpc3,H2-D1,H2-D1
Gmfg,Actb,Actb
Gzma,Rac2,Rac2
Calm1,Tmsb10,Tmsb10
H2az2,Nkg7,Dap
Coro1a,Dap,Nkg7
Tmsb10,Calm1,Calm1
B2m,Itm2b,Itm2b
Itm2b,B2m,B2m
Cd48,Lgals1,Lgals1
Emp3,Ms4a6b,Ms4a6b
Cd8b1,Coro1a,Coro1a
Actb,Emp3,Emp3
Rap1b,Cd8b1,Cd8b1
Oaz1,Oaz1,Oaz1
Ms4a6b,Rap1b,Rap1b
Dap,Cd48,Cd48
Anxa2,H2-Q7,H2-Q7
Cdc42,Gzmk,Gzmk
Sec61b,Ifi27l2a,Ifi27l2a
H2-Q7,Anxa2,Glipr2
Gnai2,Glipr2,Anxa2
Arpc5,Arpc5,Arpc5
Cenpa,Cdc42,Cdc42
Glipr2,Ptms,Ptms
Reep5,Sec61b,Serf2
Ubl5,Serf2,Sec61b
Atp5h,Gnai2,Gnai2
Ccl5,Atp5h,Atp5h
Ifi27l2a,Id2,Id2
Serf2,Laptm5,Laptm5
Hmgb2,Prr13,Prr13
Gzmk,Ubl5,Ubl5
Cd3g,Reep5,Reep5
Dnajc15,Pfn1,Pfn1
Pfn1,Pycard,Pycard
Selplg,Selplg,Selplg
Jak1,Pglyrp1,Pglyrp1
Laptm5,Fxyd5,Fxyd5
Prr13,Thy1,Thy1
Cfl1,Jak1,Jak1
Gimap6,Klrd1,Klrd1
Arf5,Ccl5,Ccl5
Cd3d,Dnajc15,Dnajc15
Id2,Gimap6,Gimap6
Ptms,Itgb7,Itgb7
Actr3,Arf5,Arf5
Pycard,Actr3,Actr3
Fxyd5,Cd3d,Cd3d
Itgb7,Arpc1b,Arpc1b
Ccnb2,Cd3g,Cd3g
Cd47,Cotl1,Cotl1
S100a6,Cenpa,Cenpa
Arpc1b,Cd47,Ifi209
H2-K1,Ifi209,Myl12a
Thy1,Myl12a,Cd47
Ptprc,Cd2,Cd2
Myl12a,Cfl1,Tmem71
Pglyrp1,Tmem71,Cfl1
Klrd1,Arl6ip5,Arl6ip5
Saraf,Arpc2,Arpc2
Cd2,Ptprc,Ptprc
Cotl1,Atox1,Atox1
Anxa6,S100a6,Ccnb2
Atox1,Ccnb2,S100a6
Gnas,Ifi203,Ifi203
Arl6ip5,Anxa6,Hsd11b1
Ifi203,Hsd11b1,Anxa6
Arpc2,Srgn,Srgn
Srgn,Gnas,Gnas
Ndufb7,H2-K1,H2-K1
Ppp1ca,Saraf,Saraf
Ptprcap,Ccr5,Ccr5
Tle5,Cdkn3,Cdkn3
Ifi209,Cdk2ap2,Cdk2ap2
Gng2,Ptprcap,Ndufb7
Cox5b,Ndufb7,Gng2
Ets1,Gng2,Ptprcap
Psme2,Tle5,Tle5
Ndufa13,Phf11b,Phf11b
Psmb9,Tmem50a,Tmem50a
Myl12b,Ets1,Ets1
Slfn2,Myl12b,Myl12b
Sp100,Cox5b,Psme2
Hsd11b1,Psme2,Cox5b
Ctsw,Ndufa13,Ndufa13
Cdk2ap2,Gm8369,Gm8369
Tmem50a,Sp100,Klrg1
Phf11b,Klrg1,Sp100
Gm8369,Ctsw,Ctsw
Sept1,S100a4,S100a4
Mndal,Psmb9,Psmb9
Capzb,Trbc2,Trbc2
Ccr5,Slfn2,Arsb
Atp5l,Arsb,Plaat3
Gpsm3,Plaat3,Slfn2
Itga4,Gpsm3,Gpsm3
Trbc2,Mndal,Mndal
Btg1,Itga4,Map1lc3b
Hcst,Map1lc3b,Sept1
Map1lc3b,Sept1,Itga4
Cox6c,Ugcg,Ugcg
Stk17b,Ppp1ca,Ppp1ca
S100a4,Capzb,Capzb
Tmem71,Wdr95,Wdr95
Ccdc12,Prf1,Prf1
Ugcg,Rsrp1,Rsrp1
H2-T23,Stk17b,Stk17b
Trac,Ostf1,Ostf1
Ndufb11,Cd8a,Cd8a
Tbc1d10c,Trac,Ccl4
Ostf1,Gimap4,Trac
Gimap4,Ccl4,Gimap4
Cdkn3,Gimap7,Gimap7
Shisa5,Itgax,Itgax
Rsrp1,Tbc1d10c,Tbc1d10c
Smdt1,Ndufb11,Ndufb11
Plaat3,H2-T23,H2-T23
Cox6b1,Cox6c,Cox6c
Bin2,Acp5,Acp5
Sub1,Ppp1r18,Ppp1r18
Prf1,Sub1,Ifi47
Cd8a,Ifi47,Sub1
Gimap7,Tmbim6,Tmbim6
Chmp2a,Ccdc12,Ccdc12
Samhd1,Ndufa1,Ndufa1
Cd53,Hexb,Hexb
Dbi,Gzmb,Akap13
Ppp1r18,Akap13,Zbp1
Gzmb,Zbp1,AA467197
Atp5e,AA467197,Gzmb
Ifi47,Ifngr1,Ifngr1
Prkcq,Ifi206,Ifi206
Rhoa,Chmp2a,Chmp2a
Tmbim6,Prkcq,Prkcq
Acp5,Ifi27,Ifi27
Ly6e,Ifi214,Ifi214
Ppib,Atp5l,Atp5l
Akap13,Hmgb2,Atp5e
Ifngr1,Atp5e,Hmgb2
Vps28,Tuba1a,Tuba1a
Tuba1a,Ppib,Ppib
Ptpn18,Cox6b1,Cox6b1
Taldo1,Itgb2,Itgb2
Ly6c2,Bin2,Ncald
Npc2,Ncald,Bin2
Zyx,Dbi,Dbi
Sec61g,Sh2d1a,Sh2d1a
Itgb2,Samhd1,S1pr4
Gimap3,S1pr4,Samhd1
Itgal,Ltb,Ltb
Ndufa1,Ly6c2,Ly6c2
Arsb,Calm3,Calm3
Ifi27,Zyx,Zyx
Ppia,Smdt1,Pttg1
Lgals3,Pttg1,Smdt1
Zbp1,Shisa5,Shisa5
Calm3,Taldo1,Taldo1
Sh2d1a,Serpinb6b,Serpinb6b
Skap1,Ppia,Ppia
Psme1,Vps28,Vps28
Gramd3,Cd53,Cd53
Pdcd10,Pdcd10,Pdcd10
Cd3e,Rhoa,Rhoa
Ltb,Atp2a3,Atp2a3
Serpinb6b,Ly6e,Serinc3
Serinc3,Serinc3,Ly6e
Sem1,Gimap3,Gimap3
Ap2s1,Bin1,Bin1
Fyb,Skap1,Skap1
Fkbp2,Hcst,Ripor2
Ripor2,Ripor2,Hcst
S1pr4,Arl4c,Arl4c
Pttg1,Itgal,Itgal
Ifi206,Hp1bp3,Hp1bp3
Cox17,Gramd3,Gramd3
Tma7,Rdm1,Rdm1
Twf2,Plek,Sytl2
Sdcbp,Sytl2,Plek
Cap1,Dusp5,Dusp5
Elob,Lamb3,Lamb3
Cst3,Vsir,Vsir
Wdr95,Myo1f,Myo1f
Cox6a1,Lgals3,Twf2
Atp5j,Twf2,Lgals3
Plek,Sdcbp,Sdcbp
Arf4,Ly6a,March2
Pdcd4,Ap2s1,Ly6a
Ly6a,Cd3e,Ap2s1
Hp1bp3,March2,Cd3e
Ccl4,Cap1,Cap1
Psmb10,Elob,Elob
Gabarap,Sec61g,Sec61g
Dusp5,Psme1,Txk
Bin1,Txk,Psme1
Arl4c,Sike1,Sike1
Txk,Rasa3,Rasa3
Ptpn22,Pdcd4,Pdcd4
Mrpl33,Cox17,Cox17
Hexb,Npc2,Npc2
Myo1f,Ptpn22,Ptpn22
Arhgap45,Btg1,Ccr2
Vasp,Ccr2,Insl6
Atp5j2,Atp5j,Btg1
Klrg1,Insl6,Atp5j
Ndufa4,Arl5c,Arl5c
Sike1,Fkbp2,Fkbp2
Ctsc,Fcgrt,Fcgrt
Tax1bp1,Trappc1,Trappc1
Cks1b,Pik3r1,Pik3r1
Actr2,Psmb10,Psmb10
Btg2,Sem1,Sem1
H2-T22,Nmi,Nmi
Klrc1,Chsy1,Chsy1
Cox8a,Crlf2,Crlf2
Rasa3,Gimap1,Prex1
Mien1,Prex1,Gimap1
Hopx,Plgrkt,Plgrkt
Capns1,Spn,Spn
Ndufv3,Capns1,Capns1
Elf1,Fasl,Fasl
Gimap1,Esm1,Esm1
Prex1,Klrc1,Klrc1
Plgrkt,Ptpn18,Ptpn18
Macroh2a1,Actr2,Actr2
Spn,Ndufv3,Pld3
Chsy1,Pld3,Ndufv3
Ech1,Mrpl33,Mrpl33
Ncald,Stard10,Stard10
Tpt1,Tax1bp1,Tax1bp1
Pik3r1,Tprgl,Tprgl
Selenos,Arhgap45,Arhgap45
Trappc1,Fyb,Fyb
Nmi,Arf4,Arf4
Tprgl,H2-T22,H2-T22
Apbb1ip,Glmp,Glmp
Sri,Mpnd,Mpnd
Vsir,Klrc2,Klrc2
Atp1b3,Tma7,Tma7
Akr1a1,Cks1b,Cks1b
Scand1,Gbp7,Gbp7
Tmem134,Dazap2,Dazap2
Sec11a,Elf1,Ms4a6d
Klrk1,Ms4a6d,Elf1
Pomp,Cxcr6,Cxcr6
Mtpn,Ech1,Ech1
Cox7b,Cox6a1,Itgam
Ablim1,Itgam,Cox6a1
Zfp36l2,Klrk1,Klrk1
Itgax,Mien1,Mien1
Hcls1,Cox8a,Cx3cr1
March2,Cx3cr1,Cox8a
Efhd2,Dusp2,Ube2h
Ifi214,Ube2h,F2r
Gbp7,F2r,Dusp2
Dusp2,Ramac,Ramac
Ccr2,1110008P14Rik,1110008P14Rik
Gnb2,Ctsa,Armc7
Lamtor4,Armc7,Ctsa
Tap2,Lamtor4,Lamtor4
Psmb3,Commd8,Commd8
Dazap2,Selenos,Selenos
Psenen,Sri,Slfn1
Rdm1,Slfn1,Sri
Ramac,Gna15,Gna15
Msrb1,Cst3,Tmem134
1110008P14Rik,Tmem134,Cst3
Rinl,Gabarap,Gabarap
Esyt1,Macroh2a1,Macroh2a1
Commd8,Ctsc,Rom1
mt-Co3,Rom1,Hcls1
Cnn2,Hcls1,Ctsc
Msn,Bscl2,Bscl2
Ctsa,Ntan1,Ntan1
Rbm3,Apbb1ip,Apbb1ip
Ntan1,Pomp,Gpr171
Crlf2,Gpr171,Pomp
B4galnt1,Mtpn,Mtpn
Spcs2,Atp5j2,Atp5j2
Atp2a3,Btg2,Btg2
Arl5c,Atp1b3,Atp1b3
Scp2,Cnp,Cnp
Tmem258,Hopx,Hopx
AA467197,Rinl,Rinl
Cript,Cript,Cript
Tmem160,Ggt1,Ggt1
Cast,Slamf7,Slamf7
Anapc11,Vps37b,Vps37b
Tmem59,Txnip,Lgals9
Ndufb1-ps,Lgals9,Txnip
Irf2,Ndufa4,9930111J21Rik2
Lrmp,9930111J21Rik2,Anxa5
mt-Atp6,Anxa5,Ndufa4
Sh3kbp1,Tap2,Tap2
Cd37,Tmem59,Tmem59
Il2rg,Esyt1,Lrmp
Cnp,Ablim1,Esyt1
Leprotl1,Lrmp,Ablim1
Ebp,mt-Co3,mt-Co3
Vps37b,Scand1,Scand1
Dynlrb1,Gnb2,Gnb2
Birc5,Sirt7,Sirt7
Acadl,Akr1a1,Isg15
Tram1,Isg15,Akr1a1
Arhgef1,Lsm5,Lsm5
Sirt7,Csnk2b,Csnk2b
Gimap9,Psenen,Psenen
Lsm5,Cd37,Cd37
Cxcr6,Psmb3,2310009A05Rik
Prdx5,2310009A05Rik,Zfp36l2
Klrc2,Zfp36l2,Anapc11
Csnk2b,Anapc11,Psmb3
Gna15,Ifng,Iah1
Srp14,Sec11a,Ifng
Glmp,Iah1,Sec11a
Tap1,Pkp3,Pkp3
Itk,Efhd2,Efhd2
Insl6,Ndufb1-ps,Ndufb1-ps
Cd28,Hmgn2,Hmgn2
Slamf7,Srp14,Srp14
Ifng,Gimap9,Gimap9
Lamb3,R3hdm4,R3hdm4
Churc1,Pcbd2,Pcbd2
Tgoln1,Acadl,Acadl
Hmgn2,Thap3,Thap3
Mdh1,Samd9l,Samd9l
Trim12a,Sp140,Sp140
Txnip,Vrk3,Vrk3
R3hdm4,Cox7b,D16Ertd472e
Cox4i1,D16Ertd472e,Cox7b
Cope,Tram1,Tram1
Txn1,Churc1,Churc1
Cwc15,Ube2g2,Ube2g2
Bscl2,Irf2,Irf2
Slfn1,B4galnt1,B4galnt1
Pld3,Ifi213,Ifi213
Klf13,Tnfaip8l2,Tnfaip8l2
Anxa5,Tgoln1,Tgoln1
D16Ertd472e,Msrb1,Vgll4
Plac8,Vgll4,Dapk2
Cd247,Dapk2,Msrb1
Rom1,Ebp,Eva1b
Fam107b,Eva1b,Ebp
Mrpl58,Msn,Dennd4a
Pcbd2,Dennd4a,Msn
Add3,Dynlrb1,Tm6sf1
Pik3cd,Tm6sf1,Dynlrb1
Tnfaip8l2,Sft2d1,Sft2d1
Lamtor2,Txn1,Rnf166
Jpt1,Rnf166,Cd28
Fcgrt,Cd28,Trp53inp1
Dennd4a,Cox4i1,Cnn2
Flna,Cnn2,Cox4i1
Ms4a6d,Trp53inp1,Txn1
Tmem128,Gstp3,Gstp3
Ahnak,Vasp,Vasp
Myo1g,Pik3cd,Pik3cd
Chd7,Tmem160,Tmem160
Mbnl1,Spcs2,Spcs2
Gimap5,Cast,Susd1
Ier2,Susd1,Cast
Glrx,Ipcef1,Ipcef1
Gpr171,Peak1,Peak1
Lgals9,Chd7,Chd7
Lamtor5,Sh3kbp1,H2-M3
Ube2g2,H2-M3,Sh3kbp1
Arhgap30,Glrx,Glrx
Bnip3l,Ahnak,Ahnak
Lrrfip1,Ndfip2,Ndfip2
Ube2h,Phf11c,Phf11c
Sytl2,Haao,Haao
H2az1,Scp2,Scp2
Mettl23,Rbm3,Xaf1
Stat4,Xaf1,Rbm3
Vrk3,Nabp1,Nabp1
Psap,Tmem258,Tmem258
Tln1,Gbp4,Gbp4
Tmed9,Il2rg,Sdcbp2
Sec11c,Knstrn,Knstrn
S1pr1,Sdcbp2,Il2rg
Zc3hav1,Flna,Flna
Vgll4,Trim12a,Trim12a
Med10,Smad7,Dpm2
Smad7,Dpm2,Smad7
Sugt1,Pqlc3,Pqlc3
Slc9a3r1,Itk,Itk
Ptbp3,Bnip3l,Bnip3l
Ndfip2,Cflar,Cflar
Syf2,Ifi208,Ifi208
Dpm2,Add3,Add3
Lck,Jakmip1,Jakmip1
mt-Co2,Paip2,Art2b
Mpnd,Dhrs7,Dhrs7
Tapbp,Art2b,Paip2
Paip2,Tap1,Tap1
Grap,Rras2,Rras2
Pkp3,Klf3,Klf3
Fis1,Fam107b,Aip
Znrf2,Aip,Fam107b
Fyn,Malt1,Malt1
Malt1,Arhgef1,Arhgef1
Fam189b,Pik3ap1,Pik3ap1
Cox7a2l,Cd247,Mxd1
Cops9,Mxd1,Cd247
Fermt3,Trim30a,Trim30a
Tnfaip3,Smpdl3a,Mxd4
Ppp2r5c,Ccl3,Smpdl3a
Ppp1r15a,AI413582,Ccl3
Peak1,Mxd4,AI413582
Arpc4,Myo1g,Myo1g
Mtch1,Cwc15,Cwc15
Isg15,Borcs8,Borcs8
Stard10,Stat4,Stat4
Krtcap2,Mrpl58,Mrpl58
Sept6,Prdx5,Arhgap18
Rilpl2,Arhgap18,Prdx5
Otulinl,Tmem128,Tmem128
Sp140,Rcn3,Rcn3
Cytip,Cope,Cope
Fasl,H2az1,Capn1
Gtf2i,Capn1,Riok3
Mob1a,Riok3,H2az1
Vmp1,S1pr1,S1pr1
Cdc42se1,Esyt2,Esyt2
Gabarapl2,mt-Atp6,Rtp4
