wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps27,Tpt1,Tpt1
Tpt1,Rps27,Rps27
Rps15a,Rps15a,Rps7
Rps29,Rps7,Rps15a
Rps14,Rpl12,Rps29
Rps7,Rps29,Rpl12
Rpl12,Rps14,Rps14
Rps16,Rps16,Rps16
Rpl17,Rpl23,Rpl30
Rpl21,Rpl30,Rpl23
Rpl30,Rpl19,Rpl17
Rpl23,Rpl17,Rpl19
Rpl19,Fau,Rpl21
Rplp1,Rplp1,Rplp1
Rpl35a,Rpl18a,Fau
Fau,Rpl21,Rpl18a
Rpl5,Rpl35a,Rpl35a
Rps9,Rpl5,Rpl5
Rpl18a,Rpl37a,Rpl37a
Rpl37a,Rps9,Rps9
Rpl9,Rps21,Rps21
Rps21,Tcf7,Rps19
Rpl13,Sell,Rpl9
Rps3a1,Rps19,Rpl13
Rps19,Rps13,Tcf7
Rps13,Rpl13,Rps13
Rpl34,Rpl9,Rps3a1
Rps23,Rps3a1,Btg1
Rpl39,Rps23,Rps23
Rps4x,Btg1,Sell
Rps3,Rpl34,Rpl34
Btg1,Rplp2,Rplp2
Rplp2,Rpl39,Rpl39
Rpl27a,Rpl26,Rpl27a
Rpl26,Rpl27a,Rpl26
Rps20,Rps3,Rps3
Rps18,Rps20,Rps20
Rps27a,Rps4x,Rps4x
Rpl18,Rpl18,Rpl18
Rpl8,Ltb,Rps27a
Rps28,Dapl1,Ltb
Tcf7,Rps5,Rpl8
Rack1,Rps27a,Rps18
Rpl36,Rpl8,Rps5
Ltb,Rps18,Rps28
Rpl37,Rpl36,Rpl36
Rps5,Foxp1,Rpl37
Sell,Rps28,Rack1
Rpl36a,Lef1,Foxp1
Rpl32,Rpl37,Dapl1
Rps8,Rack1,Lef1
Shisa5,Rapgef6,Rpl32
Rps6,Rpl32,Rps8
Rps15,Il7r,Rpl36a
Eef1a1,Ccr7,Rapgef6
Lef1,Rgs10,Rps6
Rpl11,Rps8,Shisa5
Foxp1,Evl,Rps15
Rps10,Rpl36a,Eef1a1
Rapgef6,Rps6,Il7r
Rpl7,Shisa5,Rgs10
Eef1b2,Rps15,Evl
Cox7a2l,Satb1,Ccr7
Satb1,Rps10,Satb1
Rpl38,Eef1a1,Rpl11
Arl4c,Ighm,Rps10
Rpl35,Arl4c,Ighm
Rps25,Rpl11,Arl4c
Rpl23a,Cox7a2l,Cox7a2l
Rpl3,Rpl38,Rpl38
Rpl15,Peli1,Eef1b2
H2-K1,Txnip,Rpl7
Dapl1,Eef1b2,Peli1
Rps11,Ramp1,Txnip
Ighm,Chd3,H2-K1
Evl,Tespa1,Rps25
Npc2,Rpl7,Chd3
Il7r,Rps25,Rpl35
Ptpn18,Ssbp2,Rps11
Peli1,Igfbp4,Ramp1
Limd2,Il6st,Rpl23a
mt-Nd2,Rpl35,Tespa1
Rpl22,Rps11,Rpl15
Rgs10,Pdcd4,Rpl3
Ccr7,H2-K1,Npc2
Rps26,Rpl23a,Pdcd4
Cd3g,Rflnb,Ptpn18
Rpl6,Npc2,Ssbp2
Ablim1,Ccr9,Il6st
Bcl11b,Rpl3,Limd2
Rpl10a,Il6ra,Igfbp4
Hcst,Rpl15,mt-Nd2
Cd3d,Tdrp,Rpl22
Pfdn5,Ptpn18,Rps26
Txnip,Limd2,Rflnb
Mbnl1,Ccnd2,Ablim1
Rpl10,Ablim1,Bcl11b
Rabac1,Bcl11b,Ccnd2
mt-Nd4,Rpl22,Rabac1
Chd3,Arhgap15,Arhgap15
Pdcd4,Rabac1,Ccr9
Fyb,Ypel3,Rpl6
Ccnd2,Rps27rt,Rpl10a
Klf13,Fam189b,Rps27rt
Mycbp2,Grap2,Hcst
Arhgap15,Ctss,Grap2
Grap2,Rps26,Il6ra
Rpl24,mt-Nd2,Ypel3
Ddx5,Hcst,Fam189b
Rps27rt,Tnrc6b,Cd3g
Tespa1,Rpl10a,Tdrp
Arhgap45,Pdk1,Ctss
Srsf5,Rpl6,Tnrc6b
Ramp1,Pik3ip1,Mycbp2
Cd3e,Scml4,mt-Nd4
Emb,Klf3,Klf3
Tnrc6b,Zbtb20,Pdk1
Stat1,Mycbp2,Pik3ip1
Rpl27,Cd3g,Ssh2
Fam189b,Inpp4b,Klf13
Saraf,Nsg2,Cd3d
Igfbp4,Ssh2,Scml4
Il6st,Iigp1,Pfdn5
Eif4a2,Klf13,Inpp4b
Macf1,Stat1,Zbtb20
Ssbp2,Clec2d,Stat1
Ypel3,Pfdn5,Mbnl1
Dgka,mt-Nd4,Nsg2
Ogt,Trim12a,Clec2d
Junb,Bcl2,Rpl10
Ccr9,Rapgef4,Iigp1
Rflnb,Cd2ap,Fyb
Utrn,Tcp11l2,Trim12a
Ssh2,Mbnl1,Ogt
Trdc,Ogt,Trdc
Kmt2a,Tmem108,Bcl2
mt-Atp6,Cd3d,Actn1
Rps12,Actn1,Arhgap45
Ctss,Fyb,Cd2ap
Klf3,AC149090.1,Kmt2a
Il6ra,Trdc,AC149090.1
Rpl29,Treml2,Tcp11l2
Tdrp,Kmt2a,Rpl24
Cd27,Arhgap45,Utrn
Rpl4,Kbtbd11,Rapgef4
Tmsb10,Foxo1,Foxo1
Zfp292,Id3,Dgka
mt-Cytb,Rpl10,Tmem108
Stk38,Utrn,Kbtbd11
Clec2d,Dgka,Zfp292
Nsa2,Itpr2,Treml2
B2m,Ifit1bl1,Ddx5
Zfp36l1,Rpl24,Emb
Ripor2,Zfp292,Itpr2
Srrm2,Sh3bp5,Id3
Actn1,Dph5,Rpl27
S1pr1,Zfp36l1,Zfp36l1
Klk8,Ddx5,Srsf5
Rsrp1,Pmepa1,Klk8
Pik3ip1,Klk8,Ifit1bl1
H2-T23,Stk38,Dph5
Ets1,Emb,Stk38
Bptf,Bach2,Tnrc6c
Pdk1,Tecpr1,Tecpr1
Pnrc1,Fam78a,Sh3bp5
Arhgef1,H2-DMa,Fam78a
Trim12a,Pecam1,Gramd1a
Ptprc,Tnrc6c,Macf1
Cd53,Fam102a,Fam102a
Bcl2,Gramd1a,Cd3e
Inpp4b,Srsf5,H2-DMa
Top2b,Rpl27,Pecam1
Rhoh,Atp1b1,Il27ra
Skap1,Il27ra,Pmepa1
Zbtb20,Crtc3,Crtc3
Scml4,Ifi208,Rgcc
Nsd3,Slfn8,Saraf
Cd8b1,AB124611,Bach2
Cd37,Kdm5b,9930111J21Rik2
Cd8a,Rgcc,AB124611
Iigp1,9930111J21Rik2,Ifi208
Nsg2,Macf1,H2-Q4
Map4k4,Itgae,Atp1b1
Ddx6,Rassf2,Slfn8
Son,Slfn1,Ikbkb
Tnrc6c,Slc12a7,Slfn1
Acp5,Abcg1,mt-Atp6
AC149090.1,Cd3e,S1pr1
Ifi47,Ikbkb,Eif4a2
Foxo1,H2-Q4,Rassf2
Eif3e,Dennd2d,Adcy7
Gimap3,Kdm7a,Crlf3
Rpsa,Saraf,Dennd2d
Fxyd5,Adcy7,Kdm5b
Atp11b,Znrf1,Kdm7a
Klf2,Sesn3,Map4k4
Crlf3,Arhgap5,Slc12a7
Selenow,Trat1,Abcg1
Cd2ap,Crlf3,Sesn3
Rplp0,S1pr1,Znrf1
Tcp11l2,Slfn5,Itgae
Itpr2,Crebrf,Cd37
Tecpr1,Eif4a2,Camk2d
Rbbp6,Camk2d,Junb
Il2rg,Map4k4,Tmsb10
Rpl28,Tent5a,Slc44a2
H2-Q4,St6gal1,Tent5a
Kbtbd11,Fchsd2,Arhgap5
Rapgef4,Slc44a2,Crebrf
Gramd1a,Rnf167,Rnf167
Ifi203,Cd37,mt-Cytb
Zcchc7,Zfp652,Trat1
Dph5,Filip1l,Fchsd2
Tmem108,Ifngr2,Smad7
Tmem59,St8sia1,Zcchc7
Smad7,Als2cl,Zfp652
Id3,Smad7,Rps12
Treml2,Etnk1,Slfn5
Pnisr,Il4ra,Tasor
Ikbkb,Zbtb4,Etnk1
Rinl,Tasor,Rasgrp1
9930111J21Rik2,Tasor2,Tasor2
Chd2,Zcchc7,Filip1l
Eif3f,Rasgrp1,St6gal1
Dock10,Junb,Bptf
Rgcc,mt-Atp6,Ttc3
Ikzf1,Kif1b,Rbbp6
Pura,Ttc3,Il4ra
Txk,Gbp9,B2m
Fam78a,Gbp2,Ipcef1
Ifit1bl1,Ikbke,Top2b
Cirbp,Gm20696,Ripor2
Slc44a2,Ipcef1,Atf7ip
Stk4,Ifi213,Kif1b
Slfn2,Rps12,Rasal3
Tut4,Tmsb10,Cd27
Stk17b,Ddx60,Ifi47
Il27ra,Rasal3,Gbp2
Slfn1,Rbbp6,Als2cl
Adcy7,Bptf,Ifngr2
Cmah,Atf7ip,Ifi213
Use1,Cd84,St8sia1
Btg2,Dzip1,Zbtb4
Pecam1,Dyrk2,Tcf12
Sh3bp5,Tcf12,Gbp9
AB124611,Kmt2c,Cd84
4930523C07Rik,Ripor2,Kmt2c
Fam102a,Rnf213,Rpl29
Pmepa1,Top2b,Ikbke
mt-Co3,Ifi47,Gm20696
Psme1,Cd27,Dyrk2
Crtc3,Akap8l,Tnik
Bach2,mt-Cytb,Rnf213
Tasor,Tnik,Pura
Ifi208,Chd6,Akap8l
Pitpnc1,Mylip,Ddx60
Klrd1,Selenop,Cmah
Krit1,Card6,Chd6
Rasal3,Bcl9l,Tgfbr2
Prkcq,Pura,Bcl9l
Atp1b1,Tgfbr2,Atp11b
H2-DMa,Cmah,Dzip1
Jak1,Ifit3,Use1
Camk2d,Use1,Nsd3
Cd226,Igtp,Ash1l
Etnk1,Ms4a4c,Ddx6
Tent5a,Izumo4,Cd226
Rpl14,Atp11b,Rabgap1l
Elf1,Neurl3,Selenop
Nop53,Eps8l1,Igtp
Prrc2c,Rabgap1l,Ptprc
Atf7ip,B2m,Ms4a4c
Gimap6,Aff3,Mylip
B4galnt1,Ash1l,Ankrd12
Slfn8,Rpl29,Acp5
Sp100,Nsd3,Neurl3
Slc12a7,Cxxc5,Card6
Ash1l,Zfp945,Cdkn1b
Lck,Ankrd12,Tmem59
Rassf2,Ddx6,Izumo4
Sesn3,Cd226,Pnisr
Abcg1,Cdkn1b,Txk
Kdm7a,Il16,Il16
Rbm5,Tmem59,Rsrp1
Kdm5b,Acp5,Cirbp
Znrf1,Zeb1,Zfp945
Itgae,Pnisr,Krit1
Add3,Smarca2,Ifit3
Rnf167,Art2b,Zeb1
