wilcoxon,t-test,t-test_overestim_var
Rps27,Rps27,Rps27
Rps24,Rps24,Rps24
Rps14,Rps29,Rps29
Rps29,Rps14,Rps14
Malat1,Rps7,Malat1
Rps15a,Rps28,Rps7
Rps7,Rpl21,Rpl21
Rps28,Rps16,Rps28
Rps16,Rps15a,Rpl12
Rpl21,Sell,Rpl35a
Rpl12,Malat1,Rps23
Rpl17,Rpl12,Rps16
Rpl18a,Rpl18a,Rps15a
Rpl37a,Rps23,Rps9
Rps23,Rpl35a,Rpl9
Tpt1,Rpl9,Rpl18a
Rpl35a,Rpl37a,Btg1
Rps9,Rps9,Rpl37a
Btg1,Rpl17,Rplp1
Rpl9,Tcf7,Rpl17
Rplp1,Ccr7,Rps15
Fau,Tpt1,Tpt1
Rps27rt,Rplp1,Rps27rt
Rpl19,Btg1,Sell
Rpl30,Rgs10,Rpl23a
Rplp2,Rpl23a,Rps4x
Rpl34,Rpl19,Tcf7
Rpl13,Rps15,Rpl19
Rps3,Rps4x,Rpl37
Rps19,Rps27rt,Rpl34
Rps15,Rpl23,Rps21
Rps3a1,Rpl13,Rpl36
Rpl23a,Rpl34,Rpl23
Rpl23,Rplp2,Rplp2
Rps27a,Rps21,Rpl27a
Rpl37,Rps19,Rpl13
Rps4x,Rpl37,Rps19
Rpl26,Rpl26,Rps27a
Rpl36,Rps3,Rpl26
Rps21,Rps6,Rpl36a
Rpl36a,Ramp1,Rgs10
Rps25,Fau,Fau
Rps18,Rps27a,Rps6
Rpl31,Igfbp4,Rps18
Rpl39,Rpl39,Rpl31
Rpl27a,Rps3a1,Rps20
Rps20,Rpl36,Ccr7
Rps6,Dapl1,Rps3
Rpl8,Rps18,Rpl39
Tcf7,Rps20,Rps3a1
Rpl5,Rps25,Rpl8
Sell,Rpl27a,Rps25
Rpl35,Rpl31,Rpl30
Rpl18,Rpl36a,Rpl35
Rpl38,Rpl8,Rps13
Rps13,Rpl5,Rpl5
Rps10,Rps13,Rpl38
Rpl15,Rpl35,Ltb
Rps8,Rpl30,Rps5
Rps5,Ccr9,Eef1a1
Eef1a1,Rpl38,Ramp1
Rps17,Pik3ip1,Igfbp4
Rpl11,Rps5,Rpl15
Ltb,Rpl15,Dapl1
Rps26,Id3,Rps8
Rpl32,Eef1a1,Rpl18
Rgs10,Ltb,Rps11
Rps11,Rpl18,Rpl32
Ccr7,Rps10,Shisa5
Shisa5,Rps8,Rps10
Rpl6,Chd3,Evl
Rpl7,Evl,Lef1
Rpl4,Lef1,Rps26
Eef1b2,Rpl32,Rps17
Lef1,Rps11,Ccr9
Cox7a2l,Rps17,Chd3
Rack1,Il7r,Pik3ip1
Arl4c,Shisa5,Ighm
Rpl3,Rpl11,Rpl11
Rpl14,Tespa1,Id3
Igfbp4,Rps26,Arl4c
Evl,Ssbp2,Cox7a2l
Ramp1,Rflnb,Rpl7
Dapl1,Ighm,Rpl6
Rpl10a,Il6ra,Ctss
Ighm,Ctss,Tespa1
Limd2,Bcl2,Foxp1
Rpl13a,Rpl7,Il7r
Chd3,Nsg2,Bcl2
Rpl22,Kbtbd11,Rapgef6
Rpl10,Rapgef6,Limd2
Wdr89,Tmem108,Ypel3
Gm11808,Pdk1,Eef1b2
Ccr9,Foxp1,Satb1
Klf13,Arl4c,Ssbp2
Ccnd2,AC149090.1,Rpl4
Cd3g,Cox7a2l,Peli1
