wilcoxon,t-test,t-test_overestim_var
Btg1,Btg1,Btg1
Malat1,Rps24,Rps24
Rps24,Cd3g,Rps27
Tpt1,Tpt1,Malat1
Cd3g,Rps27,Rps29
Rps7,Malat1,Tpt1
Rps29,Rps7,Rps14
Rps27rt,Ccr7,Rps7
Rpl21,Rps29,Rpl21
Rps14,Rps27rt,Rps27rt
Rps27,Rps14,Cd3g
Rps16,Tcf7,Rps16
Fau,Rpl21,Rps15a
Rps15a,Lef1,Tcf7
Rps3a1,Rps15a,Rpl35a
Shisa5,Ccr9,Fau
H2-K1,Rps16,Rps15
Rps15,H2-K1,Shisa5
B2m,Arl4c,Rpl37a
Ltb,Tdrp,Ltb
Rpl19,Rpl35a,Rps28
Rpl35a,Shisa5,Rpl17
Rps28,Rps15,Rpl18a
Rpl17,Fau,Ccr7
Rps3,Ypel3,H2-K1
Rps9,Ltb,Rps9
Tcf7,Rps3a1,Rpl19
Rpl18a,Sell,Arl4c
Rpl12,Rpl37a,Sell
Arl4c,Rps9,Rpl23a
Rpl37a,Rps28,Rps4x
Rpl39,Sema4b,B2m
Rpl30,Rpl17,Rpl12
Cd3d,Rps3,Rplp2
Rpl23a,Rpl18a,Lef1
Rplp2,Rpl19,Rps3a1
Rps4x,Junb,Tmsb10
Tmsb10,Pdcd4,Rpl9
Rpl5,Rpl23a,Rpl34
Hcst,Evl,Hcst
Rps26,Rpl39,Rps3
Rpl31,Rps4x,Rpl39
Rpl9,Rplp2,Rpl23
Lef1,Ramp1,Rps23
Rpl23,Hcst,Rps6
Ptpn18,B2m,Rgs10
Rpl34,Thra,Rpl30
Saraf,Saraf,Ypel3
Ccr7,Chd3,Ccr9
Rpl26,Igfbp4,Evl
Sell,Cnn3,Junb
Rps6,Rpl5,Cd3d
Eef1a1,Rgs10,Pdcd4
Cd3e,Rpl12,Rpl5
Rpl38,Rpl31,Rpl31
Rps27a,Cd3e,Ramp1
Npc2,Rpl30,Rpl38
Junb,Foxp1,Igfbp4
Fxyd5,Gsn,Rpl26
Rps19,Pik3ip1,Saraf
Rplp1,Dapl1,Ptpn18
Limd2,Id3,Rplp1
Rps23,Tnfrsf26,Rps11
Rps21,Rps6,Cd3e
Rps11,Cd3d,Dapl1
Rps13,Rpl34,Rps21
Cox7a2l,Rps26,Eef1a1
Rpl8,Tcrg-C1,Limd2
Rpl13,Rpl9,Chd3
Rpl36a,Rpl23,Npc2
Rps25,Eef1a1,Rps13
Klf2,Tmsb10,Cox7a2l
Pdcd4,Npc2,Fxyd5
Cd53,Rpl26,Rps26
Rps5,Ssh2,Rps19
Rpl18,Znrf1,Foxp1
Rpl37,Txnip,Rps27a
Evl,Ptpn18,Rps5
Rps10,Rpl38,Rpl8
Rps18,Macrod1,Pik3ip1
Rgs10,Fxyd5,Rpl36a
Rpl36,Mpp1,Rpl37
Ccr9,Rabac1,Rpl13
Igfbp4,Limd2,Txk
Ypel3,Zbtb20,Klf2
Rps8,Grcc10,Txnip
Ramp1,Cd53,Cd53
Rpl13a,Ssbp2,Grcc10
Rabac1,Rps23,Fam189b
Rpl7,Txk,Rpl36
Rpl35,AC149090.1,Ssh2
Dapl1,Rps21,Id3
Selenow,Rapgef6,Rabac1
Klf13,Fam189b,Rapgef6
Rpl27a,Rps11,Tdrp
Use1,Mmp16,Rps18
Chd3,Cox7a2l,Rps25
Uba52,Rpl8,AC149090.1
Rpl11,Rps19,Ccnd2
Foxp1,Socs1,Ssbp2
Ighm,Rps27a,Rpl35
Ccnd2,Rps13,S1pr1
Arhgef1,Zscan2,Use1
Rps20,AB124611,Trdc
Pfdn5,Rplp1,AB124611
Srsf5,Pdk1,Acp5
S1pr1,Tecpr1,Rpl18
Acp5,Sesn1,Rpl27a
Satb1,Tcrg-C2,Satb1
Ddx5,Rps5,Zbtb20
Txk,Ifngr2,Peli1
Rpl32,Gm43698,Pdk1
Rpl4,Rnf167,Tespa1
Gm11808,Mir142hg,Znrf1
Arhgap45,Rpl36a,Bcl2
Grcc10,Klf2,Gsn
mt-Cytb,Use1,Klf13
Pik3ip1,Crebl2,Cd37
Fam189b,Abi3,Pnrc1
Cd37,Il6ra,Il7r
Emb,S1pr1,Rps10
Trac,Itgae,Ctss
Ablim1,Map7,Il6ra
Wdr89,Rpl13,Ogt
Trdc,Ifit1bl1,Socs1
Skap1,Tmem108,Rnf167
Rpl15,Pdlim4,Utrn
Rapgef6,Rps25,Tecpr1
Cd8b1,Acp5,Kbtbd11
Rpl3,Trdc,Socs3
H2-D1,Peli1,Rps8
Rps17,Utrn,Rpl13a
Cd27,Ccnd2,Rps20
Pnrc1,Tespa1,Tmem108
Rpl6,Socs3,Tnrc6b
Psme1,Gm12216,Ifit1bl1
Peli1,Pnrc1,Rflnb
Nop53,Slc6a19,Mpp1
Bcl11b,Wls,Klhdc1
Rpl10a,BC005561,Cd7
Il2rg,Hvcn1,Rpl7
Rnaset2a,Rflnb,Arhgap45
Rnaset2b,Ogt,Gm43698
Ssh2,Ramp3,Actn1
Rack1,Dntt,Selenow
Ndufa6,Cd37,Sema4b
Txnip,Il7r,Selenop
Bcl2,Satb1,Gm12216
Rhoh,Bcl2,Zfp36
Eif3f,Ctss,Uba52
Id3,Tnrc6b,H2-DMa
Ssbp2,Tlr12,Gbp2
Eif4a2,Selenop,Itgae
Cd8a,Dguok,Foxo1
AB124611,Rpl37,Cd96
mt-Nd2,Slfn5,Ablim1
AC149090.1,Sh3bp5,Il6st
Ubb,Zfp36,Tcp11l2
Ogt,Rpl18,Mir142hg
Zbtb20,Klf13,Sh3bp5
Tespa1,Kbtbd11,Thra
4930523C07Rik,Gbp2,Arhgap15
Il7r,Il6st,Ifi47
Tdrp,Tsacc,Hvcn1
Ctss,Selenow,Dguok
Mbnl1,H2-DMa,Tnfrsf26
Il6ra,Rps18,Zfp36l1
Fyb,Foxo1,Abi3
Cd2,Klhdc1,Srsf5
Rpl27,Tbc1d4,Grap2
Rsrp1,Gm12185,Gm2682
Ifi47,Bend5,Mmp16
Cytip,Rpl7,Emb
Itm2b,Cxxc5,Ier5
Trbc2,Rpl35,Ighm
Actn1,Cd7,Cxxc5
Arhgap15,Cd96,Smpdl3a
Pdk1,Rps8,Trim12a
Eef1b2,Arhgap45,Timp2
Churc1,Kansl1l,H2-D1
Kbtbd11,Tgtp1,Art2b
Tnrc6b,Rpl13a,Ddx5
Trbc1,Rpl36,Cnn3
Cdk2ap2,Apobec1,Klf3
Socs1,Actn1,Pfdn5
Grap2,Tgtp2,Arhgef1
Nrd1,Trat1,Rab37
