wilcoxon,t-test,t-test_overestim_var
Fau,Fau,Fau
Rpl18a,Ly6c2,Ly6c2
Rpl24,Rpl18a,Rpl18a
Ly6c2,Rps23,Rpl24
Rpl36,Rpl24,Rps23
Rpl17,Rpl17,Rpl17
Rps23,Rps13,Rpl36
Rps27,Rpl36,Rps13
Rpl27a,Rps27,Rps27
Rps13,Rpl27a,Gm8369
Rpl32,Gm8369,Rpl27a
Gm8369,Rps9,Rps9
Rps9,Rpl32,Ms4a4c
Rps6,Ms4a4c,Rpl32
Ms4a4c,Rplp1,Rpl19
Rpl19,Rpl19,Rplp1
Rplp1,Rps6,Rps6
Rps10,Rpl26,Rpl26
Rpl26,Rps19,Rps19
Rpl23a,Rpl23a,Rpl23a
Rps19,Rps10,Rps10
Rpl11,Epb41l4aos,Epb41l4aos
Rpl3,Rpl11,Rpl11
Rpl13,Rpl38,Rpl13
Rpl37,Rpl3,Rpl38
Naca,Rpl13,Rpl3
Ifi27l2a,Naca,Tsc22d3
Rpl38,Tsc22d3,Naca
Npm1,Rpl23,Ifi27l2a
Rpl6,Ifi27l2a,Klf6
Rps5,Rpl27,Rpl23
Epb41l4aos,Klf6,Rpl6
Rpl27,Rps20,Rpl27
Rpl23,Rpl6,Rpl39
Nop53,Rpl39,Rps5
Rpl39,Rps5,Rps20
Rps20,Ms4a6b,Samhd1
Samhd1,Rps18,Rpl37
Tsc22d3,Rps21,Ms4a6b
Rps21,Samhd1,Rps21
Rps27rt,Nop53,Rps18
Rpl14,Rps27rt,Npm1
Klf6,Rpl18,Nop53
Ms4a6b,Npm1,Rps27rt
Rpsa,Rpl37,Rpl18
Eef1a1,Rps15a,Rps7
Rps18,Rps7,Rps15a
Rps7,Rps3,Gm19261
Rpl10,Nsd3,Nsd3
Rps3,Rpl10,Rps3
Rps15a,Rpsa,Rpl10
Rps12,Eef1a1,Pim1
Rpl21,Rpl21,Rpsa
Rpl18,Pim1,Rhob
Nsd3,Gm19261,Eef1a1
Rpl22,Rpl4,Jun
Rpl4,Jun,Rpl21
Tpt1,Rpl22,Ppp1r15a
Ddx5,Rps12,Rpl4
Rpl30,Ppp1r15a,Lcn4
Rplp2,Tpt1,Il7r
Dnajc15,Il7r,Rps12
Jun,Rpl14,Rpl22
Il7r,H2-Q7,Tpt1
Pim1,Uba52,Rpl14
Uba52,Rpl30,Gpr183
Rpl35,Lcn4,Gbp2
H2-Q7,Rpl35,Rpl30
Btf3,Rhob,H2-Q7
Klf2,Rpl34,Uba52
Supt4a,Rps16,Rpl35
Rps24,Dnajc15,Rpl34
Bcl2,Ddx5,Sidt1
Rps16,Gpr183,Dnajc15
Rpl34,Gbp2,Kif1b
Rpl41,Slamf6,Slamf6
B2m,Bcl2,Rps16
Slamf6,Rplp2,Tnfaip3
Rps11,Eif3e,Bcl2
Rpl7a,Rps11,Ddx5
Trbc2,Sidt1,Rnf138
Eif3e,Kif1b,Vps37b
Ly6a,Vps37b,Rplp2
Gm11808,Rnf138,Rps11
Ppp1r15a,Pnrc1,Eif3e
Rps27a,Rpl7a,Fam241a
Pnrc1,Tnfaip3,Pnrc1
Stat1,Ly6a,Ly6a
Eif4a2,Fam241a,Supt4a
Rbm3,Rpl12,Eif4a2
Rps28,Supt4a,Rpl7a
Rpl37a,Eif4a2,Rpl41
Rpl12,Rpl41,Rpl12
Vps37b,Klf2,B2m
Gbp2,B2m,Klf2
Lcn4,Rps24,Rps24
H2-D1,Stat1,Stat1
Rnf138,Rps27a,4930453N24Rik
Rpl13a,Btf3,Irf7
Ms4a4b,Rps28,Rps27a
Fam241a,4930453N24Rik,Btf3
Eef1b2,Igtp,Igtp
4930523C07Rik,Irf7,Rps28
Eif3f,H2-D1,Dusp1
Gm19261,Ifngr1,Itga4
H2-K1,Itga4,Tagap
Rabac1,Rpl13a,Myb
Rpl8,2810474O19Rik,Siah2
4930453N24Rik,Tagap,Ifngr1
Jund,Dusp1,2810474O19Rik
Sugt1,Irgm1,H2-D1
Npc2,Vgll4,Pml
Rpl36a,Siah2,Irgm1
Kif1b,Jund,Vgll4
Vgll4,Rabac1,Rpl13a
Igtp,Sugt1,Slfn1
Eef2,Slfn1,Trafd1
Ifngr1,Trbc2,Jund
Atp1b3,Pml,Sugt1
Sidt1,Rpl9,Rabac1
Irgm1,Cd69,Chchd10
Rplp0,Myb,Trbc2
Eif3m,4930523C07Rik,Cd69
Gimap6,Eef1b2,Ifi214
Irf7,Trafd1,B930036N10Rik
Rpl9,Chchd10,Uty
2810474O19Rik,H2-K1,Gbp6
H2-T22,Klf3,Klf9
Hspa8,Fam105a,4930523C07Rik
Klf3,Rpl8,Racgap1
Gpr183,H2-T22,Klf3
Rps4x,Ifi214,Rpl9
Fam105a,Wdr89,Fam105a
Ezr,Eif3f,Eef1b2
Slfn1,B930036N10Rik,
Cd69,Racgap1,
Adgre5,Atp1b3,
Snhg12,Eif3m,
,Dazap2,
,Rpl37a,
,Adgre5,
,Rbm3,
,Npc2,
,Gm11808,
,Rbm7,
,Gbp6,
,Rpl27-ps3,
,Cmah,
,Snhg12,
,Ms4a4b,
,Uty,
,Mif4gd,
,Csrnp1,
,Tmem57,
,Klf9,
,Rpl36a,
,Pik3r5,
,Frat2,
,Use1,
,Pold4,
,Gmfg,
,Ezr,
,Ugcg,
,Rps4x,
,Cd28,
,Eef2,
,Inpp4b,
,Csnk1e,
,Gimap6,
,Pgpep1l,
,Chd6,
,Rab10os,
,Hspa8,
,Izumo1r,
,Adk,
