,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.8405565,-1.3215312957763672,False,,,,,,,,,,,,,,,,0.042136430740356445
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.9271697,-0.5835916996002197,False,,,,,,,,,,,,,,,,-0.5564709901809692
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.137382,-0.4666832685470581,False,,,,,,,,,,,,,,,,-0.4376174211502075
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.42345715,-0.6786817312240601,False,,,,,,,,,,,,,,,,0.011924266815185547
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.693909,-1.7331397533416748,False,,,,,,,,,,,,,,,,-1.646665096282959
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,12.226179,-3.103292465209961,False,,,,,,,,,,,,,,,,-2.1710433959960938
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5020028,-0.738969087600708,False,,,,,,,,,,,,,,,,-0.7318618297576904
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0054889,-0.9773516654968262,False,,,,,,,,,,,,,,,,-0.5093957185745239
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0076822815,-6.716409683227539,False,,,,,,,,,,,,,,,,-0.03609788417816162
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,18.537529,-7.8859148025512695,False,,,,,,,,,,,,,,,,-7.713444709777832
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09790756,-2.3547420501708984,False,,,,,,,,,,,,,,,,0.09181052446365356
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14218198,0.3288450837135315,True,1.8722224244734629,2.5798485700888865,0.3612519138823866,9.007761068708579,0.08550527550280095,0.20977461338043213,1.1592092514038086,0.5638038527168664,0.0,0.0,0.469961254676424,0.5612587842021443,3.7025195935676836,0.1809854085838262,2.0399775512186626,0.6075871586799622
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.3843392,-0.26458215713500977,False,,,,,,,,,,,,,,,,-0.21701037883758545
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,96.322205,-3.636002540588379,False,,,,,,,,,,,,,,,,-3.6056714057922363
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.2981789,-1.0037407875061035,False,,,,,,,,,,,,,,,,-0.06400501728057861
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.62725294,-3.380033493041992,False,,,,,,,,,,,,,,,,-0.2245694398880005
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.12819704,-3.983342170715332,False,,,,,,,,,,,,,,,,-0.1379256248474121
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.7470524,-3.6676626205444336,False,,,,,,,,,,,,,,,,-3.1558356285095215
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,8.282026,0.394308865070343,False,0.08755115314178227,0.0429856760953133,0.25801170474163154,13.675523351645435,16.13612607479095,0.7890454530715942,0.08337332308292389,0.3416904683383702,0.0,0.0,0.15149327410578145,2.07776564523112,0.25281568439998503,0.45145599892180494,2.1468817018491415,0.4781608581542969
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.36246297,-0.6904996633529663,False,,,,,,,,,,,,,,,,-0.16718661785125732
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.6510582,-0.30117106437683105,False,,,,,,,,,,,,,,,,-0.30046188831329346
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3588448,-1.5488245487213135,False,,,,,,,,,,,,,,,,-1.2295119762420654
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.4579513,-1.2826149463653564,False,,,,,,,,,,,,,,,,-1.1730787754058838
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,2.2563784,-0.378664493560791,False,,,,,,,,,,,,,,,,-0.3486597537994385
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.2349893,-0.24927520751953125,False,,,,,,,,,,,,,,,,-0.12029755115509033
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.29753396,-0.8899025917053223,False,,,,,,,,,,,,,,,,-0.1551874876022339
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.9818313,-5.207825660705566,False,,,,,,,,,,,,,,,,-4.062723636627197
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.06515248,-7.071455955505371,False,,,,,,,,,,,,,,,,-0.009375929832458496
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,4.070637,-1.2902278900146484,False,,,,,,,,,,,,,,,,-0.8778376579284668
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.6524674,-0.3090873956680298,False,,,,,,,,,,,,,,,,-0.30556559562683105
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,2.2477884,-0.6534872055053711,False,,,,,,,,,,,,,,,,0.04246711730957031
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.12823036,-6.413215637207031,False,,,,,,,,,,,,,,,,-0.1585005521774292
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,3.9838297,0.09596258401870728,False,0.019180968609699946,0.029357271778503394,0.08554406640487759,26.637026661793293,7.532476449012757,0.22364304959774017,0.043051235377788544,0.30687237933306044,0.0,0.0,0.018960640355351117,0.601537002811824,0.1104087288780459,0.6078699122520567,6.721069584416597,0.10407871007919312
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,42.18731,-0.8737703561782837,False,,,,,,,,,,,,,,,,-0.8727747201919556
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.9405152,0.22607237100601196,True,0.13706287701323794,0.4350722201967068,0.31677046990461527,12.443798711131857,0.42415120303630827,0.07804562151432037,0.08280190825462341,0.2910331650102135,0.0,0.0,0.11264013721977878,0.22204382679614457,0.2871163586989559,0.593843222404452,2.4385432160491565,0.34943675994873047
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.80294824,-0.8744933605194092,False,,,,,,,,,,,,,,,,-0.34206509590148926
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.3825705,-0.11283409595489502,False,,,,,,,,,,,,,,,,-0.06948637962341309
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.7967705,-1.1033742427825928,False,,,,,,,,,,,,,,,,-1.0439765453338623
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.40063158,-0.04678511619567871,False,,,,,,,,,,,,,,,,0.040416836738586426
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.6765456,-0.3997347354888916,False,,,,,,,,,,,,,,,,0.10323810577392578
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,1.9292817,-1.4790830612182617,False,,,,,,,,,,,,,,,,-0.42340612411499023
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.9419346,-2.637476921081543,False,,,,,,,,,,,,,,,,-1.5239801406860352
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,7.308937,-4.108002185821533,False,,,,,,,,,,,,,,,,-3.1945300102233887
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.69664145,-0.7821890115737915,False,,,,,,,,,,,,,,,,-0.7820965051651001
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.835409,-0.8209360837936401,False,,,,,,,,,,,,,,,,-0.7904736995697021
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.2500736,-1.0897629261016846,False,,,,,,,,,,,,,,,,-0.8938227891921997
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.5771871,-0.710834264755249,False,,,,,,,,,,,,,,,,-0.6992669105529785
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.77487844,-0.23520934581756592,False,,,,,,,,,,,,,,,,0.26529282331466675
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,1.3521061,-1.5241527557373047,False,,,,,,,,,,,,,,,,-1.3560583591461182
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,3.000555,-0.7607262134552002,False,,,,,,,,,,,,,,,,-0.7571951150894165
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,14.013433,-2.611030101776123,False,,,,,,,,,,,,,,,,-2.508927345275879
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.3780396,-1.4163522720336914,False,,,,,,,,,,,,,,,,-0.9117206335067749
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.025189832,0.18960237503051758,False,1.642320606987273,12.332543386918276,0.28697192989619946,13.43802013384193,0.015264736656099558,0.040561579167842865,1.2555307149887085,0.27822451217833655,0.0,0.0,0.47311178489590977,0.11696039603156967,4.082563632521136,0.7364349449921207,2.4352198052756076,0.3805922865867615
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,2.1039493,-0.6472851037979126,False,,,,,,,,,,,,,,,,-0.5922573804855347
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,9.2764,-2.4557559490203857,False,,,,,,,,,,,,,,,,-2.357083320617676
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.1229208,-1.5346298217773438,False,,,,,,,,,,,,,,,,-1.5017564296722412
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,2.6714187,-0.5653867721557617,False,,,,,,,,,,,,,,,,-0.500853419303894
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.9960012,-0.6474202871322632,False,,,,,,,,,,,,,,,,-0.04635787010192871
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31333232,-1.8872408866882324,False,,,,,,,,,,,,,,,,-0.1656496524810791
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.2555007,0.42595601081848145,True,0.13469747047677488,0.21890558703271512,0.2016459009240537,17.96708577153604,0.5210949727892876,0.1492171585559845,0.1353018432855606,0.3984168888710672,0.0,0.0,0.3035784736713848,0.4373674363306482,0.42174886815763757,0.35322252612560157,4.018892653406831,0.4687371850013733
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,1.1964773,-1.078843593597412,False,,,,,,,,,,,,,,,,-0.3406362533569336
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,2.4113798,-1.3513598442077637,False,,,,,,,,,,,,,,,,-1.3452305793762207
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.34511915,-1.006540298461914,False,,,,,,,,,,,,,,,,0.1788673996925354
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,14.020077,-3.749091148376465,False,,,,,,,,,,,,,,,,-3.7080817222595215
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,20.620811,-15.47566032409668,False,,,,,,,,,,,,,,,,-8.130048751831055
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.68073404,-0.16510248184204102,False,,,,,,,,,,,,,,,,-0.0236203670501709
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,4.7776804,-1.867959976196289,False,,,,,,,,,,,,,,,,-1.8388981819152832
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.220545,-4.3711724281311035,False,,,,,,,,,,,,,,,,-3.16526460647583
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.8084469,-1.7395145893096924,False,,,,,,,,,,,,,,,,-0.37396299839019775
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.0912544,-2.87011981010437,False,,,,,,,,,,,,,,,,-2.303696870803833
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.60369617,-2.775062084197998,False,,,,,,,,,,,,,,,,0.08075368404388428
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,5.1585255,-1.7069900035858154,False,,,,,,,,,,,,,,,,-1.7069110870361328
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.5563029,-0.5565303564071655,False,,,,,,,,,,,,,,,,-0.1421276330947876
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,4.944024,-2.0444164276123047,False,,,,,,,,,,,,,,,,-1.98768949508667
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.2744943,-4.21133279800415,False,,,,,,,,,,,,,,,,-0.13273048400878906
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.93015033,-1.9011011123657227,False,,,,,,,,,,,,,,,,0.10803121328353882
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.7600672,-0.4306039810180664,False,,,,,,,,,,,,,,,,-0.30588674545288086
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.8477465,0.6185751855373383,True,0.20265915578622312,0.28280184279667864,0.4153257529662176,7.897308566917058,0.9419412517547608,0.22030454874038696,0.1105099692940712,0.397862180353524,0.0,0.0,0.2591695326017789,0.4675960566128512,0.2742284342710828,0.31568547065980307,1.6892987538948183,0.650238424539566
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.0,-0.10711205005645752,False,,,,,,,,,,,,,,,,-0.10711205005645752
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.09064227,-0.18099653720855713,False,,,,,,,,,,,,,,,,-0.1727231740951538
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.06593564,-3.908076763153076,False,,,,,,,,,,,,,,,,0.0024676918983459473
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,6.565115,0.34300339221954346,False,0.13397417509403167,0.045651277615473614,0.186098874188649,14.282127721755076,8.718612145980199,1.0040596723556519,0.1457768976688385,0.28502910928092795,0.0,0.0,0.3766296893667613,3.0821405325482396,0.49152673472618236,0.6123575741328553,3.02891394145497,0.41847580671310425
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,1.379316,-0.8690214157104492,False,,,,,,,,,,,,,,,,-0.8391165733337402
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.70486236,-1.2980914115905762,False,,,,,,,,,,,,,,,,-1.1223597526550293
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.29747334,-0.32623291015625,False,,,,,,,,,,,,,,,,-0.3188791275024414
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.31377804,-1.9135875701904297,False,,,,,,,,,,,,,,,,-0.12208199501037598
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.8593562,-0.20853006839752197,False,,,,,,,,,,,,,,,,-0.2073531150817871
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.030717941,-5.355885028839111,False,,,,,,,,,,,,,,,,0.10216695070266724
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.09404176,-4.911951541900635,False,,,,,,,,,,,,,,,,-0.020477890968322754
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.472882,0.20237702131271362,True,0.12406968390156911,0.22799715113104146,0.30144328536920606,20.110595480056258,0.6418758183717728,0.12218309938907623,0.08994187414646149,0.3025676150729835,0.0,0.0,0.06280689943307252,0.4389052320545665,0.289103037774049,0.5989139783887304,3.228653045316484,0.22157055139541626
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.3233044,-0.8390923738479614,False,,,,,,,,,,,,,,,,-0.7461496591567993
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,1.683892,-2.675595283508301,False,,,,,,,,,,,,,,,,-2.3086745738983154
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.18950117,-0.23332810401916504,False,,,,,,,,,,,,,,,,-0.17837059497833252
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.5957682,-1.246166467666626,False,,,,,,,,,,,,,,,,-1.1842873096466064
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,17.548822,-1.2231295108795166,False,,,,,,,,,,,,,,,,-0.8169753551483154
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,2.4213576,-1.2742812633514404,False,,,,,,,,,,,,,,,,-1.072538137435913
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.20824528,-0.27308595180511475,False,,,,,,,,,,,,,,,,-0.16437387466430664
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,1.5976915,-0.796312689781189,False,,,,,,,,,,,,,,,,-0.7887037992477417
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.75374544,-0.8369570970535278,False,,,,,,,,,,,,,,,,-0.8245948553085327
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.0957569,-1.2618887424468994,False,,,,,,,,,,,,,,,,-0.7680298089981079
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,7.811636,-1.3382008075714111,False,,,,,,,,,,,,,,,,-0.8280547857284546
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,0.87721825,-0.7681037187576294,False,,,,,,,,,,,,,,,,-0.6898994445800781
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.6668086,-2.3598625659942627,False,,,,,,,,,,,,,,,,-0.2979123592376709
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.3706804,-0.34201788902282715,False,,,,,,,,,,,,,,,,-0.040178775787353516
