wilcoxon,t-test,t-test_overestim_var
S100a4,S100a4,S100a4
Ctla4,Ctla4,Tox
Tox,Ighm,Ctla4
Ighm,Tox,Ighm
S100a11,Itgb1,Itgb1
Itgb1,S100a11,Nrp1
Cd226,Cd226,S100a11
Cd3e,Nfkbia,Cd226
Cd9,Nrp1,Cd9
Nfkbia,Cd9,Pdcd1
Nrp1,Nfkbiz,Nfkbia
Nfkbiz,Cd3e,Uhrf2
Uhrf2,Pglyrp1,Nfkbiz
Pglyrp1,Uhrf2,Pglyrp1
Arpc3,Pdcd1,Lag3
Batf,Arpc3,Cd3e
Pdcd1,Lag3,Nrgn
Ifi27l2a,Batf,Batf
Lag3,Ifi27l2a,Ifi27l2a
Rilpl2,Bhlhe40,Arpc3
Bhlhe40,Rilpl2,Bhlhe40
mt-Atp6,Nrgn,Rilpl2
Nrgn,mt-Cytb,Icos
mt-Cytb,mt-Atp6,Rel
Hif1a,Serf2,Gldc
Rel,Icos,Rgs16
Icos,Hif1a,mt-Atp6
Serf2,Rel,Bcl2a1b
Ptpn6,Bcl2a1b,mt-Cytb
Bcl2a1b,Cd52,Hif1a
Cd3g,Ptpn6,Ptpn6
Rgs16,Rgs16,Serf2
Atxn1,Traf1,Pou2f2
Pou2f2,Atxn1,Slamf6
Traf1,Pou2f2,Atxn1
Srgn,Gldc,Traf1
Cd52,Ccdc50,Ccdc50
Fyn,Srgn,Cd52
Slamf6,Slamf6,Bcl2a1d
Ccdc50,Trbc2,Fyn
Trbc2,Fyn,Plek
Trac,Plek,Srgn
Plek,Trac,Psen2
mt-Co2,S100a6,Ptpn11
Trav14-1,mt-Co2,Trac
Prr13,Cd3g,Trbc2
Bcl2a1d,Prr13,Cd3g
Junb,Bcl2a1d,Prr13
Gm8369,Ptpn11,mt-Co2
Limd2,Psen2,Orai1
Nr4a2,Gm8369,Casp4
Ptpn11,Orai1,Trav14-1
Gpr183,Trav14-1,Rora
mt-Nd2,mt-Nd2,Smco4
Orai1,Limd2,Nr4a2
Sh2d2a,Nr4a2,Gm8369
Rora,Tmsb4x,Gadd45b
Psen2,Rora,Limd2
Rap1a,Junb,S100a6
Gadd45b,Casp4,mt-Nd2
Cst7,Gadd45b,Cst7
Slfn2,Cst7,Plscr1
Ly6a,Oaz1,Gpr183
Tnfaip3,Gpr183,Junb
Gldc,Smco4,Tmsb4x
Trdc,Slfn2,Sh2d2a
Ly6e,Sh2d2a,Slfn2
