wilcoxon,t-test,t-test_overestim_var
Lat,Lat,Klrg1
Gzmk,Gzmk,Lat
Klrg1,Ly6c2,Gzmk
Gzma,Gzma,Gzma
Ly6c2,Klrg1,Ly6c2
Ppia,Cyba,Chchd10
Arl4c,Arl4c,Arl4c
Cyba,Ppia,Ass1
Chchd10,Chchd10,Cyba
Ccr5,Ass1,Ppia
Ass1,Cd8b1,Esm1
Cd8b1,Hsph1,Hsph1
Glipr2,Atp5b,Cd8b1
Hsph1,Ccr5,Ccr5
Tagln2,Cmtm7,1700025G04Rik
Atp5b,Esm1,Atp5b
Cox5a,Rasgrp2,Glipr2
Cmtm7,Glipr2,Cmtm7
1700025G04Rik,Ctla2a,Idh2
Twf2,Eif5a,Eif5a
Eif5a,Cox5a,Rasgrp2
Klf6,1700025G04Rik,Ctla2a
Esm1,Vim,Cox5a
Vim,Flna,Twf2
Atp1b3,Twf2,Flna
Ezr,Pycard,Vim
Rasgrp2,Klf6,Atp1b3
Pycard,Atp1b3,Klf6
Grap2,Idh2,Pycard
H2-Q10,Hsp90aa1,Grap2
Sema4a,Hopx,Hsp90aa1
Ccr2,Krtcap2,Ccr2
Ctla2a,Bsg,Eomes
Flna,Grap2,H2-Q10
Hsp90aa1,Fth1,Rsu1
Plac8,H2-Q10,Hopx
Pdia3,Sema4a,Krtcap2
Krtcap2,Ccr2,Sema4a
Hopx,Pdia3,Capn2
Eef1d,Tagln2,Fcgrt
Gpx1,Rsu1,Tagln2
Capn2,Arhgdib,Bsg
Rsu1,Actb,Pdia3
Ybx1,Capn2,Gpx1
Idh2,Gpx1,Fth1
Slc9a3r1,Zyx,Actb
Hsp90ab1,Eomes,Zyx
Fth1,Emp3,Rara
Iqgap2,Ran,Iqgap2
Hsp90b1,Slc9a3r1,Tanc1
Cd48,Ezr,Arhgdib
Fdps,Iqgap2,Ezr
Actb,Ywhaq,Rras2
Ywhaq,Gars,Slc9a3r1
Ncald,Hsp90b1,Ncald
H3f3b,Exosc8,Ywhaq
Bsg,Macroh2a1,Emp3
Manf,Picalm,Fdps
Rrm2,Cotl1,Macroh2a1
Macroh2a1,Ncald,Rcn3
Picalm,Chchd2,Picalm
Zyx,H3f3b,Gars
Ppp2r5a,Klf2,Hsp90b1
Slc25a5,Rrm2,Ran
Chchd2,Fdps,H3f3b
